Year,Job_Name,Required_Skills,Avg_Salary_LPA,Job_Postings,User_Learned_Skills,Skill_Count,Experience_Level
2016,Manufacturing Engineer,"kaizen, cnc, lean six sigma, process mapping, production planning",15.15,788,"kaizen, production planning, cnc, process mapping, lean six sigma",5,Fresher
2016,HVAC Engineer,"revit mep, duct design, thermodynamics",17.07,455,"duct design, revit mep, thermodynamics",3,Senior
2024,Project Engineer,"ms project, stakeholder management, risk register, budgeting",14.68,907,"ms project, risk register, budgeting",3,Mid
2017,HVAC Engineer,"load calculation, thermodynamics, hvac design, duct design",11.08,823,"duct design, load calculation, thermodynamics, hvac design",4,Senior
2017,HVAC Engineer,"hvac design, thermodynamics, load calculation, revit mep, duct design",4.76,770,"hvac design, load calculation, revit mep, thermodynamics, duct design",5,Fresher
2017,Design Engineer,"solidworks, mechanical design, gd and t",18.05,903,"gd and t, mechanical design, solidworks",3,Mid
2017,HVAC Engineer,"thermodynamics, load calculation, hvac design, duct design",9.38,847,"hvac design, duct design, load calculation, thermodynamics",4,Mid
2016,Robotics Automation Engineer,"plc, motion control, robotics, scada",3.83,748,"scada, motion control, robotics, plc, safety pl",5,Mid
2020,Design Engineer,"fea, gd and t, mechanical design, cad, solidworks",9.89,601,"cad, gd and t, solidworks",3,Fresher
2021,Project Engineer,"ms project, budgeting, risk register",16.29,894,"budgeting, risk register, ms project",3,Senior
2015,HVAC Engineer,"hvac design, load calculation, thermodynamics",16.67,785,"hvac design, load calculation, thermodynamics, revit mep",4,Fresher
2019,HVAC Engineer,"thermodynamics, duct design, hvac design, revit mep, load calculation",13.99,925,"duct design, revit mep, load calculation",3,Senior
2022,Design Engineer,"solidworks, fea, mechanical design",12.54,311,"fea, solidworks, mechanical design",3,Senior
2016,Design Engineer,"cad, mechanical design, solidworks, drafting, fea",13.05,758,"mechanical design, drafting",2,Fresher
2022,HVAC Engineer,"load calculation, hvac design, revit mep, thermodynamics, duct design",21.38,365,"duct design, thermodynamics, load calculation, hvac design, revit mep",5,Senior
2020,Manufacturing Engineer,"production planning, cnc, process mapping, kaizen",14.86,891,"process mapping, kaizen, production planning, cnc",4,Senior
2023,Manufacturing Engineer,"lean six sigma, cnc, kaizen, production planning, process mapping",9.75,451,"production planning, process mapping, lean six sigma, cnc",4,Mid
2024,Robotics Automation Engineer,"motion control, robotics, safety pl",7.68,614,"robotics, motion control, safety pl",3,Fresher
2018,Manufacturing Engineer,"process mapping, kaizen, lean six sigma, cnc, production planning",18.97,309,"process mapping, lean six sigma, production planning",3,Mid
2023,Maintenance Engineer,"vibration analysis, preventive maintenance, reliability",19.05,402,"vibration analysis, preventive maintenance, reliability, troubleshooting",4,Mid
2019,Quality Engineer,"iso standards, metrology, spc",10.84,823,"iso standards, spc, metrology, capa",4,Mid
2016,Maintenance Engineer,"preventive maintenance, vibration analysis, cmms",6.98,341,"vibration analysis, cmms, preventive maintenance",3,Senior
2015,CAE Engineer,"meshing, ansys, cfd, simulation, structural analysis",14.12,728,"simulation, structural analysis",2,Senior
2021,Manufacturing Engineer,"cnc, production planning, process mapping",15.08,745,"process mapping, cnc, kaizen",3,Senior
2019,Design Engineer,"fea, mechanical design, drafting, cad",8.57,750,"fea, cad",2,Mid
2015,Robotics Automation Engineer,"robotics, plc, safety pl, scada",14.01,812,"plc, scada, safety pl, robotics, motion control",5,Senior
2015,HVAC Engineer,"load calculation, hvac design, revit mep, thermodynamics, duct design",11.94,887,"hvac design, thermodynamics",2,Senior
2022,Design Engineer,"drafting, fea, cad, solidworks",14.81,880,"fea, cad, solidworks",3,Mid
2022,Maintenance Engineer,"vibration analysis, cmms, preventive maintenance, troubleshooting",10.14,595,"preventive maintenance, vibration analysis, cmms, troubleshooting, reliability",5,Mid
2019,Maintenance Engineer,"vibration analysis, cmms, troubleshooting, reliability",10.64,868,"troubleshooting, cmms, reliability, vibration analysis, preventive maintenance",5,Mid
2023,Quality Engineer,"spc, metrology, iso standards, capa, root cause analysis",12.39,897,"root cause analysis, capa, spc, metrology",4,Mid
2022,Project Engineer,"ms project, scheduling, budgeting",11.75,1023,"budgeting, scheduling, ms project",3,Senior
2021,Manufacturing Engineer,"lean six sigma, kaizen, process mapping",13.48,573,"kaizen, process mapping, lean six sigma",3,Senior
2021,Project Engineer,"budgeting, ms project, risk register, stakeholder management",5.21,787,"risk register, ms project, stakeholder management, budgeting, scheduling",5,Mid
2025,Project Engineer,"scheduling, budgeting, ms project, risk register",16.68,1032,"scheduling, budgeting",2,Fresher
2015,Quality Engineer,"capa, spc, root cause analysis, iso standards, metrology",18.3,719,"root cause analysis, capa, metrology, spc, iso standards",5,Fresher
2017,Robotics Automation Engineer,"safety pl, motion control, robotics, plc, scada",9.2,609,"robotics, scada, plc",3,Mid
2016,Quality Engineer,"root cause analysis, capa, spc, iso standards",20.9,592,"iso standards, spc, capa, root cause analysis",4,Fresher
2019,Quality Engineer,"spc, capa, metrology",13.1,801,"metrology, spc, capa, iso standards",4,Senior
2018,Design Engineer,"drafting, fea, gd and t, cad, mechanical design",21.89,755,"cad, fea, mechanical design, drafting, gd and t",5,Fresher
2024,Manufacturing Engineer,"kaizen, process mapping, production planning, cnc, lean six sigma",18.54,649,"production planning, kaizen, lean six sigma",3,Senior
2022,CAE Engineer,"meshing, structural analysis, simulation",4.49,926,"simulation, structural analysis, meshing",3,Mid
2022,Quality Engineer,"metrology, root cause analysis, iso standards, spc",7.17,879,"metrology, root cause analysis, iso standards, spc",4,Senior
2021,Design Engineer,"mechanical design, fea, drafting, gd and t, cad, solidworks",6.13,1143,"fea, drafting, cad",3,Fresher
2015,Maintenance Engineer,"vibration analysis, reliability, troubleshooting",13.04,410,"reliability, vibration analysis",2,Senior
2023,Manufacturing Engineer,"lean six sigma, cnc, process mapping",8.66,616,"cnc, lean six sigma, process mapping",3,Senior
2022,Robotics Automation Engineer,"motion control, scada, plc, safety pl",12.31,809,"safety pl, motion control, scada",3,Mid
2022,Manufacturing Engineer,"lean six sigma, cnc, process mapping, production planning, kaizen",11.38,535,"lean six sigma, production planning",2,Fresher
2023,Maintenance Engineer,"troubleshooting, cmms, vibration analysis, preventive maintenance, reliability",18.45,690,"troubleshooting, cmms, reliability, vibration analysis",4,Senior
2016,Maintenance Engineer,"troubleshooting, vibration analysis, preventive maintenance",17.6,398,"troubleshooting, vibration analysis, preventive maintenance",3,Mid
2020,Project Engineer,"budgeting, scheduling, ms project, stakeholder management, risk register",12.78,413,"budgeting, scheduling, stakeholder management",3,Senior
2025,HVAC Engineer,"hvac design, thermodynamics, duct design, revit mep, load calculation",12.72,331,"hvac design, thermodynamics, revit mep",3,Mid
2020,Quality Engineer,"root cause analysis, capa, metrology, iso standards",21.91,925,"metrology, iso standards, capa, root cause analysis, spc",5,Senior
2020,CAE Engineer,"ansys, simulation, structural analysis",14.08,410,"ansys, simulation",2,Fresher
2023,Maintenance Engineer,"cmms, reliability, vibration analysis, preventive maintenance",9.88,485,"cmms, vibration analysis, preventive maintenance, reliability",4,Senior
2022,CAE Engineer,"simulation, meshing, cfd",9.16,518,"meshing, cfd, simulation",3,Mid
2021,Manufacturing Engineer,"cnc, process mapping, production planning, kaizen, lean six sigma",20.77,496,"lean six sigma, cnc",2,Mid
2018,Maintenance Engineer,"preventive maintenance, troubleshooting, cmms, reliability, vibration analysis",9.67,637,"preventive maintenance, reliability, cmms, troubleshooting, vibration analysis",5,Senior
2017,Design Engineer,"solidworks, drafting, mechanical design, gd and t",21.78,791,"solidworks, gd and t, fea",3,Fresher
2015,Robotics Automation Engineer,"robotics, plc, scada",11.36,458,"scada, robotics, plc",3,Mid
2020,Manufacturing Engineer,"lean six sigma, process mapping, cnc, production planning",14.86,655,"process mapping, production planning",2,Senior
2023,Manufacturing Engineer,"cnc, lean six sigma, process mapping",12.05,383,"lean six sigma, process mapping, cnc",3,Mid
2020,Project Engineer,"stakeholder management, budgeting, ms project",6.34,637,"budgeting, stakeholder management, ms project",3,Fresher
2020,Maintenance Engineer,"troubleshooting, reliability, preventive maintenance, vibration analysis",15.73,946,"troubleshooting, preventive maintenance",2,Fresher
2016,Project Engineer,"scheduling, stakeholder management, budgeting, risk register, ms project",6.57,1060,"risk register, ms project, stakeholder management, budgeting",4,Mid
2022,Maintenance Engineer,"preventive maintenance, vibration analysis, cmms",12.55,682,"preventive maintenance, cmms",2,Mid
2025,Manufacturing Engineer,"cnc, process mapping, lean six sigma",13.53,917,"cnc, lean six sigma, process mapping",3,Senior
2019,HVAC Engineer,"revit mep, hvac design, load calculation",5.69,652,"load calculation, revit mep, hvac design",3,Mid
2024,CAE Engineer,"structural analysis, meshing, simulation, ansys",19.27,787,"structural analysis, simulation, ansys, meshing, cfd",5,Fresher
2021,Manufacturing Engineer,"cnc, production planning, process mapping, lean six sigma, kaizen",21.33,981,"production planning, process mapping, lean six sigma, cnc, kaizen",5,Mid
2020,HVAC Engineer,"load calculation, duct design, revit mep",17.79,647,"revit mep, load calculation, duct design",3,Mid
2025,CAE Engineer,"simulation, ansys, cfd, structural analysis",10.68,691,"ansys, simulation",2,Mid
2025,Robotics Automation Engineer,"robotics, plc, motion control",19.27,537,"motion control, plc",2,Mid
2022,Maintenance Engineer,"reliability, troubleshooting, cmms",15.73,700,"troubleshooting, cmms, reliability, vibration analysis",4,Mid
2024,Manufacturing Engineer,"production planning, cnc, kaizen",5.03,1083,"production planning, cnc, kaizen",3,Mid
2024,CAE Engineer,"ansys, meshing, cfd, structural analysis, simulation",11.53,482,"meshing, structural analysis, simulation",3,Fresher
2016,Design Engineer,"gd and t, mechanical design, drafting, solidworks, cad",18.67,530,"solidworks, cad",2,Fresher
2018,Quality Engineer,"spc, capa, iso standards, root cause analysis, metrology",21.79,930,"iso standards, capa, root cause analysis",3,Fresher
2016,Project Engineer,"scheduling, budgeting, risk register",16.19,732,"risk register, budgeting",2,Senior
2025,Manufacturing Engineer,"production planning, kaizen, process mapping, cnc, lean six sigma",18.47,650,"process mapping, lean six sigma, cnc, kaizen, production planning",5,Mid
2025,Quality Engineer,"capa, iso standards, spc, root cause analysis",8.2,587,"iso standards, root cause analysis, capa, spc",4,Fresher
2017,Maintenance Engineer,"preventive maintenance, cmms, vibration analysis, reliability, troubleshooting",12.86,1055,"preventive maintenance, cmms",2,Mid
2016,HVAC Engineer,"revit mep, hvac design, thermodynamics, load calculation",11.86,548,"revit mep, hvac design",2,Mid
2022,Manufacturing Engineer,"cnc, production planning, lean six sigma",9.25,848,"cnc, lean six sigma",2,Mid
2015,CAE Engineer,"structural analysis, ansys, cfd, simulation",19.71,545,"structural analysis, simulation",2,Fresher
2016,Manufacturing Engineer,"lean six sigma, cnc, production planning",18.94,1008,"lean six sigma, cnc, production planning, kaizen",4,Fresher
2019,Quality Engineer,"capa, spc, root cause analysis",8.12,905,"capa, spc, root cause analysis",3,Mid
2020,CAE Engineer,"cfd, meshing, simulation, ansys, structural analysis",19.85,543,"ansys, cfd, meshing, structural analysis, simulation",5,Mid
2024,Manufacturing Engineer,"lean six sigma, cnc, production planning, process mapping",13.39,550,"cnc, lean six sigma, production planning, process mapping, kaizen",5,Mid
2022,Project Engineer,"budgeting, stakeholder management, risk register, scheduling, ms project",19.01,904,"scheduling, stakeholder management",2,Senior
2022,Project Engineer,"scheduling, stakeholder management, budgeting, risk register, ms project",16.3,480,"ms project, risk register, stakeholder management, budgeting, scheduling",5,Fresher
2018,Design Engineer,"fea, solidworks, mechanical design",13.97,727,"mechanical design, fea, solidworks",3,Fresher
2025,Maintenance Engineer,"preventive maintenance, reliability, troubleshooting, cmms",20.24,556,"cmms, reliability, troubleshooting, preventive maintenance",4,Senior
2025,Robotics Automation Engineer,"plc, scada, safety pl, motion control",13.87,523,"motion control, plc, safety pl, scada, robotics",5,Senior
2018,Quality Engineer,"iso standards, capa, root cause analysis, metrology, spc",12.97,1011,"metrology, spc",2,Fresher
2025,HVAC Engineer,"revit mep, thermodynamics, load calculation, duct design",17.8,984,"duct design, revit mep, load calculation",3,Fresher
2021,Maintenance Engineer,"vibration analysis, troubleshooting, reliability, cmms, preventive maintenance",5.79,863,"preventive maintenance, reliability",2,Mid
2015,CAE Engineer,"meshing, cfd, structural analysis",20.77,849,"cfd, meshing, structural analysis, simulation",4,Mid
2017,Project Engineer,"scheduling, ms project, risk register, budgeting",10.39,671,"ms project, risk register, budgeting, scheduling",4,Fresher
2024,Project Engineer,"ms project, risk register, scheduling, stakeholder management",19.97,457,"stakeholder management, ms project, risk register, scheduling, budgeting",5,Senior
2024,CAE Engineer,"simulation, meshing, ansys",10.86,581,"simulation, ansys",2,Senior
2022,Robotics Automation Engineer,"scada, motion control, plc",8.66,824,"plc, scada, motion control, robotics",4,Fresher
2019,Robotics Automation Engineer,"scada, plc, motion control, safety pl",14.96,608,"plc, safety pl, motion control, scada",4,Senior
2020,Robotics Automation Engineer,"motion control, robotics, plc, scada, safety pl",8.35,915,"robotics, safety pl, plc, scada, motion control",5,Mid
2022,Robotics Automation Engineer,"plc, safety pl, scada",18.43,726,"plc, safety pl, scada, motion control",4,Fresher
2019,Project Engineer,"stakeholder management, risk register, scheduling, ms project, budgeting",4.7,496,"scheduling, stakeholder management, risk register, budgeting, ms project",5,Senior
2016,Robotics Automation Engineer,"plc, safety pl, scada",8.63,637,"safety pl, plc, scada",3,Senior
2017,Project Engineer,"risk register, scheduling, stakeholder management",9.04,773,"stakeholder management, scheduling, risk register, ms project",4,Fresher
2023,Manufacturing Engineer,"production planning, cnc, process mapping",14.15,658,"cnc, process mapping, production planning",3,Fresher
2017,Quality Engineer,"root cause analysis, spc, capa, metrology, iso standards",5.85,499,"spc, iso standards",2,Mid
2024,HVAC Engineer,"load calculation, revit mep, duct design",5.5,389,"load calculation, duct design, revit mep",3,Senior
2025,HVAC Engineer,"revit mep, hvac design, thermodynamics",11.17,586,"thermodynamics, revit mep",2,Fresher
2024,Manufacturing Engineer,"kaizen, lean six sigma, production planning, cnc",7.89,589,"kaizen, lean six sigma, cnc, production planning",4,Fresher
2017,Robotics Automation Engineer,"robotics, safety pl, motion control, plc, scada",16.81,640,"motion control, safety pl",2,Mid
2025,Maintenance Engineer,"cmms, preventive maintenance, vibration analysis, reliability",5.17,456,"cmms, preventive maintenance",2,Mid
2016,Project Engineer,"risk register, budgeting, ms project, scheduling, stakeholder management",12.53,542,"ms project, scheduling, stakeholder management",3,Senior
2018,HVAC Engineer,"load calculation, revit mep, thermodynamics, duct design, hvac design",21.72,813,"revit mep, hvac design, load calculation, duct design, thermodynamics",5,Mid
2023,HVAC Engineer,"hvac design, load calculation, duct design, thermodynamics",8.68,782,"duct design, load calculation",2,Senior
2019,Robotics Automation Engineer,"scada, safety pl, robotics, motion control, plc",4.94,230,"motion control, plc",2,Mid
2025,Robotics Automation Engineer,"plc, motion control, scada, robotics",15.76,816,"motion control, robotics, plc, scada",4,Mid
2023,HVAC Engineer,"thermodynamics, load calculation, hvac design, duct design",17.26,821,"duct design, load calculation, hvac design, thermodynamics",4,Fresher
2017,CAE Engineer,"structural analysis, simulation, meshing",18.91,765,"meshing, structural analysis, simulation",3,Senior
2024,CAE Engineer,"meshing, cfd, structural analysis",11.45,856,"cfd, meshing, structural analysis",3,Fresher
2023,Robotics Automation Engineer,"plc, scada, robotics",16.9,846,"robotics, plc, scada",3,Fresher
2024,Design Engineer,"solidworks, gd and t, cad, mechanical design",17.7,511,"gd and t, cad, solidworks, drafting",4,Mid
2024,HVAC Engineer,"load calculation, revit mep, duct design, thermodynamics, hvac design",3.79,873,"load calculation, revit mep, thermodynamics, hvac design",4,Fresher
2025,Quality Engineer,"capa, iso standards, metrology",20.67,712,"iso standards, capa, metrology",3,Mid
2022,Quality Engineer,"iso standards, capa, spc, metrology",12.4,649,"iso standards, spc, capa",3,Fresher
2023,Manufacturing Engineer,"production planning, lean six sigma, cnc, process mapping",19.98,708,"lean six sigma, process mapping",2,Senior
2021,Robotics Automation Engineer,"plc, scada, safety pl, robotics, motion control",21.33,1143,"scada, motion control, safety pl",3,Fresher
2019,CAE Engineer,"meshing, cfd, ansys, structural analysis, simulation",16.83,443,"meshing, ansys, structural analysis, simulation",4,Senior
2023,HVAC Engineer,"load calculation, thermodynamics, revit mep, duct design",16.43,641,"revit mep, duct design, thermodynamics",3,Fresher
2024,CAE Engineer,"structural analysis, ansys, simulation, cfd, meshing",11.63,552,"meshing, simulation, cfd, ansys, structural analysis",5,Mid
2018,CAE Engineer,"structural analysis, ansys, cfd",15.05,584,"structural analysis, cfd, ansys",3,Mid
2016,Manufacturing Engineer,"cnc, process mapping, kaizen, lean six sigma, production planning",15.51,782,"cnc, kaizen, process mapping, lean six sigma, production planning",5,Senior
2024,HVAC Engineer,"thermodynamics, revit mep, duct design, load calculation, hvac design",16.92,675,"duct design, revit mep, thermodynamics, hvac design, load calculation",5,Fresher
2019,Project Engineer,"ms project, stakeholder management, risk register, scheduling",5.13,604,"scheduling, risk register, stakeholder management, ms project, budgeting",5,Fresher
2018,CAE Engineer,"ansys, meshing, cfd, structural analysis",7.85,581,"ansys, structural analysis, cfd",3,Mid
2024,Project Engineer,"risk register, scheduling, ms project, stakeholder management",9.91,656,"stakeholder management, ms project, scheduling, risk register, budgeting",5,Fresher
2019,HVAC Engineer,"hvac design, load calculation, duct design, revit mep",14.75,652,"load calculation, hvac design",2,Fresher
2018,Manufacturing Engineer,"kaizen, production planning, cnc",20.79,657,"cnc, kaizen",2,Fresher
2018,HVAC Engineer,"revit mep, hvac design, duct design",9.73,642,"hvac design, duct design, revit mep",3,Fresher
2020,Design Engineer,"solidworks, gd and t, drafting, mechanical design, cad, fea",3.83,489,"solidworks, fea, cad, gd and t",4,Fresher
2023,Robotics Automation Engineer,"plc, motion control, robotics, safety pl, scada",10.24,743,"robotics, scada, motion control",3,Senior
2025,Project Engineer,"scheduling, budgeting, stakeholder management, risk register",7.91,821,"scheduling, risk register, budgeting, stakeholder management, ms project",5,Senior
2017,Design Engineer,"solidworks, cad, drafting",9.71,700,"cad, solidworks, drafting",3,Mid
2016,Manufacturing Engineer,"cnc, kaizen, process mapping",4.05,1018,"kaizen, cnc",2,Senior
2017,Maintenance Engineer,"cmms, troubleshooting, reliability, vibration analysis",19.81,761,"cmms, vibration analysis, troubleshooting",3,Mid
2024,Robotics Automation Engineer,"robotics, scada, safety pl, motion control",21.6,526,"safety pl, motion control, robotics",3,Senior
2025,Robotics Automation Engineer,"plc, scada, motion control",21.2,686,"motion control, plc, scada",3,Senior
2018,Robotics Automation Engineer,"scada, motion control, plc, robotics",21.56,654,"motion control, scada, robotics, plc, safety pl",5,Senior
2020,Design Engineer,"mechanical design, drafting, gd and t, cad, solidworks, fea",10.98,433,"fea, gd and t, drafting, mechanical design, solidworks",5,Fresher
2021,Robotics Automation Engineer,"plc, robotics, motion control, scada, safety pl",9.55,732,"scada, safety pl",2,Fresher
2024,Project Engineer,"ms project, budgeting, risk register, stakeholder management, scheduling",3.52,585,"stakeholder management, scheduling",2,Mid
2019,CAE Engineer,"simulation, structural analysis, meshing, cfd, ansys",18.76,550,"structural analysis, ansys, cfd, simulation, meshing",5,Fresher
2018,Design Engineer,"cad, drafting, gd and t",10.88,1062,"gd and t, cad, drafting, mechanical design",4,Senior
2023,Maintenance Engineer,"preventive maintenance, cmms, vibration analysis",9.49,800,"preventive maintenance, vibration analysis, cmms, troubleshooting",4,Fresher
2024,Project Engineer,"scheduling, budgeting, risk register",19.6,807,"scheduling, budgeting, risk register, stakeholder management",4,Senior
2017,Project Engineer,"risk register, stakeholder management, ms project, budgeting",11.53,849,"budgeting, risk register, ms project, stakeholder management, scheduling",5,Fresher
2025,Design Engineer,"solidworks, gd and t, cad, drafting, mechanical design, fea",5.36,791,"drafting, cad",2,Mid
2019,Manufacturing Engineer,"cnc, production planning, lean six sigma, kaizen, process mapping",16.62,756,"process mapping, cnc, lean six sigma",3,Senior
2017,Robotics Automation Engineer,"motion control, safety pl, plc, robotics",16.26,864,"safety pl, robotics, plc, motion control, scada",5,Mid
2017,CAE Engineer,"ansys, structural analysis, simulation, cfd, meshing",8.91,745,"meshing, structural analysis, ansys, simulation",4,Fresher
2025,Quality Engineer,"metrology, spc, iso standards",10.08,659,"spc, iso standards, metrology",3,Senior
2021,Manufacturing Engineer,"cnc, lean six sigma, kaizen, production planning, process mapping",11.44,376,"lean six sigma, process mapping, production planning, cnc, kaizen",5,Mid
2015,Maintenance Engineer,"preventive maintenance, vibration analysis, reliability",17.67,624,"reliability, preventive maintenance, cmms",3,Senior
2021,Project Engineer,"scheduling, budgeting, risk register",13.39,635,"scheduling, budgeting",2,Mid
2023,Project Engineer,"ms project, risk register, stakeholder management, budgeting, scheduling",17.15,732,"budgeting, risk register, ms project, scheduling",4,Fresher
2022,Design Engineer,"cad, drafting, fea, gd and t",9.32,959,"cad, drafting, fea, gd and t",4,Mid
2019,HVAC Engineer,"duct design, hvac design, load calculation, thermodynamics, revit mep",8.34,619,"thermodynamics, hvac design, duct design, load calculation",4,Mid
2025,Manufacturing Engineer,"lean six sigma, production planning, kaizen",8.43,822,"production planning, lean six sigma, kaizen, cnc",4,Senior
2019,Maintenance Engineer,"cmms, troubleshooting, vibration analysis, reliability, preventive maintenance",8.36,643,"preventive maintenance, vibration analysis, reliability, troubleshooting",4,Senior
2018,Manufacturing Engineer,"kaizen, cnc, production planning, lean six sigma, process mapping",18.1,869,"cnc, lean six sigma, production planning, kaizen",4,Fresher
2018,Manufacturing Engineer,"process mapping, cnc, kaizen, production planning",10.29,680,"kaizen, production planning, cnc, lean six sigma",4,Mid
2025,Quality Engineer,"iso standards, metrology, spc, root cause analysis",4.62,514,"root cause analysis, metrology",2,Fresher
2020,CAE Engineer,"simulation, meshing, structural analysis, cfd, ansys",5.64,1176,"meshing, simulation",2,Senior
2023,Manufacturing Engineer,"process mapping, cnc, production planning, lean six sigma, kaizen",13.35,604,"production planning, process mapping, cnc",3,Mid
2019,Robotics Automation Engineer,"scada, plc, robotics, motion control",9.67,509,"robotics, scada",2,Senior
2017,Project Engineer,"stakeholder management, risk register, ms project",7.76,813,"ms project, risk register",2,Mid
2016,Manufacturing Engineer,"production planning, kaizen, cnc, lean six sigma",8.02,643,"cnc, lean six sigma, kaizen, production planning, process mapping",5,Fresher
2023,Maintenance Engineer,"cmms, vibration analysis, preventive maintenance, troubleshooting",7.28,888,"vibration analysis, preventive maintenance, cmms, troubleshooting, reliability",5,Fresher
2017,Quality Engineer,"capa, iso standards, spc",4.23,627,"spc, capa, iso standards",3,Senior
2018,Maintenance Engineer,"troubleshooting, vibration analysis, cmms",13.63,594,"vibration analysis, troubleshooting, cmms",3,Senior
2024,Quality Engineer,"metrology, root cause analysis, spc, capa",18.84,630,"metrology, spc, root cause analysis, capa, iso standards",5,Senior
2017,Robotics Automation Engineer,"plc, robotics, safety pl, scada, motion control",7.6,592,"safety pl, robotics",2,Mid
2021,HVAC Engineer,"revit mep, duct design, load calculation, thermodynamics",5.1,687,"thermodynamics, revit mep, duct design, load calculation",4,Senior
2020,Quality Engineer,"spc, root cause analysis, iso standards",21.64,741,"iso standards, root cause analysis, metrology",3,Mid
2024,Quality Engineer,"capa, root cause analysis, iso standards",21.39,658,"root cause analysis, capa, iso standards",3,Mid
2023,HVAC Engineer,"thermodynamics, revit mep, duct design, load calculation, hvac design",13.28,886,"hvac design, revit mep, duct design, thermodynamics, load calculation",5,Senior
2015,Manufacturing Engineer,"production planning, cnc, process mapping",21.92,584,"cnc, process mapping, production planning",3,Senior
2022,Manufacturing Engineer,"kaizen, cnc, production planning, process mapping",16.55,970,"kaizen, cnc",2,Mid
2022,Design Engineer,"solidworks, cad, fea",4.37,446,"solidworks, cad, fea",3,Fresher
2025,Maintenance Engineer,"vibration analysis, preventive maintenance, reliability, troubleshooting, cmms",9.2,742,"reliability, preventive maintenance, troubleshooting, cmms",4,Fresher
2016,Maintenance Engineer,"cmms, preventive maintenance, vibration analysis, reliability",14.39,488,"reliability, vibration analysis",2,Senior
2021,Quality Engineer,"iso standards, metrology, root cause analysis",13.18,1126,"root cause analysis, iso standards",2,Senior
2024,Design Engineer,"mechanical design, cad, gd and t, solidworks, drafting",9.09,894,"solidworks, mechanical design, cad, drafting, gd and t",5,Senior
2021,CAE Engineer,"structural analysis, cfd, ansys, simulation",13.78,1157,"ansys, structural analysis, cfd, simulation",4,Mid
2016,Project Engineer,"ms project, stakeholder management, budgeting",10.33,868,"ms project, stakeholder management, budgeting",3,Senior
2017,Robotics Automation Engineer,"plc, motion control, safety pl",11.03,813,"motion control, safety pl, plc",3,Mid
2016,HVAC Engineer,"hvac design, load calculation, thermodynamics, revit mep",8.49,756,"hvac design, revit mep, thermodynamics, load calculation",4,Fresher
2022,Design Engineer,"drafting, cad, solidworks",16.45,445,"drafting, cad",2,Mid
2017,Manufacturing Engineer,"process mapping, kaizen, lean six sigma, cnc",6.35,682,"kaizen, process mapping, lean six sigma, cnc",4,Senior
2025,CAE Engineer,"meshing, ansys, cfd, simulation, structural analysis",11.8,1060,"structural analysis, ansys",2,Mid
2021,HVAC Engineer,"hvac design, load calculation, duct design, thermodynamics",18.74,632,"duct design, thermodynamics, load calculation, hvac design",4,Mid
2016,Maintenance Engineer,"troubleshooting, reliability, preventive maintenance, vibration analysis",20.74,632,"reliability, preventive maintenance, vibration analysis, troubleshooting, cmms",5,Senior
2020,CAE Engineer,"simulation, meshing, structural analysis",14.04,743,"structural analysis, meshing, simulation, cfd",4,Fresher
2018,Design Engineer,"mechanical design, gd and t, solidworks, drafting",16.31,655,"solidworks, gd and t, mechanical design, drafting",4,Mid
2016,Project Engineer,"risk register, scheduling, ms project, budgeting, stakeholder management",14.7,458,"stakeholder management, risk register, scheduling, ms project",4,Senior
2025,Project Engineer,"stakeholder management, ms project, scheduling, risk register, budgeting",3.76,1049,"budgeting, ms project",2,Fresher
2017,Quality Engineer,"capa, spc, iso standards, root cause analysis, metrology",5.86,992,"iso standards, root cause analysis, spc, metrology, capa",5,Fresher
2018,Manufacturing Engineer,"cnc, production planning, kaizen, lean six sigma",12.66,1098,"production planning, kaizen",2,Fresher
2023,HVAC Engineer,"hvac design, load calculation, thermodynamics, duct design",6.54,811,"hvac design, thermodynamics, duct design, load calculation, revit mep",5,Senior
2023,HVAC Engineer,"duct design, load calculation, hvac design",7.14,653,"load calculation, duct design, hvac design, thermodynamics",4,Mid
2020,Manufacturing Engineer,"kaizen, production planning, process mapping",11.76,503,"process mapping, kaizen, production planning",3,Mid
2025,Quality Engineer,"spc, root cause analysis, metrology, iso standards",14.85,382,"metrology, root cause analysis, spc",3,Mid
2023,CAE Engineer,"simulation, structural analysis, meshing",19.16,830,"meshing, structural analysis",2,Mid
2021,Quality Engineer,"spc, metrology, root cause analysis, capa, iso standards",15.79,1237,"spc, capa",2,Senior
2023,CAE Engineer,"meshing, structural analysis, simulation, ansys",21.38,780,"simulation, structural analysis, meshing, ansys, cfd",5,Senior
2016,Quality Engineer,"spc, root cause analysis, iso standards",6.62,1031,"iso standards, root cause analysis, spc",3,Senior
2024,Manufacturing Engineer,"kaizen, process mapping, lean six sigma",5.96,628,"process mapping, kaizen",2,Senior
2015,CAE Engineer,"ansys, structural analysis, cfd, meshing",5.58,794,"meshing, ansys, cfd, structural analysis",4,Fresher
2021,Robotics Automation Engineer,"scada, motion control, robotics, safety pl, plc",8.32,537,"safety pl, motion control, plc, scada",4,Mid
2019,Design Engineer,"drafting, mechanical design, gd and t, fea, cad, solidworks",19.2,749,"mechanical design, drafting",2,Senior
2016,HVAC Engineer,"thermodynamics, hvac design, duct design, revit mep, load calculation",3.84,757,"load calculation, revit mep",2,Senior
2018,HVAC Engineer,"thermodynamics, hvac design, load calculation, duct design, revit mep",17.11,392,"load calculation, revit mep, thermodynamics",3,Mid
