Year,Job_Name,Required_Skills,Avg_Salary_LPA,Job_Postings,User_Learned_Skills,Skill_Count,Experience_Level
2020,Power Systems Engineer,"relay coordination, short circuit analysis, load flow",19.42,871,"load flow, short circuit analysis",2,Fresher
2020,Renewable Energy Engineer,"solar pv design, grid integration, wind energy",7.08,959,"wind energy, grid integration, solar pv design",3,Senior
2020,Protection Engineer,"relay settings, distance protection, setting study, ct pt sizing, differential protection",16.59,451,"differential protection, ct pt sizing",2,Mid
2016,Protection Engineer,"differential protection, relay settings, distance protection, setting study, ct pt sizing",15.84,750,"distance protection, ct pt sizing, setting study, relay settings, differential protection",5,Senior
2022,Substation Engineer,"grounding, clearance calculation, transformers, switchgear, substation design",15.82,671,"transformers, clearance calculation",2,Mid
2021,Power Systems Engineer,"relay coordination, load flow, etap",8.65,497,"relay coordination, etap, load flow",3,Senior
2020,Power Systems Engineer,"short circuit analysis, load flow, relay coordination",9.5,531,"relay coordination, load flow, short circuit analysis",3,Senior
2023,Substation Engineer,"transformers, switchgear, grounding, clearance calculation, substation design",19.11,757,"clearance calculation, substation design, transformers",3,Senior
2023,Electrical Design Engineer,"load calculation, autocad electrical, nec codes, single line diagram",18.72,861,"autocad electrical, single line diagram",2,Fresher
2024,Electrical Maintenance Engineer,"vfd, preventive maintenance, troubleshooting, motors",5.76,540,"vfd, motors, therography",3,Fresher
2017,Renewable Energy Engineer,"solar pv design, inverters, mppt",9.43,881,"mppt, inverters",2,Mid
2016,Electrical Maintenance Engineer,"preventive maintenance, troubleshooting, motors, vfd, therography",17.88,957,"preventive maintenance, motors, troubleshooting",3,Mid
2022,Electrical Design Engineer,"autocad electrical, nec codes, single line diagram",10.29,761,"autocad electrical, nec codes, single line diagram",3,Fresher
2025,Protection Engineer,"relay settings, ct pt sizing, setting study, distance protection, differential protection",18.02,703,"setting study, differential protection, distance protection",3,Fresher
2025,Protection Engineer,"relay settings, differential protection, ct pt sizing, distance protection, setting study",7.9,656,"setting study, relay settings, ct pt sizing",3,Senior
2016,Control Systems Engineer,"ladder logic, dcs, plc programming, scada, pid tuning",8.96,839,"plc programming, dcs, ladder logic, scada",4,Senior
2025,Substation Engineer,"substation design, grounding, switchgear, clearance calculation, transformers",9.93,753,"grounding, clearance calculation, switchgear, transformers, substation design",5,Mid
2016,Substation Engineer,"switchgear, clearance calculation, grounding, substation design, transformers",6.15,475,"transformers, grounding, switchgear",3,Senior
2022,Substation Engineer,"clearance calculation, transformers, grounding, switchgear, substation design",9.43,488,"substation design, grounding, transformers, clearance calculation",4,Fresher
2022,Substation Engineer,"grounding, clearance calculation, transformers",17.96,849,"grounding, transformers, clearance calculation",3,Senior
2024,Control Systems Engineer,"dcs, plc programming, pid tuning",19.47,530,"plc programming, dcs, pid tuning, scada",4,Mid
2023,Renewable Energy Engineer,"mppt, inverters, wind energy, grid integration",19.07,584,"inverters, grid integration",2,Senior
2021,Substation Engineer,"transformers, switchgear, grounding, substation design",21.87,574,"transformers, grounding, substation design, switchgear",4,Fresher
2023,Power Systems Engineer,"power systems, etap, short circuit analysis, relay coordination",13.56,814,"relay coordination, short circuit analysis",2,Senior
2025,Control Systems Engineer,"ladder logic, dcs, pid tuning",9.26,435,"ladder logic, pid tuning, dcs",3,Fresher
2016,Power Systems Engineer,"load flow, relay coordination, etap",19.53,489,"etap, load flow, relay coordination",3,Senior
2021,Protection Engineer,"relay settings, distance protection, differential protection",10.13,1301,"relay settings, distance protection",2,Senior
2023,Electrical Maintenance Engineer,"troubleshooting, vfd, motors, therography",11.82,614,"motors, therography, troubleshooting, vfd",4,Senior
2018,Renewable Energy Engineer,"solar pv design, grid integration, inverters, mppt",13.54,446,"mppt, solar pv design",2,Fresher
2017,Renewable Energy Engineer,"solar pv design, grid integration, inverters, wind energy",21.07,827,"grid integration, solar pv design, wind energy",3,Fresher
2020,Power Systems Engineer,"short circuit analysis, load flow, relay coordination",10.4,635,"relay coordination, short circuit analysis, load flow, etap",4,Mid
2023,Electrical Design Engineer,"cable sizing, load calculation, nec codes",8.11,540,"cable sizing, load calculation, single line diagram",3,Fresher
2015,Control Systems Engineer,"ladder logic, scada, plc programming, dcs, pid tuning",21.24,819,"dcs, scada, plc programming",3,Mid
2016,Electrical Project Engineer,"electrical estimating, ms project, fat sat, method statement",10.45,1001,"ms project, electrical estimating",2,Mid
2020,Electrical Maintenance Engineer,"therography, preventive maintenance, troubleshooting, vfd",16.65,886,"preventive maintenance, vfd, troubleshooting, therography",4,Mid
2019,Control Systems Engineer,"plc programming, ladder logic, scada",10.83,611,"ladder logic, scada, plc programming",3,Mid
2023,Electrical Project Engineer,"method statement, electrical estimating, commissioning, ms project",11.47,604,"commissioning, electrical estimating",2,Fresher
2022,Electrical Project Engineer,"commissioning, fat sat, electrical estimating, method statement, ms project",15.36,475,"method statement, fat sat, commissioning",3,Senior
2017,Electrical Project Engineer,"fat sat, electrical estimating, ms project, commissioning",15.91,713,"electrical estimating, fat sat",2,Mid
2016,Power Systems Engineer,"etap, relay coordination, power systems, short circuit analysis",7.92,535,"power systems, relay coordination",2,Fresher
2018,Electrical Design Engineer,"load calculation, single line diagram, cable sizing, nec codes",17.67,381,"single line diagram, nec codes, cable sizing, load calculation, autocad electrical",5,Fresher
2017,Electrical Design Engineer,"cable sizing, autocad electrical, load calculation",17.4,407,"cable sizing, load calculation, autocad electrical",3,Fresher
2025,Control Systems Engineer,"ladder logic, dcs, plc programming",19.83,774,"plc programming, ladder logic, dcs",3,Senior
2021,Substation Engineer,"transformers, switchgear, clearance calculation, grounding, substation design",12.17,844,"switchgear, transformers, substation design, clearance calculation",4,Senior
2024,Electrical Maintenance Engineer,"vfd, preventive maintenance, troubleshooting",20.2,508,"preventive maintenance, troubleshooting, vfd",3,Senior
2016,Control Systems Engineer,"scada, ladder logic, plc programming",18.66,653,"scada, ladder logic, plc programming",3,Senior
2018,Electrical Design Engineer,"cable sizing, single line diagram, load calculation",10.09,642,"single line diagram, load calculation, cable sizing, autocad electrical",4,Mid
2021,Electrical Maintenance Engineer,"therography, troubleshooting, motors",7.74,889,"therography, troubleshooting, motors, preventive maintenance",4,Fresher
2023,Power Systems Engineer,"etap, short circuit analysis, load flow, relay coordination, power systems",8.24,776,"etap, load flow, power systems, short circuit analysis, relay coordination",5,Senior
2021,Substation Engineer,"grounding, clearance calculation, switchgear, substation design",7.1,586,"grounding, switchgear, clearance calculation, substation design, transformers",5,Fresher
2019,Renewable Energy Engineer,"solar pv design, mppt, grid integration, wind energy, inverters",6.79,504,"wind energy, solar pv design, mppt",3,Fresher
2018,Electrical Maintenance Engineer,"vfd, motors, therography, troubleshooting, preventive maintenance",15.08,629,"troubleshooting, vfd, therography, motors, preventive maintenance",5,Senior
2019,Protection Engineer,"differential protection, distance protection, setting study, relay settings",11.61,913,"relay settings, distance protection",2,Senior
2018,Electrical Maintenance Engineer,"preventive maintenance, vfd, troubleshooting, therography, motors",19.3,726,"motors, troubleshooting",2,Fresher
2023,Power Systems Engineer,"power systems, short circuit analysis, etap, load flow, relay coordination",19.38,430,"load flow, short circuit analysis",2,Fresher
2025,Electrical Design Engineer,"single line diagram, load calculation, cable sizing, nec codes",12.35,596,"load calculation, single line diagram, cable sizing, nec codes",4,Fresher
2017,Electrical Maintenance Engineer,"motors, vfd, preventive maintenance, troubleshooting",9.02,621,"vfd, troubleshooting, preventive maintenance, motors",4,Senior
2017,Electrical Maintenance Engineer,"motors, preventive maintenance, therography, troubleshooting",18.33,502,"therography, troubleshooting, preventive maintenance, vfd",4,Fresher
2022,Electrical Design Engineer,"nec codes, load calculation, cable sizing",16.03,705,"cable sizing, nec codes, load calculation",3,Mid
2017,Electrical Project Engineer,"fat sat, electrical estimating, commissioning, method statement",14.71,808,"fat sat, commissioning, electrical estimating",3,Fresher
2023,Electrical Project Engineer,"commissioning, method statement, electrical estimating",5.33,774,"commissioning, electrical estimating, method statement",3,Mid
2019,Electrical Design Engineer,"single line diagram, cable sizing, load calculation",6.19,882,"load calculation, single line diagram",2,Fresher
2022,Control Systems Engineer,"pid tuning, dcs, plc programming, scada, ladder logic",12.9,441,"pid tuning, dcs, ladder logic, plc programming, scada",5,Fresher
2018,Electrical Maintenance Engineer,"motors, vfd, therography",11.77,284,"vfd, therography",2,Senior
2019,Electrical Design Engineer,"nec codes, cable sizing, autocad electrical, single line diagram",19.66,621,"nec codes, cable sizing, single line diagram, autocad electrical",4,Mid
2022,Substation Engineer,"switchgear, transformers, clearance calculation, substation design",18.81,755,"substation design, switchgear, clearance calculation, grounding",4,Senior
2021,Electrical Maintenance Engineer,"therography, motors, preventive maintenance, vfd",9.34,710,"preventive maintenance, motors, vfd, therography, troubleshooting",5,Fresher
2024,Electrical Project Engineer,"method statement, commissioning, electrical estimating",21.31,665,"method statement, electrical estimating, commissioning",3,Senior
2025,Electrical Maintenance Engineer,"therography, motors, troubleshooting, preventive maintenance, vfd",13.94,773,"troubleshooting, preventive maintenance, motors",3,Mid
2024,Protection Engineer,"setting study, differential protection, ct pt sizing, relay settings",20.04,238,"differential protection, ct pt sizing, relay settings, setting study",4,Senior
2017,Renewable Energy Engineer,"solar pv design, inverters, wind energy",7.72,738,"solar pv design, inverters",2,Senior
2021,Power Systems Engineer,"short circuit analysis, etap, load flow, power systems, relay coordination",12.25,633,"short circuit analysis, load flow, relay coordination",3,Mid
2023,Substation Engineer,"grounding, clearance calculation, switchgear, transformers, substation design",8.77,892,"switchgear, transformers, substation design, clearance calculation, grounding",5,Fresher
2025,Protection Engineer,"differential protection, setting study, relay settings, ct pt sizing, distance protection",13.73,462,"relay settings, distance protection, setting study",3,Senior
2022,Electrical Project Engineer,"method statement, commissioning, ms project",12.73,435,"method statement, commissioning, ms project",3,Mid
2015,Protection Engineer,"relay settings, differential protection, ct pt sizing, setting study, distance protection",18.6,822,"relay settings, distance protection, setting study",3,Fresher
2016,Electrical Design Engineer,"autocad electrical, nec codes, cable sizing, load calculation, single line diagram",6.59,721,"nec codes, single line diagram, load calculation",3,Senior
2024,Substation Engineer,"switchgear, transformers, substation design, grounding",9.55,611,"transformers, grounding, substation design, switchgear, clearance calculation",5,Senior
2021,Power Systems Engineer,"etap, load flow, power systems",9.01,589,"etap, load flow, power systems",3,Fresher
2016,Power Systems Engineer,"load flow, short circuit analysis, etap, power systems, relay coordination",10.4,706,"short circuit analysis, power systems",2,Mid
2025,Power Systems Engineer,"relay coordination, etap, power systems, short circuit analysis, load flow",11.35,854,"short circuit analysis, etap, power systems, load flow",4,Fresher
2023,Protection Engineer,"relay settings, differential protection, ct pt sizing, distance protection, setting study",5.26,245,"setting study, relay settings, ct pt sizing",3,Mid
2025,Electrical Project Engineer,"ms project, commissioning, electrical estimating",7.65,1114,"electrical estimating, commissioning, ms project, fat sat",4,Fresher
2021,Electrical Project Engineer,"ms project, fat sat, commissioning, electrical estimating, method statement",5.64,959,"method statement, electrical estimating, fat sat, commissioning",4,Mid
2024,Electrical Design Engineer,"autocad electrical, single line diagram, cable sizing",10.72,889,"cable sizing, single line diagram",2,Mid
2017,Control Systems Engineer,"dcs, plc programming, pid tuning, scada",12.24,631,"plc programming, scada",2,Senior
2018,Power Systems Engineer,"load flow, short circuit analysis, etap, power systems",5.19,675,"short circuit analysis, etap, load flow, power systems",4,Senior
2022,Control Systems Engineer,"dcs, pid tuning, plc programming, scada, ladder logic",13.91,806,"dcs, pid tuning",2,Mid
2021,Power Systems Engineer,"power systems, short circuit analysis, etap, load flow",16.91,735,"etap, power systems, short circuit analysis, load flow",4,Fresher
2017,Substation Engineer,"substation design, clearance calculation, switchgear, transformers",10.67,826,"switchgear, clearance calculation, substation design, transformers, grounding",5,Senior
2017,Electrical Project Engineer,"commissioning, electrical estimating, fat sat",9.56,672,"electrical estimating, commissioning",2,Mid
2016,Electrical Design Engineer,"cable sizing, autocad electrical, load calculation",10.83,909,"autocad electrical, load calculation, nec codes",3,Senior
2019,Electrical Maintenance Engineer,"preventive maintenance, motors, troubleshooting, vfd",12.55,621,"vfd, motors, troubleshooting",3,Fresher
2020,Electrical Project Engineer,"commissioning, fat sat, electrical estimating, method statement, ms project",12.51,603,"commissioning, fat sat",2,Fresher
2017,Substation Engineer,"grounding, switchgear, substation design, clearance calculation",8.02,585,"switchgear, substation design, grounding",3,Fresher
2019,Electrical Design Engineer,"load calculation, autocad electrical, single line diagram",6.07,680,"load calculation, autocad electrical, single line diagram, cable sizing",4,Senior
2024,Renewable Energy Engineer,"mppt, wind energy, solar pv design, inverters, grid integration",3.5,574,"mppt, inverters, wind energy, solar pv design, grid integration",5,Senior
2023,Power Systems Engineer,"load flow, relay coordination, short circuit analysis",15.53,820,"load flow, relay coordination, short circuit analysis",3,Mid
2016,Power Systems Engineer,"power systems, etap, short circuit analysis",4.74,593,"short circuit analysis, etap, power systems",3,Senior
2022,Protection Engineer,"setting study, distance protection, differential protection, ct pt sizing",6.08,682,"setting study, ct pt sizing, differential protection, distance protection",4,Mid
2017,Renewable Energy Engineer,"inverters, mppt, solar pv design, grid integration",17.61,753,"inverters, solar pv design",2,Fresher
2022,Protection Engineer,"relay settings, setting study, differential protection",17.35,998,"setting study, differential protection, relay settings",3,Fresher
2023,Substation Engineer,"clearance calculation, transformers, substation design",12.03,424,"clearance calculation, substation design, transformers, grounding",4,Senior
2020,Electrical Maintenance Engineer,"motors, therography, troubleshooting, preventive maintenance",12.44,642,"troubleshooting, preventive maintenance, therography, motors",4,Senior
2015,Renewable Energy Engineer,"wind energy, inverters, solar pv design",14.47,853,"inverters, wind energy, solar pv design, mppt",4,Senior
2016,Power Systems Engineer,"power systems, short circuit analysis, relay coordination, etap",20.15,844,"power systems, etap, relay coordination, short circuit analysis",4,Fresher
2020,Substation Engineer,"transformers, switchgear, clearance calculation",8.51,923,"switchgear, transformers",2,Senior
2023,Electrical Maintenance Engineer,"vfd, therography, motors, troubleshooting",19.12,491,"vfd, therography, motors, troubleshooting",4,Senior
2019,Protection Engineer,"distance protection, relay settings, setting study, ct pt sizing",10.84,807,"relay settings, setting study, ct pt sizing, distance protection",4,Senior
2016,Control Systems Engineer,"scada, dcs, ladder logic, plc programming, pid tuning",11.69,892,"plc programming, pid tuning, scada, ladder logic",4,Fresher
2022,Substation Engineer,"substation design, transformers, switchgear, clearance calculation",12.67,768,"switchgear, transformers, substation design, clearance calculation, grounding",5,Senior
2022,Electrical Maintenance Engineer,"troubleshooting, motors, preventive maintenance, vfd",6.15,636,"vfd, preventive maintenance, troubleshooting, motors, therography",5,Fresher
2017,Electrical Project Engineer,"electrical estimating, ms project, method statement",20.36,1043,"ms project, electrical estimating, method statement",3,Mid
2024,Power Systems Engineer,"etap, power systems, short circuit analysis",19.33,1099,"etap, power systems, short circuit analysis",3,Fresher
2019,Electrical Design Engineer,"load calculation, nec codes, single line diagram",12.74,631,"single line diagram, load calculation",2,Mid
2024,Electrical Maintenance Engineer,"vfd, motors, preventive maintenance, therography",10.34,525,"therography, preventive maintenance, vfd",3,Mid
2022,Renewable Energy Engineer,"mppt, inverters, solar pv design, wind energy, grid integration",7.53,1069,"inverters, solar pv design",2,Fresher
2023,Electrical Maintenance Engineer,"troubleshooting, therography, preventive maintenance, vfd",15.06,1045,"vfd, troubleshooting, preventive maintenance, therography",4,Senior
2018,Electrical Maintenance Engineer,"troubleshooting, vfd, therography, preventive maintenance",8.54,610,"preventive maintenance, vfd, troubleshooting, therography, motors",5,Senior
2016,Electrical Maintenance Engineer,"troubleshooting, therography, vfd, motors",6.59,561,"vfd, motors",2,Mid
2017,Electrical Project Engineer,"electrical estimating, fat sat, method statement, ms project",5.28,430,"ms project, fat sat",2,Senior
2016,Renewable Energy Engineer,"inverters, mppt, grid integration",21.95,357,"mppt, inverters, grid integration",3,Fresher
2016,Protection Engineer,"distance protection, ct pt sizing, setting study, relay settings",15.44,1060,"setting study, ct pt sizing, relay settings, distance protection, differential protection",5,Fresher
2021,Electrical Design Engineer,"autocad electrical, single line diagram, cable sizing, nec codes",18.79,340,"single line diagram, cable sizing",2,Fresher
2021,Substation Engineer,"clearance calculation, transformers, switchgear, grounding",16.29,713,"grounding, clearance calculation, switchgear, transformers",4,Senior
2021,Electrical Maintenance Engineer,"troubleshooting, preventive maintenance, motors, vfd, therography",5.37,353,"vfd, troubleshooting",2,Fresher
2020,Renewable Energy Engineer,"mppt, solar pv design, wind energy",12.12,600,"mppt, solar pv design, wind energy",3,Fresher
2024,Renewable Energy Engineer,"mppt, wind energy, solar pv design",3.92,608,"wind energy, solar pv design, mppt",3,Mid
2024,Electrical Design Engineer,"load calculation, autocad electrical, nec codes, cable sizing, single line diagram",3.79,558,"cable sizing, autocad electrical, load calculation, single line diagram",4,Senior
2020,Electrical Maintenance Engineer,"preventive maintenance, therography, motors, vfd, troubleshooting",13.85,772,"motors, preventive maintenance, vfd",3,Senior
2020,Electrical Maintenance Engineer,"vfd, therography, motors",5.18,465,"motors, vfd, therography, preventive maintenance",4,Mid
2023,Renewable Energy Engineer,"wind energy, solar pv design, inverters, grid integration, mppt",21.16,546,"wind energy, inverters",2,Mid
2018,Control Systems Engineer,"ladder logic, plc programming, dcs, scada",18.61,842,"scada, ladder logic, plc programming, pid tuning",4,Mid
2022,Renewable Energy Engineer,"mppt, wind energy, inverters",10.38,689,"wind energy, inverters",2,Fresher
2023,Substation Engineer,"grounding, transformers, clearance calculation, substation design, switchgear",7.34,758,"switchgear, grounding, substation design",3,Fresher
2015,Substation Engineer,"grounding, clearance calculation, substation design, switchgear",10.07,485,"clearance calculation, grounding, switchgear",3,Fresher
2023,Protection Engineer,"distance protection, differential protection, relay settings, ct pt sizing, setting study",17.53,640,"distance protection, ct pt sizing",2,Fresher
2019,Control Systems Engineer,"pid tuning, dcs, ladder logic, plc programming",17.53,570,"dcs, ladder logic, plc programming, pid tuning",4,Senior
2017,Power Systems Engineer,"relay coordination, short circuit analysis, power systems",20.96,748,"short circuit analysis, power systems, relay coordination, load flow",4,Fresher
2025,Renewable Energy Engineer,"mppt, solar pv design, grid integration, wind energy",13.98,893,"wind energy, solar pv design",2,Senior
2018,Control Systems Engineer,"ladder logic, plc programming, dcs, scada",15.76,673,"plc programming, scada",2,Mid
2024,Protection Engineer,"setting study, relay settings, differential protection, distance protection, ct pt sizing",17.14,437,"ct pt sizing, relay settings, setting study",3,Mid
2017,Power Systems Engineer,"short circuit analysis, etap, load flow, power systems",6.96,1079,"power systems, etap, load flow, short circuit analysis",4,Fresher
2019,Protection Engineer,"setting study, differential protection, distance protection, relay settings, ct pt sizing",12.73,783,"setting study, distance protection, differential protection",3,Mid
2019,Power Systems Engineer,"short circuit analysis, etap, load flow",20.63,580,"etap, short circuit analysis, load flow, power systems",4,Mid
2023,Electrical Maintenance Engineer,"troubleshooting, preventive maintenance, motors, vfd, therography",16.62,435,"vfd, motors, preventive maintenance, therography",4,Fresher
2016,Power Systems Engineer,"power systems, load flow, relay coordination, short circuit analysis, etap",10.29,546,"relay coordination, power systems, etap, short circuit analysis",4,Mid
2021,Power Systems Engineer,"power systems, etap, short circuit analysis, load flow, relay coordination",18.99,690,"load flow, etap, short circuit analysis",3,Mid
2019,Protection Engineer,"distance protection, differential protection, relay settings",9.93,702,"relay settings, differential protection, distance protection",3,Mid
2019,Substation Engineer,"grounding, clearance calculation, switchgear, transformers",20.12,669,"switchgear, grounding",2,Mid
2020,Electrical Maintenance Engineer,"therography, troubleshooting, motors, vfd, preventive maintenance",10.22,684,"vfd, troubleshooting",2,Mid
2019,Power Systems Engineer,"short circuit analysis, etap, load flow, relay coordination",4.9,529,"short circuit analysis, etap, relay coordination, load flow",4,Mid
2016,Renewable Energy Engineer,"inverters, solar pv design, wind energy, mppt, grid integration",9.34,745,"solar pv design, wind energy, grid integration, mppt, inverters",5,Fresher
2023,Renewable Energy Engineer,"wind energy, solar pv design, mppt, grid integration",17.81,598,"grid integration, wind energy, solar pv design, mppt, inverters",5,Mid
2024,Substation Engineer,"clearance calculation, grounding, switchgear, substation design",13.4,965,"substation design, grounding, switchgear",3,Mid
2023,Electrical Project Engineer,"electrical estimating, method statement, ms project, commissioning",10.81,758,"ms project, method statement, electrical estimating, commissioning",4,Fresher
2018,Electrical Maintenance Engineer,"troubleshooting, vfd, therography, preventive maintenance",7.59,538,"preventive maintenance, vfd, troubleshooting",3,Mid
2018,Electrical Design Engineer,"single line diagram, nec codes, cable sizing, autocad electrical",5.03,450,"cable sizing, autocad electrical, single line diagram, nec codes",4,Fresher
2018,Control Systems Engineer,"scada, pid tuning, ladder logic, dcs, plc programming",7.43,648,"ladder logic, dcs",2,Senior
2021,Control Systems Engineer,"plc programming, pid tuning, scada, dcs",14.44,437,"scada, pid tuning, plc programming, dcs",4,Mid
2022,Electrical Project Engineer,"ms project, method statement, electrical estimating, fat sat, commissioning",14.13,602,"ms project, method statement, electrical estimating, commissioning",4,Senior
2023,Electrical Maintenance Engineer,"preventive maintenance, troubleshooting, therography, vfd, motors",20.05,799,"therography, troubleshooting, preventive maintenance",3,Senior
2015,Control Systems Engineer,"pid tuning, plc programming, dcs",14.07,716,"pid tuning, dcs",2,Fresher
2015,Power Systems Engineer,"etap, power systems, load flow, relay coordination",8.06,681,"load flow, relay coordination, power systems, short circuit analysis",4,Mid
2023,Electrical Design Engineer,"single line diagram, load calculation, cable sizing",9.56,340,"load calculation, single line diagram",2,Mid
2024,Electrical Design Engineer,"nec codes, load calculation, autocad electrical, single line diagram",16.28,887,"load calculation, single line diagram, autocad electrical",3,Fresher
2020,Electrical Maintenance Engineer,"troubleshooting, motors, preventive maintenance, therography, vfd",18.28,571,"vfd, preventive maintenance, therography, motors",4,Fresher
2023,Protection Engineer,"differential protection, ct pt sizing, distance protection",19.8,776,"ct pt sizing, differential protection, relay settings",3,Senior
2019,Electrical Design Engineer,"cable sizing, single line diagram, load calculation, nec codes",4.37,1079,"single line diagram, nec codes, load calculation, cable sizing, autocad electrical",5,Fresher
2017,Electrical Design Engineer,"nec codes, single line diagram, load calculation, cable sizing",15.33,874,"nec codes, load calculation, single line diagram, cable sizing, autocad electrical",5,Fresher
2019,Renewable Energy Engineer,"wind energy, grid integration, mppt, solar pv design, inverters",8.89,691,"wind energy, grid integration, mppt, solar pv design",4,Mid
2016,Protection Engineer,"differential protection, relay settings, distance protection, setting study, ct pt sizing",17.87,747,"ct pt sizing, differential protection, setting study",3,Mid
2016,Electrical Project Engineer,"method statement, ms project, electrical estimating",15.12,641,"method statement, electrical estimating, ms project",3,Senior
2020,Control Systems Engineer,"scada, dcs, plc programming, pid tuning",4.18,875,"dcs, plc programming, ladder logic",3,Mid
2017,Protection Engineer,"ct pt sizing, setting study, relay settings, distance protection, differential protection",13.41,754,"relay settings, differential protection, setting study, distance protection, ct pt sizing",5,Senior
2025,Power Systems Engineer,"relay coordination, short circuit analysis, etap, load flow",17.43,389,"load flow, short circuit analysis",2,Fresher
2023,Control Systems Engineer,"pid tuning, plc programming, dcs, ladder logic",14.99,623,"pid tuning, plc programming, dcs, ladder logic",4,Senior
2015,Renewable Energy Engineer,"grid integration, solar pv design, wind energy, inverters, mppt",14.96,688,"inverters, solar pv design",2,Mid
2024,Electrical Maintenance Engineer,"preventive maintenance, motors, troubleshooting",15.16,730,"preventive maintenance, motors, troubleshooting, therography",4,Mid
2017,Electrical Project Engineer,"method statement, fat sat, electrical estimating, commissioning",6.48,909,"method statement, commissioning, fat sat, electrical estimating, ms project",5,Fresher
2020,Control Systems Engineer,"plc programming, pid tuning, ladder logic, dcs",14.62,964,"dcs, pid tuning, ladder logic, plc programming",4,Senior
2024,Renewable Energy Engineer,"inverters, wind energy, solar pv design, mppt",12.68,929,"mppt, wind energy",2,Fresher
2020,Electrical Project Engineer,"ms project, commissioning, method statement",4.56,590,"ms project, commissioning, electrical estimating",3,Fresher
2025,Renewable Energy Engineer,"inverters, solar pv design, grid integration",17.4,770,"inverters, solar pv design, grid integration",3,Mid
2023,Electrical Maintenance Engineer,"motors, preventive maintenance, troubleshooting, therography",4.93,774,"troubleshooting, therography, motors, preventive maintenance, vfd",5,Mid
2017,Renewable Energy Engineer,"mppt, wind energy, solar pv design",7.93,802,"wind energy, solar pv design",2,Fresher
2024,Electrical Design Engineer,"autocad electrical, load calculation, cable sizing, single line diagram",12.76,834,"load calculation, single line diagram, cable sizing, autocad electrical",4,Mid
2019,Electrical Project Engineer,"method statement, electrical estimating, ms project, commissioning, fat sat",5.17,915,"method statement, electrical estimating, fat sat, ms project",4,Mid
2025,Control Systems Engineer,"plc programming, ladder logic, pid tuning, dcs, scada",16.37,572,"dcs, scada, ladder logic, plc programming",4,Mid
2019,Control Systems Engineer,"plc programming, ladder logic, dcs, pid tuning, scada",17.27,978,"plc programming, pid tuning, dcs, scada",4,Fresher
2023,Protection Engineer,"distance protection, relay settings, ct pt sizing, differential protection",11.25,635,"ct pt sizing, differential protection, distance protection, relay settings, setting study",5,Fresher
2019,Power Systems Engineer,"power systems, load flow, etap",4.58,919,"etap, power systems, load flow",3,Mid
2021,Protection Engineer,"distance protection, setting study, differential protection, ct pt sizing, relay settings",6.47,608,"differential protection, setting study, relay settings, distance protection",4,Mid
2023,Electrical Maintenance Engineer,"therography, motors, troubleshooting, vfd, preventive maintenance",18.32,841,"preventive maintenance, therography, motors",3,Fresher
2025,Power Systems Engineer,"power systems, etap, short circuit analysis",8.31,710,"power systems, short circuit analysis, etap, relay coordination",4,Fresher
2018,Protection Engineer,"ct pt sizing, differential protection, relay settings, distance protection, setting study",4.81,700,"differential protection, relay settings, distance protection",3,Mid
2017,Control Systems Engineer,"ladder logic, pid tuning, dcs, scada, plc programming",6.58,914,"pid tuning, ladder logic, plc programming",3,Senior
2021,Electrical Maintenance Engineer,"preventive maintenance, motors, therography",18.93,1093,"preventive maintenance, therography, motors, troubleshooting",4,Mid
2020,Renewable Energy Engineer,"wind energy, mppt, inverters, solar pv design, grid integration",10.0,640,"solar pv design, wind energy, mppt, inverters, grid integration",5,Mid
2017,Protection Engineer,"distance protection, setting study, differential protection, relay settings",14.69,703,"differential protection, distance protection, relay settings, setting study",4,Mid
2020,Electrical Maintenance Engineer,"vfd, motors, therography, preventive maintenance",16.98,794,"vfd, therography, motors, preventive maintenance",4,Mid
2015,Protection Engineer,"distance protection, relay settings, differential protection, setting study, ct pt sizing",8.79,657,"relay settings, distance protection, differential protection, ct pt sizing, setting study",5,Fresher
2016,Electrical Maintenance Engineer,"preventive maintenance, motors, vfd",20.43,527,"motors, preventive maintenance, vfd, troubleshooting",4,Fresher
2021,Substation Engineer,"transformers, clearance calculation, switchgear",10.46,611,"switchgear, transformers, clearance calculation",3,Fresher
2016,Control Systems Engineer,"scada, ladder logic, pid tuning, plc programming, dcs",11.41,575,"dcs, scada, plc programming, pid tuning, ladder logic",5,Fresher
2025,Protection Engineer,"ct pt sizing, relay settings, setting study, distance protection, differential protection",6.07,486,"differential protection, relay settings, setting study, distance protection",4,Senior
2025,Control Systems Engineer,"pid tuning, dcs, plc programming, ladder logic, scada",7.01,612,"ladder logic, pid tuning",2,Senior
2020,Electrical Design Engineer,"load calculation, cable sizing, single line diagram, nec codes",12.58,588,"nec codes, single line diagram, cable sizing, load calculation",4,Mid
2021,Electrical Project Engineer,"commissioning, ms project, fat sat, method statement, electrical estimating",4.54,317,"fat sat, ms project, commissioning, electrical estimating",4,Senior
2022,Renewable Energy Engineer,"grid integration, wind energy, solar pv design, mppt",13.97,984,"wind energy, solar pv design, mppt, grid integration",4,Senior
2017,Electrical Project Engineer,"commissioning, electrical estimating, fat sat, method statement, ms project",6.38,828,"electrical estimating, fat sat, method statement",3,Fresher
2022,Electrical Design Engineer,"autocad electrical, load calculation, cable sizing, single line diagram",3.92,266,"load calculation, cable sizing, single line diagram",3,Mid
