Year,Job_Name,Required_Skills,Avg_Salary_LPA,Job_Postings,User_Learned_Skills,Skill_Count,Experience_Level
2020,Investment Banker,"due diligence, valuation, pitch books, m and a, excel advanced",7.76,562,"due diligence, excel advanced",2,Fresher
2025,Financial Controller,"management accounting, internal controls, budgeting, consolidation, erp finance",3.92,741,"internal controls, management accounting, budgeting",3,Fresher
2019,Risk Analyst,"credit risk, var, risk reporting, stress testing",12.02,498,"var, stress testing, credit risk, risk reporting",4,Mid
2017,Financial Analyst,"forecasting, financial modeling, excel, variance analysis, dashboards",8.43,555,"variance analysis, dashboards, excel, forecasting",4,Fresher
2017,Risk Analyst,"risk reporting, credit risk, stress testing",20.79,796,"credit risk, stress testing, risk reporting, basel norms",4,Senior
2025,Credit Analyst,"cash flow analysis, credit memo, covenants, financial ratios",15.19,831,"covenants, credit memo, cash flow analysis",3,Mid
2016,Risk Analyst,"credit risk, basel norms, stress testing",4.11,826,"basel norms, stress testing, credit risk",3,Fresher
2015,Credit Analyst,"credit memo, covenants, cash flow analysis",4.9,1018,"cash flow analysis, credit memo, covenants",3,Fresher
2017,Credit Analyst,"cash flow analysis, credit memo, industry research",20.1,1053,"credit memo, industry research, cash flow analysis",3,Fresher
2020,Tax Consultant,"litigation support, transfer pricing, tax planning, gst, income tax",17.15,728,"litigation support, gst",2,Senior
2025,Credit Analyst,"financial ratios, credit memo, industry research, cash flow analysis",5.41,601,"financial ratios, credit memo",2,Fresher
2022,Financial Analyst,"financial modeling, dashboards, excel, forecasting, variance analysis",9.41,587,"forecasting, financial modeling, dashboards, variance analysis, excel",5,Fresher
2017,Financial Analyst,"dashboards, forecasting, variance analysis, financial modeling, excel",4.4,821,"dashboards, forecasting",2,Fresher
2016,Investment Banker,"excel advanced, m and a, pitch books",6.08,210,"excel advanced, m and a",2,Fresher
2019,Financial Controller,"consolidation, budgeting, internal controls",3.56,536,"budgeting, consolidation, internal controls",3,Mid
2020,Tax Consultant,"tax planning, transfer pricing, litigation support, income tax",8.55,932,"income tax, transfer pricing, gst",3,Fresher
2025,Risk Analyst,"var, credit risk, risk reporting, stress testing, basel norms",5.96,564,"risk reporting, var, credit risk",3,Senior
2025,Financial Controller,"internal controls, management accounting, erp finance, consolidation, budgeting",13.85,359,"erp finance, budgeting",2,Senior
2020,Credit Analyst,"financial ratios, covenants, cash flow analysis",5.22,556,"financial ratios, cash flow analysis, covenants",3,Mid
2019,Financial Analyst,"financial modeling, forecasting, dashboards, variance analysis",16.47,594,"forecasting, financial modeling",2,Senior
2015,Credit Analyst,"credit memo, financial ratios, covenants, industry research, cash flow analysis",16.71,908,"industry research, cash flow analysis",2,Senior
2019,Credit Analyst,"financial ratios, industry research, cash flow analysis",16.07,655,"industry research, cash flow analysis, financial ratios",3,Senior
2016,Chartered Accountant,"auditing, financial statements, ind as, internal audit",14.93,954,"financial statements, ind as, auditing, internal audit",4,Fresher
2019,Financial Controller,"consolidation, internal controls, management accounting, erp finance, budgeting",20.37,727,"consolidation, budgeting, management accounting",3,Senior
2016,Investment Banker,"valuation, excel advanced, pitch books, m and a",18.09,806,"m and a, valuation",2,Senior
2024,Investment Banker,"pitch books, due diligence, valuation, m and a",17.37,496,"m and a, due diligence, valuation, pitch books",4,Mid
2020,Tax Consultant,"litigation support, transfer pricing, tax planning, gst, income tax",4.75,785,"income tax, gst, tax planning, transfer pricing, litigation support",5,Senior
2022,Chartered Accountant,"auditing, ind as, financial statements, tax compliance",4.1,642,"ind as, auditing, financial statements",3,Mid
2018,Financial Controller,"internal controls, budgeting, erp finance, consolidation, management accounting",17.99,880,"erp finance, internal controls, budgeting",3,Fresher
2016,Investment Banker,"valuation, due diligence, pitch books",7.19,658,"pitch books, due diligence, valuation, excel advanced",4,Mid
2017,Chartered Accountant,"ind as, financial statements, tax compliance",4.92,770,"ind as, tax compliance, financial statements",3,Mid
2015,Tax Consultant,"income tax, litigation support, transfer pricing, gst",16.22,737,"gst, transfer pricing, litigation support",3,Fresher
2025,Financial Analyst,"financial modeling, variance analysis, forecasting",20.58,636,"variance analysis, financial modeling, forecasting",3,Senior
2024,Financial Analyst,"dashboards, financial modeling, excel",19.04,591,"excel, dashboards, financial modeling",3,Fresher
2025,Tax Consultant,"income tax, transfer pricing, litigation support, gst, tax planning",12.55,426,"litigation support, transfer pricing, gst, income tax",4,Fresher
2016,Tax Consultant,"tax planning, litigation support, gst, income tax, transfer pricing",13.72,531,"income tax, litigation support, transfer pricing, gst",4,Mid
2016,Tax Consultant,"litigation support, tax planning, gst, income tax",8.56,774,"tax planning, litigation support, gst, income tax, transfer pricing",5,Mid
2022,Tax Consultant,"income tax, litigation support, tax planning, gst, transfer pricing",18.45,476,"transfer pricing, gst",2,Senior
2018,Portfolio Manager,"performance attribution, fixed income, equity research, asset allocation, bloomberg",9.68,660,"asset allocation, fixed income, performance attribution, equity research, bloomberg",5,Fresher
2017,Tax Consultant,"litigation support, gst, transfer pricing, income tax",5.14,417,"transfer pricing, litigation support, gst",3,Senior
2025,Investment Banker,"excel advanced, due diligence, pitch books",12.27,526,"pitch books, due diligence, excel advanced, m and a",4,Senior
2016,Investment Banker,"pitch books, due diligence, valuation, m and a, excel advanced",4.32,643,"excel advanced, m and a, valuation, due diligence, pitch books",5,Fresher
2019,Financial Controller,"management accounting, budgeting, internal controls",6.27,929,"management accounting, internal controls, budgeting",3,Mid
2021,Financial Analyst,"excel, variance analysis, dashboards, financial modeling, forecasting",16.62,778,"excel, variance analysis, dashboards, financial modeling",4,Fresher
2016,Financial Controller,"erp finance, consolidation, budgeting",15.36,1175,"erp finance, budgeting, consolidation",3,Mid
2022,Tax Consultant,"litigation support, tax planning, transfer pricing, gst",21.56,394,"tax planning, litigation support, transfer pricing, gst",4,Fresher
2018,Portfolio Manager,"performance attribution, bloomberg, fixed income",17.88,592,"performance attribution, bloomberg, fixed income",3,Senior
2024,Chartered Accountant,"financial statements, ind as, internal audit, auditing, tax compliance",19.73,1281,"financial statements, internal audit",2,Fresher
2017,Credit Analyst,"financial ratios, cash flow analysis, industry research, covenants, credit memo",16.18,476,"cash flow analysis, covenants, credit memo, industry research, financial ratios",5,Fresher
2015,Investment Banker,"excel advanced, valuation, due diligence, pitch books",21.59,952,"excel advanced, due diligence, valuation, pitch books",4,Fresher
2021,Tax Consultant,"litigation support, gst, transfer pricing, tax planning",5.52,793,"litigation support, transfer pricing, gst, tax planning",4,Senior
2024,Portfolio Manager,"bloomberg, fixed income, asset allocation, equity research",4.32,395,"equity research, bloomberg, asset allocation, fixed income",4,Mid
2025,Financial Controller,"internal controls, management accounting, consolidation, budgeting",21.33,1194,"consolidation, management accounting, budgeting",3,Senior
2024,Financial Controller,"erp finance, internal controls, management accounting, consolidation",4.46,629,"management accounting, erp finance, consolidation",3,Fresher
2025,Investment Banker,"valuation, m and a, pitch books, excel advanced, due diligence",21.77,655,"m and a, excel advanced, valuation",3,Senior
2023,Portfolio Manager,"bloomberg, fixed income, equity research",6.65,635,"bloomberg, fixed income, equity research",3,Mid
2018,Credit Analyst,"credit memo, cash flow analysis, industry research",4.31,623,"credit memo, cash flow analysis, industry research, financial ratios",4,Mid
2015,Credit Analyst,"credit memo, financial ratios, covenants, cash flow analysis",4.17,415,"financial ratios, credit memo, covenants",3,Senior
2020,Tax Consultant,"tax planning, gst, litigation support, income tax",11.1,688,"tax planning, gst, litigation support, transfer pricing",4,Mid
2018,Tax Consultant,"income tax, litigation support, tax planning, gst, transfer pricing",11.8,948,"income tax, litigation support, transfer pricing",3,Senior
2016,Risk Analyst,"stress testing, basel norms, var, credit risk, risk reporting",7.59,476,"stress testing, risk reporting, credit risk",3,Mid
2019,Chartered Accountant,"tax compliance, internal audit, ind as",7.18,1185,"ind as, internal audit, tax compliance, auditing",4,Mid
2020,Financial Analyst,"forecasting, variance analysis, financial modeling, dashboards",12.69,665,"dashboards, variance analysis, forecasting",3,Senior
2021,Investment Banker,"m and a, due diligence, excel advanced",10.5,348,"excel advanced, m and a",2,Mid
2015,Financial Analyst,"financial modeling, variance analysis, excel, forecasting",16.93,921,"excel, variance analysis",2,Fresher
2015,Tax Consultant,"gst, tax planning, litigation support, transfer pricing",13.91,368,"transfer pricing, gst, litigation support",3,Fresher
2023,Chartered Accountant,"internal audit, tax compliance, auditing, ind as, financial statements",6.16,367,"tax compliance, auditing",2,Senior
2024,Chartered Accountant,"financial statements, ind as, internal audit, tax compliance",6.98,467,"financial statements, ind as",2,Mid
2023,Financial Analyst,"excel, dashboards, forecasting, financial modeling",10.99,502,"dashboards, financial modeling, excel, forecasting",4,Fresher
2019,Chartered Accountant,"ind as, internal audit, auditing, tax compliance, financial statements",8.69,672,"auditing, internal audit, tax compliance",3,Senior
2015,Financial Controller,"internal controls, management accounting, consolidation",15.01,276,"consolidation, internal controls, management accounting, budgeting",4,Senior
2017,Financial Controller,"management accounting, erp finance, budgeting",6.31,554,"budgeting, management accounting, erp finance, internal controls",4,Senior
2024,Chartered Accountant,"tax compliance, financial statements, ind as, auditing",6.26,1057,"tax compliance, auditing, financial statements, ind as, internal audit",5,Fresher
2019,Portfolio Manager,"asset allocation, fixed income, equity research, bloomberg, performance attribution",4.04,822,"performance attribution, fixed income, equity research, asset allocation",4,Mid
2025,Tax Consultant,"transfer pricing, tax planning, litigation support",5.65,621,"tax planning, litigation support, income tax",3,Fresher
2017,Credit Analyst,"industry research, cash flow analysis, covenants",16.73,197,"cash flow analysis, industry research, covenants, financial ratios",4,Fresher
2015,Investment Banker,"pitch books, m and a, due diligence, excel advanced, valuation",7.31,611,"m and a, due diligence, excel advanced, valuation, pitch books",5,Fresher
2015,Tax Consultant,"litigation support, tax planning, income tax, gst",16.8,557,"income tax, gst",2,Fresher
2019,Investment Banker,"excel advanced, due diligence, m and a, pitch books",9.65,657,"due diligence, m and a, pitch books, excel advanced",4,Fresher
2025,Credit Analyst,"cash flow analysis, industry research, covenants, credit memo",18.44,836,"industry research, covenants",2,Fresher
2018,Financial Controller,"budgeting, internal controls, management accounting, erp finance, consolidation",18.1,1139,"management accounting, internal controls",2,Fresher
2019,Portfolio Manager,"bloomberg, performance attribution, fixed income, equity research",19.01,698,"performance attribution, equity research, fixed income, bloomberg",4,Fresher
2015,Financial Analyst,"dashboards, excel, financial modeling, variance analysis",18.95,538,"excel, dashboards",2,Mid
2024,Financial Analyst,"excel, financial modeling, forecasting",19.21,600,"excel, forecasting",2,Fresher
2017,Financial Analyst,"excel, forecasting, variance analysis",10.2,739,"variance analysis, forecasting, excel, financial modeling",4,Mid
2020,Portfolio Manager,"performance attribution, fixed income, equity research, asset allocation",9.29,631,"equity research, asset allocation, performance attribution",3,Senior
2020,Portfolio Manager,"performance attribution, equity research, asset allocation, fixed income",8.72,708,"performance attribution, fixed income, asset allocation, equity research",4,Fresher
2016,Tax Consultant,"income tax, gst, litigation support, tax planning",20.17,895,"litigation support, tax planning, income tax, gst, transfer pricing",5,Mid
2019,Financial Controller,"consolidation, management accounting, budgeting, erp finance, internal controls",9.82,677,"management accounting, budgeting, consolidation, internal controls",4,Mid
2016,Credit Analyst,"credit memo, covenants, cash flow analysis, financial ratios, industry research",21.77,832,"industry research, credit memo, financial ratios, cash flow analysis",4,Fresher
2025,Portfolio Manager,"asset allocation, fixed income, bloomberg, performance attribution, equity research",6.98,714,"fixed income, bloomberg, asset allocation, performance attribution, equity research",5,Senior
2016,Portfolio Manager,"performance attribution, equity research, bloomberg, asset allocation",15.13,988,"bloomberg, asset allocation, equity research, performance attribution",4,Mid
2020,Portfolio Manager,"equity research, bloomberg, performance attribution, asset allocation",8.9,811,"asset allocation, bloomberg",2,Mid
2024,Portfolio Manager,"equity research, bloomberg, fixed income",8.68,586,"fixed income, equity research, bloomberg, performance attribution",4,Mid
2025,Credit Analyst,"covenants, industry research, cash flow analysis",19.1,727,"covenants, industry research, cash flow analysis",3,Fresher
2018,Risk Analyst,"stress testing, var, risk reporting, basel norms, credit risk",9.77,760,"stress testing, var",2,Senior
2021,Risk Analyst,"credit risk, risk reporting, var, stress testing, basel norms",16.74,449,"basel norms, risk reporting, stress testing, var, credit risk",5,Fresher
2017,Investment Banker,"m and a, due diligence, valuation, pitch books, excel advanced",7.67,639,"valuation, excel advanced, pitch books, due diligence, m and a",5,Mid
2021,Investment Banker,"valuation, due diligence, excel advanced, pitch books, m and a",16.74,1058,"m and a, pitch books, excel advanced, valuation, due diligence",5,Senior
2018,Investment Banker,"due diligence, valuation, pitch books, excel advanced, m and a",16.07,602,"valuation, pitch books, due diligence, m and a",4,Senior
2017,Tax Consultant,"gst, tax planning, income tax, transfer pricing",11.76,735,"income tax, tax planning, litigation support",3,Senior
2019,Chartered Accountant,"auditing, financial statements, tax compliance, internal audit, ind as",12.44,479,"internal audit, financial statements, tax compliance",3,Senior
2025,Tax Consultant,"income tax, litigation support, gst",17.34,753,"gst, income tax, litigation support",3,Fresher
2025,Risk Analyst,"basel norms, var, risk reporting, credit risk, stress testing",9.15,915,"var, credit risk",2,Senior
2016,Investment Banker,"due diligence, valuation, m and a",11.49,761,"due diligence, m and a, valuation, pitch books",4,Mid
2024,Financial Analyst,"forecasting, excel, dashboards, variance analysis",18.93,759,"dashboards, variance analysis, excel",3,Senior
2021,Financial Controller,"internal controls, consolidation, management accounting, budgeting, erp finance",4.41,856,"consolidation, management accounting, budgeting, erp finance",4,Mid
2016,Credit Analyst,"covenants, cash flow analysis, credit memo, financial ratios",6.5,987,"covenants, cash flow analysis, credit memo, financial ratios",4,Mid
2025,Financial Analyst,"variance analysis, financial modeling, dashboards, forecasting",7.74,634,"dashboards, financial modeling, forecasting, variance analysis",4,Fresher
2015,Credit Analyst,"industry research, cash flow analysis, covenants, credit memo",9.66,613,"covenants, industry research, credit memo",3,Mid
2021,Investment Banker,"m and a, excel advanced, due diligence, valuation",13.26,735,"m and a, excel advanced, due diligence, valuation",4,Fresher
2023,Financial Controller,"budgeting, erp finance, consolidation, management accounting",14.4,986,"management accounting, budgeting, erp finance, consolidation",4,Mid
2019,Financial Controller,"consolidation, internal controls, management accounting, budgeting, erp finance",4.61,513,"erp finance, internal controls, budgeting, consolidation, management accounting",5,Fresher
2016,Portfolio Manager,"fixed income, equity research, bloomberg, performance attribution, asset allocation",13.59,861,"asset allocation, fixed income, bloomberg",3,Senior
2017,Risk Analyst,"stress testing, risk reporting, credit risk, basel norms, var",13.71,759,"credit risk, basel norms, stress testing, var",4,Senior
2020,Risk Analyst,"credit risk, stress testing, basel norms, var",12.79,694,"stress testing, credit risk, basel norms",3,Mid
2019,Financial Analyst,"variance analysis, forecasting, excel, dashboards, financial modeling",15.14,426,"dashboards, excel, forecasting, variance analysis, financial modeling",5,Senior
2015,Tax Consultant,"transfer pricing, tax planning, gst, income tax, litigation support",20.14,597,"income tax, tax planning",2,Senior
2023,Financial Analyst,"excel, financial modeling, forecasting, variance analysis, dashboards",9.73,746,"forecasting, dashboards, variance analysis, financial modeling, excel",5,Fresher
2023,Risk Analyst,"credit risk, basel norms, stress testing, risk reporting, var",4.58,690,"basel norms, var",2,Fresher
2019,Financial Controller,"internal controls, erp finance, consolidation, management accounting",7.97,967,"internal controls, consolidation, erp finance",3,Mid
2025,Risk Analyst,"credit risk, basel norms, var, risk reporting, stress testing",21.17,1027,"var, risk reporting, basel norms",3,Fresher
2024,Credit Analyst,"covenants, cash flow analysis, industry research, financial ratios",12.31,1055,"covenants, cash flow analysis, industry research, financial ratios, credit memo",5,Mid
2015,Tax Consultant,"litigation support, tax planning, gst, income tax",9.53,528,"litigation support, gst, tax planning",3,Fresher
2023,Tax Consultant,"gst, litigation support, tax planning, income tax",9.41,490,"tax planning, gst, income tax, litigation support, transfer pricing",5,Mid
2020,Chartered Accountant,"internal audit, tax compliance, auditing, ind as, financial statements",5.43,524,"financial statements, internal audit",2,Fresher
2023,Financial Controller,"management accounting, consolidation, budgeting, internal controls, erp finance",12.53,1120,"management accounting, budgeting, consolidation, internal controls",4,Mid
2022,Credit Analyst,"industry research, financial ratios, credit memo, cash flow analysis, covenants",14.11,653,"covenants, financial ratios",2,Mid
2019,Tax Consultant,"income tax, litigation support, gst, transfer pricing",7.65,762,"litigation support, gst, income tax, transfer pricing, tax planning",5,Fresher
2018,Credit Analyst,"credit memo, cash flow analysis, industry research, covenants",12.34,554,"industry research, cash flow analysis, credit memo",3,Fresher
2023,Credit Analyst,"credit memo, financial ratios, cash flow analysis, covenants, industry research",4.91,627,"financial ratios, cash flow analysis, industry research, covenants",4,Mid
2015,Investment Banker,"valuation, m and a, pitch books, excel advanced",9.55,815,"m and a, valuation, excel advanced, pitch books",4,Fresher
2019,Risk Analyst,"basel norms, risk reporting, credit risk, stress testing",5.26,963,"basel norms, credit risk, stress testing, var",4,Senior
2020,Tax Consultant,"income tax, transfer pricing, tax planning",17.38,623,"tax planning, transfer pricing, income tax",3,Senior
2025,Investment Banker,"excel advanced, valuation, m and a, due diligence",20.11,669,"excel advanced, due diligence, m and a, valuation, pitch books",5,Fresher
2016,Credit Analyst,"covenants, industry research, cash flow analysis",7.53,554,"cash flow analysis, industry research, covenants",3,Mid
2019,Tax Consultant,"income tax, litigation support, gst, tax planning",9.07,696,"income tax, tax planning, litigation support, gst",4,Senior
2018,Credit Analyst,"covenants, financial ratios, cash flow analysis, credit memo",13.37,669,"cash flow analysis, financial ratios, covenants",3,Fresher
2020,Risk Analyst,"risk reporting, stress testing, credit risk, var",16.27,553,"var, credit risk, risk reporting, stress testing",4,Mid
2020,Tax Consultant,"gst, income tax, litigation support, tax planning",17.85,558,"litigation support, income tax, gst, tax planning, transfer pricing",5,Mid
2025,Financial Analyst,"variance analysis, forecasting, dashboards, financial modeling",11.21,831,"variance analysis, financial modeling, forecasting, dashboards",4,Senior
2018,Investment Banker,"excel advanced, pitch books, m and a",13.33,156,"m and a, excel advanced, pitch books, due diligence",4,Fresher
2018,Financial Controller,"consolidation, management accounting, budgeting, internal controls",7.7,480,"management accounting, consolidation, internal controls, budgeting, erp finance",5,Fresher
2023,Credit Analyst,"credit memo, cash flow analysis, financial ratios, industry research, covenants",6.28,667,"credit memo, industry research",2,Fresher
2015,Risk Analyst,"risk reporting, credit risk, stress testing, basel norms, var",17.84,708,"basel norms, credit risk, risk reporting, stress testing, var",5,Senior
2018,Tax Consultant,"income tax, litigation support, transfer pricing, tax planning, gst",3.93,936,"income tax, transfer pricing, litigation support, gst",4,Mid
2025,Credit Analyst,"financial ratios, industry research, covenants, cash flow analysis",15.82,936,"cash flow analysis, covenants",2,Mid
2023,Financial Analyst,"financial modeling, forecasting, variance analysis, dashboards, excel",18.89,745,"financial modeling, excel",2,Fresher
2016,Credit Analyst,"cash flow analysis, industry research, financial ratios, covenants",13.13,813,"industry research, cash flow analysis, financial ratios",3,Mid
2018,Tax Consultant,"gst, transfer pricing, income tax, tax planning",4.18,677,"gst, tax planning, income tax, transfer pricing",4,Mid
2022,Credit Analyst,"credit memo, cash flow analysis, industry research, financial ratios, covenants",3.6,614,"industry research, credit memo, cash flow analysis, financial ratios",4,Senior
2018,Portfolio Manager,"performance attribution, equity research, fixed income, bloomberg, asset allocation",4.5,967,"performance attribution, fixed income, asset allocation, equity research, bloomberg",5,Mid
2019,Credit Analyst,"credit memo, covenants, financial ratios, cash flow analysis",12.82,1018,"covenants, financial ratios, industry research",3,Mid
2025,Risk Analyst,"risk reporting, var, credit risk, stress testing",4.52,631,"stress testing, var",2,Senior
2021,Credit Analyst,"financial ratios, covenants, industry research, credit memo, cash flow analysis",6.9,940,"financial ratios, cash flow analysis, industry research, covenants, credit memo",5,Mid
2025,Investment Banker,"due diligence, excel advanced, m and a, pitch books",5.36,737,"excel advanced, due diligence, m and a, pitch books",4,Fresher
2015,Risk Analyst,"credit risk, basel norms, var, risk reporting",9.61,806,"credit risk, basel norms, var, risk reporting",4,Senior
2025,Tax Consultant,"income tax, tax planning, gst",10.49,1104,"tax planning, gst, income tax",3,Fresher
2015,Credit Analyst,"credit memo, cash flow analysis, financial ratios, covenants, industry research",11.83,570,"cash flow analysis, industry research",2,Mid
2018,Portfolio Manager,"fixed income, asset allocation, equity research",6.81,540,"asset allocation, fixed income, equity research",3,Senior
2016,Credit Analyst,"covenants, cash flow analysis, financial ratios, industry research, credit memo",20.97,997,"covenants, cash flow analysis, credit memo",3,Mid
2019,Chartered Accountant,"auditing, ind as, financial statements, internal audit, tax compliance",18.37,502,"auditing, internal audit",2,Senior
2022,Financial Analyst,"excel, variance analysis, dashboards",9.17,661,"dashboards, variance analysis, excel, financial modeling",4,Fresher
2016,Chartered Accountant,"auditing, tax compliance, financial statements",17.76,893,"auditing, financial statements, tax compliance",3,Fresher
2022,Risk Analyst,"credit risk, risk reporting, basel norms, stress testing, var",18.95,567,"basel norms, var",2,Mid
2016,Portfolio Manager,"asset allocation, performance attribution, fixed income, equity research",20.12,696,"equity research, asset allocation",2,Fresher
2016,Financial Analyst,"forecasting, financial modeling, variance analysis, excel",11.44,894,"excel, financial modeling, variance analysis, forecasting",4,Mid
2024,Investment Banker,"pitch books, m and a, valuation",7.54,386,"m and a, valuation, pitch books",3,Senior
2015,Financial Controller,"consolidation, erp finance, internal controls",3.71,424,"consolidation, erp finance, internal controls",3,Senior
2023,Financial Controller,"consolidation, erp finance, management accounting, budgeting",16.81,562,"management accounting, consolidation",2,Fresher
2022,Tax Consultant,"gst, transfer pricing, income tax, tax planning",7.46,654,"gst, tax planning",2,Fresher
2023,Tax Consultant,"gst, litigation support, tax planning, transfer pricing, income tax",20.75,120,"tax planning, gst",2,Senior
2018,Chartered Accountant,"auditing, internal audit, tax compliance, financial statements",17.9,620,"auditing, tax compliance, internal audit",3,Mid
2024,Financial Controller,"consolidation, management accounting, erp finance, budgeting",4.97,434,"erp finance, management accounting, internal controls",3,Mid
2015,Financial Analyst,"dashboards, excel, forecasting, financial modeling",10.99,878,"forecasting, dashboards, financial modeling, excel, variance analysis",5,Senior
2017,Financial Controller,"internal controls, consolidation, erp finance, budgeting, management accounting",16.07,689,"consolidation, erp finance, internal controls, budgeting",4,Fresher
2019,Credit Analyst,"cash flow analysis, financial ratios, industry research, covenants, credit memo",9.27,398,"industry research, credit memo",2,Senior
2021,Financial Analyst,"dashboards, variance analysis, excel",6.26,260,"excel, dashboards, variance analysis, financial modeling",4,Mid
2015,Portfolio Manager,"fixed income, performance attribution, bloomberg, equity research, asset allocation",17.59,1349,"equity research, bloomberg, asset allocation, fixed income",4,Senior
2025,Chartered Accountant,"internal audit, financial statements, tax compliance",12.58,437,"financial statements, tax compliance, internal audit",3,Mid
2016,Investment Banker,"pitch books, valuation, excel advanced",14.05,741,"excel advanced, pitch books, valuation",3,Fresher
2018,Financial Controller,"consolidation, management accounting, budgeting, internal controls, erp finance",21.29,725,"budgeting, internal controls, erp finance, management accounting, consolidation",5,Mid
2023,Investment Banker,"pitch books, valuation, excel advanced, due diligence, m and a",12.09,809,"due diligence, m and a, pitch books",3,Fresher
2021,Credit Analyst,"cash flow analysis, credit memo, financial ratios, covenants, industry research",17.31,778,"industry research, credit memo, cash flow analysis",3,Senior
2015,Chartered Accountant,"ind as, tax compliance, financial statements",21.85,737,"tax compliance, financial statements, ind as",3,Mid
2015,Tax Consultant,"litigation support, tax planning, transfer pricing",20.75,1123,"tax planning, litigation support, transfer pricing",3,Mid
2020,Portfolio Manager,"performance attribution, bloomberg, equity research, asset allocation",6.21,548,"performance attribution, bloomberg, asset allocation, equity research",4,Senior
2020,Financial Controller,"internal controls, management accounting, erp finance",13.6,793,"internal controls, erp finance, management accounting, budgeting",4,Fresher
2025,Risk Analyst,"stress testing, risk reporting, var, basel norms, credit risk",7.1,513,"stress testing, basel norms, var, credit risk",4,Mid
2020,Credit Analyst,"financial ratios, credit memo, industry research, cash flow analysis",5.15,955,"credit memo, financial ratios, covenants",3,Senior
2025,Portfolio Manager,"asset allocation, fixed income, bloomberg, equity research",7.14,678,"asset allocation, bloomberg, fixed income",3,Fresher
2020,Risk Analyst,"var, stress testing, risk reporting",12.6,600,"var, stress testing, risk reporting, credit risk",4,Mid
2025,Tax Consultant,"income tax, transfer pricing, litigation support",19.95,972,"transfer pricing, income tax, litigation support",3,Fresher
2022,Financial Controller,"management accounting, budgeting, erp finance, internal controls",13.62,502,"budgeting, internal controls, management accounting, erp finance, consolidation",5,Mid
2020,Tax Consultant,"transfer pricing, tax planning, litigation support",11.31,749,"tax planning, transfer pricing, litigation support",3,Senior
2015,Chartered Accountant,"auditing, internal audit, financial statements, tax compliance, ind as",17.5,1245,"financial statements, internal audit, auditing, ind as, tax compliance",5,Mid
2023,Chartered Accountant,"internal audit, ind as, auditing, tax compliance, financial statements",12.86,714,"auditing, tax compliance",2,Fresher
2019,Portfolio Manager,"fixed income, equity research, performance attribution, bloomberg, asset allocation",3.72,425,"fixed income, asset allocation, performance attribution",3,Senior
2022,Investment Banker,"m and a, excel advanced, due diligence",21.27,948,"excel advanced, m and a, valuation",3,Fresher
2016,Investment Banker,"excel advanced, valuation, m and a, pitch books",7.11,492,"valuation, excel advanced, pitch books, m and a, due diligence",5,Fresher
2020,Risk Analyst,"risk reporting, credit risk, var, stress testing",18.11,437,"risk reporting, stress testing, basel norms",3,Senior
2019,Financial Analyst,"dashboards, financial modeling, excel, forecasting, variance analysis",7.18,520,"variance analysis, financial modeling",2,Fresher
2025,Investment Banker,"pitch books, excel advanced, valuation, due diligence",8.65,804,"pitch books, valuation, excel advanced, due diligence, m and a",5,Mid
2024,Credit Analyst,"cash flow analysis, credit memo, covenants, financial ratios, industry research",19.61,672,"financial ratios, credit memo, industry research",3,Mid
2019,Credit Analyst,"cash flow analysis, credit memo, financial ratios, covenants",10.63,1240,"cash flow analysis, covenants, credit memo, financial ratios",4,Fresher
2018,Risk Analyst,"credit risk, basel norms, var",10.43,750,"var, credit risk, basel norms",3,Mid
2022,Credit Analyst,"credit memo, financial ratios, cash flow analysis, industry research, covenants",4.61,730,"credit memo, industry research, covenants, financial ratios",4,Senior
2022,Financial Analyst,"variance analysis, financial modeling, forecasting",10.54,730,"variance analysis, financial modeling",2,Mid
2025,Financial Analyst,"financial modeling, excel, forecasting, variance analysis",12.19,582,"excel, variance analysis, financial modeling, forecasting, dashboards",5,Fresher
2021,Financial Analyst,"variance analysis, financial modeling, forecasting, excel",19.49,764,"excel, variance analysis, forecasting, financial modeling, dashboards",5,Senior
2025,Risk Analyst,"credit risk, stress testing, risk reporting, var",8.85,765,"risk reporting, credit risk, stress testing, basel norms",4,Fresher
2016,Credit Analyst,"covenants, credit memo, financial ratios",6.15,482,"credit memo, financial ratios",2,Mid
2015,Tax Consultant,"gst, litigation support, income tax",8.98,651,"gst, litigation support, income tax",3,Senior
2023,Tax Consultant,"litigation support, gst, income tax",5.88,741,"litigation support, gst, income tax",3,Senior
2018,Risk Analyst,"credit risk, var, risk reporting",9.63,406,"var, credit risk, risk reporting",3,Mid
2015,Risk Analyst,"basel norms, credit risk, risk reporting",12.92,790,"credit risk, risk reporting, basel norms",3,Senior
2025,Financial Controller,"management accounting, internal controls, erp finance",12.76,734,"internal controls, erp finance, management accounting",3,Senior
2018,Risk Analyst,"stress testing, var, risk reporting",10.31,502,"stress testing, var, risk reporting",3,Mid
2016,Risk Analyst,"credit risk, risk reporting, stress testing, var, basel norms",21.15,898,"risk reporting, var, credit risk",3,Fresher
2025,Investment Banker,"due diligence, m and a, excel advanced, valuation, pitch books",13.94,695,"due diligence, pitch books, excel advanced",3,Senior
2020,Tax Consultant,"transfer pricing, litigation support, tax planning, income tax, gst",19.19,855,"tax planning, litigation support, transfer pricing, income tax, gst",5,Mid
2019,Credit Analyst,"cash flow analysis, covenants, credit memo, industry research, financial ratios",19.36,589,"financial ratios, covenants, cash flow analysis, industry research, credit memo",5,Senior
