Year,Job_Name,Required_Skills,Avg_Salary_LPA,Job_Postings,User_Learned_Skills,Skill_Count,Experience_Level
2017,General Physician,"emr, preventive medicine, patient care, diagnosis, clinical examination",18.06,1001,"clinical examination, emr",2,Mid
2017,Pediatrician,"growth monitoring, neonatal care, adolescent medicine",16.73,652,"growth monitoring, adolescent medicine, neonatal care",3,Senior
2015,Radiologist,"radiation safety, pacs, reporting",8.11,1025,"pacs, radiation safety",2,Fresher
2024,Emergency Medicine Doctor,"acute management, acls, emergency procedures",14.84,727,"acls, emergency procedures, acute management, triage",4,Mid
2023,Pathologist,"immunohistochemistry, biopsy analysis, laboratory medicine",12.77,692,"laboratory medicine, biopsy analysis, immunohistochemistry, histopathology",4,Mid
2016,Emergency Medicine Doctor,"acls, acute management, emergency procedures",11.45,823,"acls, emergency procedures, acute management, trauma care",4,Mid
2015,Psychiatrist,"crisis intervention, mental health assessment, psychotherapy, dsm assessment, psychopharmacology",8.04,652,"psychopharmacology, psychotherapy",2,Fresher
2017,Pediatrician,"child health, vaccination, growth monitoring, neonatal care, adolescent medicine",21.38,569,"growth monitoring, adolescent medicine",2,Fresher
2019,Pediatrician,"neonatal care, vaccination, child health, growth monitoring",5.21,722,"child health, neonatal care",2,Mid
2019,Pediatrician,"growth monitoring, adolescent medicine, child health, neonatal care",7.8,511,"neonatal care, adolescent medicine, growth monitoring, child health",4,Senior
2017,Radiologist,"radiation safety, mri interpretation, pacs, reporting",20.18,499,"radiation safety, mri interpretation, reporting, pacs, ct interpretation",5,Mid
2025,Pediatrician,"adolescent medicine, vaccination, child health, growth monitoring, neonatal care",5.66,550,"vaccination, child health, adolescent medicine, growth monitoring",4,Mid
2022,Psychiatrist,"crisis intervention, dsm assessment, psychotherapy",12.1,849,"crisis intervention, psychotherapy, dsm assessment",3,Senior
2023,Cardiologist,"lipid management, echocardiography, heart failure management, cath lab basics",18.0,694,"cath lab basics, lipid management, echocardiography, heart failure management",4,Mid
2021,Radiologist,"pacs, radiation safety, reporting, mri interpretation",17.41,1061,"pacs, radiation safety, mri interpretation, reporting",4,Senior
2019,Pediatrician,"child health, adolescent medicine, growth monitoring",15.45,455,"adolescent medicine, growth monitoring",2,Senior
2016,Cardiologist,"ecg interpretation, cath lab basics, echocardiography, heart failure management, lipid management",16.61,777,"cath lab basics, lipid management, ecg interpretation, heart failure management",4,Mid
2020,Pathologist,"laboratory medicine, microscopy, histopathology, biopsy analysis, immunohistochemistry",14.7,709,"laboratory medicine, microscopy, histopathology, immunohistochemistry",4,Mid
2021,Pediatrician,"vaccination, growth monitoring, child health, adolescent medicine, neonatal care",15.9,660,"growth monitoring, child health, vaccination, neonatal care, adolescent medicine",5,Senior
2024,Emergency Medicine Doctor,"trauma care, triage, acute management, emergency procedures",11.19,704,"emergency procedures, acute management",2,Senior
2021,Cardiologist,"heart failure management, echocardiography, cath lab basics, lipid management, ecg interpretation",15.62,586,"echocardiography, ecg interpretation, cath lab basics",3,Senior
2025,Cardiologist,"cath lab basics, echocardiography, ecg interpretation, lipid management, heart failure management",15.61,683,"lipid management, ecg interpretation, heart failure management, echocardiography, cath lab basics",5,Mid
2017,General Physician,"clinical examination, preventive medicine, emr",6.91,189,"clinical examination, preventive medicine",2,Senior
2022,Cardiologist,"echocardiography, heart failure management, lipid management, ecg interpretation",5.73,736,"heart failure management, echocardiography, lipid management, ecg interpretation",4,Mid
2017,Pediatrician,"growth monitoring, child health, adolescent medicine",15.03,809,"child health, growth monitoring, vaccination",3,Mid
2025,Pathologist,"microscopy, laboratory medicine, immunohistochemistry, histopathology",10.2,586,"immunohistochemistry, histopathology, laboratory medicine, microscopy",4,Senior
2024,Surgeon,"postoperative care, anatomy, sterile technique, operative skills",8.98,424,"anatomy, postoperative care, sterile technique, operative skills",4,Fresher
2018,Radiologist,"pacs, reporting, ct interpretation, mri interpretation",20.48,797,"mri interpretation, reporting",2,Fresher
2015,Pathologist,"laboratory medicine, microscopy, biopsy analysis",10.22,581,"biopsy analysis, laboratory medicine, microscopy",3,Senior
2018,Psychiatrist,"mental health assessment, psychopharmacology, dsm assessment, crisis intervention, psychotherapy",9.11,749,"dsm assessment, psychopharmacology, crisis intervention",3,Senior
2020,Surgeon,"laparoscopy, anatomy, sterile technique",8.92,715,"anatomy, laparoscopy",2,Mid
2016,Emergency Medicine Doctor,"trauma care, acls, emergency procedures, acute management, triage",17.78,496,"acls, acute management",2,Senior
2022,Emergency Medicine Doctor,"emergency procedures, triage, trauma care, acls",7.84,863,"trauma care, acls, acute management",3,Mid
2020,Cardiologist,"heart failure management, echocardiography, cath lab basics",21.55,715,"echocardiography, heart failure management, ecg interpretation",3,Mid
2015,Psychiatrist,"mental health assessment, dsm assessment, crisis intervention",12.07,318,"crisis intervention, dsm assessment, mental health assessment, psychotherapy",4,Fresher
2021,General Physician,"patient care, preventive medicine, clinical examination",11.16,851,"clinical examination, patient care, preventive medicine",3,Mid
2016,Emergency Medicine Doctor,"emergency procedures, acls, trauma care, acute management",14.79,921,"acls, trauma care, acute management, emergency procedures, triage",5,Senior
2024,Cardiologist,"lipid management, ecg interpretation, cath lab basics, heart failure management",20.91,597,"heart failure management, cath lab basics, ecg interpretation, lipid management",4,Fresher
2019,Radiologist,"ct interpretation, mri interpretation, pacs",7.34,1058,"mri interpretation, ct interpretation, pacs",3,Mid
2017,Pathologist,"laboratory medicine, microscopy, immunohistochemistry, histopathology, biopsy analysis",16.92,850,"histopathology, biopsy analysis",2,Senior
2019,Surgeon,"laparoscopy, postoperative care, operative skills, sterile technique",13.82,577,"laparoscopy, sterile technique, postoperative care",3,Senior
2017,Surgeon,"postoperative care, anatomy, sterile technique",7.1,643,"postoperative care, anatomy, sterile technique, operative skills",4,Senior
2015,Radiologist,"mri interpretation, ct interpretation, pacs, radiation safety, reporting",14.14,737,"radiation safety, mri interpretation",2,Senior
2021,General Physician,"diagnosis, clinical examination, emr",11.68,800,"emr, diagnosis, clinical examination, patient care",4,Senior
2024,Pathologist,"immunohistochemistry, histopathology, laboratory medicine",17.09,506,"laboratory medicine, immunohistochemistry, histopathology, biopsy analysis",4,Fresher
2020,Psychiatrist,"mental health assessment, psychotherapy, crisis intervention, psychopharmacology",21.36,628,"psychopharmacology, crisis intervention, psychotherapy, mental health assessment",4,Senior
2017,Emergency Medicine Doctor,"trauma care, acute management, emergency procedures, acls",17.12,585,"emergency procedures, trauma care",2,Senior
2018,Surgeon,"anatomy, sterile technique, postoperative care, operative skills",13.15,580,"anatomy, postoperative care, operative skills, sterile technique",4,Senior
2025,Radiologist,"radiation safety, pacs, reporting, ct interpretation, mri interpretation",10.41,575,"mri interpretation, ct interpretation, pacs, reporting, radiation safety",5,Fresher
2020,Surgeon,"postoperative care, laparoscopy, anatomy, operative skills, sterile technique",20.75,399,"postoperative care, sterile technique, operative skills, anatomy, laparoscopy",5,Mid
2021,Psychiatrist,"mental health assessment, psychopharmacology, dsm assessment, crisis intervention",13.96,651,"crisis intervention, dsm assessment",2,Senior
2018,Surgeon,"sterile technique, operative skills, postoperative care, laparoscopy, anatomy",11.53,514,"laparoscopy, postoperative care",2,Senior
2017,Cardiologist,"ecg interpretation, heart failure management, lipid management, cath lab basics",11.55,621,"ecg interpretation, heart failure management",2,Fresher
2015,Pediatrician,"neonatal care, growth monitoring, child health, adolescent medicine",13.98,467,"growth monitoring, neonatal care, child health, adolescent medicine",4,Fresher
2023,Radiologist,"reporting, ct interpretation, pacs",12.08,966,"reporting, pacs, ct interpretation",3,Senior
2016,Psychiatrist,"mental health assessment, dsm assessment, psychopharmacology, crisis intervention",11.24,652,"crisis intervention, dsm assessment, psychopharmacology, mental health assessment",4,Senior
2019,Pathologist,"immunohistochemistry, microscopy, histopathology",14.2,637,"histopathology, immunohistochemistry, microscopy, laboratory medicine",4,Senior
2016,Surgeon,"sterile technique, anatomy, operative skills, laparoscopy",8.02,1042,"sterile technique, laparoscopy, operative skills, anatomy",4,Fresher
2023,Pathologist,"histopathology, immunohistochemistry, laboratory medicine, microscopy, biopsy analysis",21.45,172,"histopathology, laboratory medicine",2,Senior
2022,Cardiologist,"ecg interpretation, echocardiography, heart failure management",20.9,954,"echocardiography, heart failure management, ecg interpretation",3,Senior
2024,General Physician,"clinical examination, patient care, emr, preventive medicine",11.39,691,"preventive medicine, patient care, emr",3,Fresher
2017,General Physician,"preventive medicine, clinical examination, patient care, diagnosis",17.57,574,"diagnosis, clinical examination",2,Mid
2018,Radiologist,"mri interpretation, pacs, reporting",21.96,915,"mri interpretation, pacs, ct interpretation",3,Senior
2017,Cardiologist,"ecg interpretation, lipid management, heart failure management",8.71,652,"lipid management, ecg interpretation, heart failure management, cath lab basics",4,Senior
2019,Radiologist,"mri interpretation, ct interpretation, reporting, pacs, radiation safety",18.28,984,"ct interpretation, pacs, radiation safety, reporting, mri interpretation",5,Fresher
2020,General Physician,"clinical examination, preventive medicine, diagnosis, emr, patient care",12.95,664,"diagnosis, clinical examination",2,Fresher
2020,Surgeon,"operative skills, postoperative care, sterile technique",4.2,500,"operative skills, postoperative care, sterile technique, laparoscopy",4,Mid
2015,Pathologist,"microscopy, biopsy analysis, immunohistochemistry",13.32,888,"immunohistochemistry, biopsy analysis, microscopy, histopathology",4,Fresher
2019,Cardiologist,"echocardiography, ecg interpretation, heart failure management, lipid management, cath lab basics",13.97,636,"echocardiography, cath lab basics",2,Senior
2022,Radiologist,"reporting, mri interpretation, pacs, ct interpretation, radiation safety",15.03,536,"reporting, radiation safety, pacs, ct interpretation, mri interpretation",5,Mid
2018,Psychiatrist,"dsm assessment, mental health assessment, psychopharmacology, psychotherapy",16.19,463,"psychotherapy, mental health assessment, dsm assessment, psychopharmacology",4,Fresher
2015,Cardiologist,"lipid management, cath lab basics, echocardiography",8.2,484,"echocardiography, cath lab basics, lipid management",3,Senior
2021,Surgeon,"laparoscopy, sterile technique, anatomy, postoperative care",21.04,844,"postoperative care, anatomy",2,Senior
2020,Emergency Medicine Doctor,"emergency procedures, acls, triage",9.42,868,"acls, emergency procedures, triage",3,Senior
2025,Cardiologist,"ecg interpretation, heart failure management, cath lab basics, lipid management, echocardiography",18.87,385,"cath lab basics, lipid management, heart failure management, ecg interpretation, echocardiography",5,Senior
2021,Emergency Medicine Doctor,"acute management, trauma care, acls",19.28,753,"acls, trauma care",2,Fresher
2023,Pathologist,"biopsy analysis, microscopy, immunohistochemistry",15.21,690,"biopsy analysis, immunohistochemistry",2,Mid
2019,Emergency Medicine Doctor,"trauma care, emergency procedures, acls, triage",15.97,1027,"emergency procedures, acls, trauma care, triage",4,Fresher
2025,Emergency Medicine Doctor,"emergency procedures, acute management, trauma care, acls",13.88,599,"acute management, emergency procedures, trauma care, acls",4,Fresher
2021,Radiologist,"ct interpretation, pacs, radiation safety",17.1,610,"radiation safety, ct interpretation, pacs, reporting",4,Senior
2022,Emergency Medicine Doctor,"trauma care, acute management, emergency procedures",20.28,1052,"emergency procedures, trauma care, acute management",3,Senior
2016,Pediatrician,"neonatal care, adolescent medicine, child health",8.13,1106,"neonatal care, adolescent medicine, child health",3,Mid
2018,Pediatrician,"growth monitoring, child health, neonatal care, vaccination",18.39,803,"neonatal care, growth monitoring, child health, vaccination, adolescent medicine",5,Mid
2015,Psychiatrist,"crisis intervention, psychopharmacology, mental health assessment, psychotherapy",20.36,506,"crisis intervention, psychotherapy",2,Mid
2019,Pediatrician,"vaccination, adolescent medicine, growth monitoring, neonatal care",13.29,904,"vaccination, growth monitoring, child health",3,Mid
2015,Radiologist,"reporting, radiation safety, ct interpretation, mri interpretation",6.14,979,"radiation safety, reporting, mri interpretation",3,Senior
2025,Surgeon,"postoperative care, laparoscopy, operative skills, sterile technique",21.59,710,"postoperative care, laparoscopy, sterile technique, operative skills, anatomy",5,Fresher
2024,Cardiologist,"lipid management, ecg interpretation, cath lab basics",7.16,716,"ecg interpretation, cath lab basics, lipid management",3,Fresher
2016,Pediatrician,"growth monitoring, adolescent medicine, child health, neonatal care",8.94,782,"adolescent medicine, neonatal care, growth monitoring, child health, vaccination",5,Mid
2016,Pathologist,"microscopy, biopsy analysis, immunohistochemistry, laboratory medicine, histopathology",10.2,646,"biopsy analysis, laboratory medicine, histopathology",3,Mid
2023,Emergency Medicine Doctor,"acute management, acls, emergency procedures, trauma care, triage",17.27,402,"acute management, trauma care",2,Senior
2022,Surgeon,"anatomy, laparoscopy, postoperative care, sterile technique, operative skills",6.65,415,"postoperative care, sterile technique, anatomy, laparoscopy",4,Fresher
2024,Psychiatrist,"dsm assessment, psychotherapy, crisis intervention",21.32,667,"dsm assessment, psychotherapy, crisis intervention, psychopharmacology",4,Mid
2023,Surgeon,"postoperative care, operative skills, laparoscopy, anatomy",20.83,635,"operative skills, postoperative care, anatomy, laparoscopy",4,Fresher
2019,General Physician,"diagnosis, patient care, preventive medicine, emr",17.54,788,"patient care, preventive medicine, emr, diagnosis",4,Senior
2018,Pediatrician,"adolescent medicine, vaccination, child health, growth monitoring",10.94,639,"growth monitoring, child health, adolescent medicine, vaccination",4,Mid
2018,Radiologist,"mri interpretation, ct interpretation, radiation safety, reporting, pacs",9.44,480,"reporting, radiation safety",2,Fresher
2015,Psychiatrist,"mental health assessment, crisis intervention, psychopharmacology, psychotherapy, dsm assessment",19.15,593,"psychotherapy, psychopharmacology, dsm assessment, mental health assessment",4,Mid
2024,Psychiatrist,"mental health assessment, crisis intervention, dsm assessment, psychopharmacology",9.31,689,"mental health assessment, psychopharmacology, crisis intervention",3,Senior
2017,Pediatrician,"child health, vaccination, neonatal care, adolescent medicine, growth monitoring",21.8,437,"adolescent medicine, vaccination, child health, neonatal care",4,Mid
2020,Radiologist,"pacs, ct interpretation, reporting, mri interpretation, radiation safety",13.56,978,"radiation safety, mri interpretation, ct interpretation, pacs",4,Fresher
2016,Pediatrician,"vaccination, child health, growth monitoring, neonatal care",9.98,871,"neonatal care, growth monitoring, adolescent medicine",3,Mid
2023,Emergency Medicine Doctor,"acute management, triage, acls, trauma care, emergency procedures",11.99,748,"acute management, acls, trauma care",3,Senior
2022,Radiologist,"reporting, radiation safety, ct interpretation",13.52,546,"ct interpretation, reporting, radiation safety",3,Fresher
2024,Cardiologist,"echocardiography, cath lab basics, lipid management",12.06,832,"lipid management, echocardiography, cath lab basics, ecg interpretation",4,Senior
2015,Psychiatrist,"crisis intervention, mental health assessment, dsm assessment, psychotherapy, psychopharmacology",12.63,960,"psychopharmacology, dsm assessment",2,Mid
2019,General Physician,"diagnosis, patient care, preventive medicine, emr, clinical examination",8.98,644,"clinical examination, preventive medicine, emr, patient care, diagnosis",5,Fresher
2022,General Physician,"clinical examination, preventive medicine, emr, diagnosis",6.23,426,"clinical examination, preventive medicine, emr, patient care",4,Senior
2023,Emergency Medicine Doctor,"acls, emergency procedures, trauma care",7.06,891,"emergency procedures, trauma care, acls",3,Senior
2017,Pediatrician,"adolescent medicine, child health, vaccination, neonatal care",19.32,636,"adolescent medicine, child health",2,Senior
2018,Pathologist,"histopathology, biopsy analysis, microscopy, immunohistochemistry",15.87,714,"microscopy, immunohistochemistry, biopsy analysis, histopathology, laboratory medicine",5,Fresher
2023,Cardiologist,"cath lab basics, lipid management, ecg interpretation",4.46,273,"lipid management, ecg interpretation, cath lab basics",3,Fresher
2022,Pathologist,"laboratory medicine, immunohistochemistry, biopsy analysis, microscopy",7.96,896,"biopsy analysis, laboratory medicine",2,Mid
2021,Radiologist,"mri interpretation, pacs, ct interpretation, radiation safety",6.87,563,"radiation safety, ct interpretation",2,Senior
2015,Pathologist,"microscopy, laboratory medicine, immunohistochemistry",15.04,480,"microscopy, immunohistochemistry, laboratory medicine",3,Mid
2023,Psychiatrist,"mental health assessment, psychotherapy, dsm assessment, psychopharmacology, crisis intervention",19.62,684,"psychopharmacology, crisis intervention, psychotherapy",3,Senior
2018,Surgeon,"laparoscopy, postoperative care, sterile technique",12.65,751,"postoperative care, sterile technique, laparoscopy",3,Mid
2017,Pediatrician,"vaccination, adolescent medicine, growth monitoring",18.39,975,"vaccination, growth monitoring, adolescent medicine",3,Mid
2016,Psychiatrist,"mental health assessment, psychopharmacology, psychotherapy, crisis intervention",11.8,494,"psychopharmacology, psychotherapy, mental health assessment, crisis intervention, dsm assessment",5,Senior
2021,Emergency Medicine Doctor,"emergency procedures, trauma care, triage, acls",7.07,392,"acls, trauma care, emergency procedures",3,Senior
2022,Cardiologist,"lipid management, cath lab basics, echocardiography, heart failure management",9.22,625,"lipid management, heart failure management, echocardiography, cath lab basics, ecg interpretation",5,Mid
2023,Pathologist,"immunohistochemistry, laboratory medicine, biopsy analysis, histopathology",10.96,327,"biopsy analysis, histopathology, microscopy",3,Mid
2023,Pediatrician,"child health, growth monitoring, neonatal care",10.02,879,"neonatal care, child health, growth monitoring, adolescent medicine",4,Senior
2017,Pediatrician,"child health, growth monitoring, vaccination",9.87,750,"child health, vaccination, adolescent medicine",3,Mid
2022,Psychiatrist,"mental health assessment, psychotherapy, psychopharmacology, crisis intervention, dsm assessment",13.23,744,"crisis intervention, psychopharmacology, psychotherapy",3,Senior
2025,Emergency Medicine Doctor,"acls, trauma care, triage, emergency procedures, acute management",10.35,789,"acls, emergency procedures, triage",3,Mid
2020,Pediatrician,"vaccination, neonatal care, growth monitoring, child health",15.85,868,"vaccination, child health, growth monitoring, neonatal care",4,Senior
2023,Psychiatrist,"crisis intervention, psychotherapy, mental health assessment, dsm assessment, psychopharmacology",12.14,1075,"dsm assessment, crisis intervention, psychotherapy, psychopharmacology",4,Fresher
2018,Radiologist,"reporting, ct interpretation, radiation safety, mri interpretation",6.74,739,"radiation safety, ct interpretation, mri interpretation",3,Mid
2015,Radiologist,"reporting, ct interpretation, mri interpretation, pacs, radiation safety",10.77,826,"ct interpretation, pacs",2,Fresher
2019,Pathologist,"histopathology, biopsy analysis, immunohistochemistry, microscopy, laboratory medicine",19.69,659,"microscopy, immunohistochemistry",2,Fresher
2025,Cardiologist,"heart failure management, lipid management, cath lab basics",10.96,504,"heart failure management, cath lab basics, lipid management",3,Mid
2019,General Physician,"patient care, clinical examination, diagnosis, preventive medicine, emr",6.46,738,"diagnosis, emr",2,Senior
2016,Pathologist,"immunohistochemistry, laboratory medicine, biopsy analysis",12.94,849,"biopsy analysis, immunohistochemistry, laboratory medicine",3,Mid
2025,Psychiatrist,"mental health assessment, psychopharmacology, dsm assessment, crisis intervention",8.3,1027,"mental health assessment, crisis intervention, dsm assessment, psychopharmacology",4,Senior
2024,Pathologist,"laboratory medicine, histopathology, immunohistochemistry, biopsy analysis, microscopy",17.57,481,"microscopy, histopathology, laboratory medicine, immunohistochemistry",4,Fresher
2023,Pediatrician,"child health, adolescent medicine, growth monitoring, neonatal care, vaccination",9.98,586,"growth monitoring, adolescent medicine",2,Fresher
2015,Pediatrician,"child health, growth monitoring, neonatal care, vaccination, adolescent medicine",16.48,788,"neonatal care, adolescent medicine, vaccination, growth monitoring",4,Senior
2021,Pediatrician,"vaccination, growth monitoring, adolescent medicine, neonatal care, child health",11.59,519,"growth monitoring, neonatal care, adolescent medicine, vaccination",4,Senior
2025,Cardiologist,"echocardiography, heart failure management, lipid management, ecg interpretation",4.02,502,"ecg interpretation, lipid management",2,Mid
2025,Radiologist,"reporting, radiation safety, mri interpretation",6.19,789,"mri interpretation, reporting, radiation safety",3,Mid
2016,Surgeon,"operative skills, anatomy, sterile technique",5.03,464,"operative skills, anatomy, laparoscopy",3,Fresher
2020,Cardiologist,"lipid management, heart failure management, ecg interpretation, cath lab basics, echocardiography",7.75,748,"ecg interpretation, heart failure management, cath lab basics, lipid management, echocardiography",5,Senior
2018,Pediatrician,"growth monitoring, adolescent medicine, vaccination, neonatal care",7.68,842,"neonatal care, adolescent medicine",2,Mid
2024,Cardiologist,"lipid management, heart failure management, ecg interpretation",14.53,917,"heart failure management, lipid management, ecg interpretation, echocardiography",4,Mid
2024,Cardiologist,"echocardiography, cath lab basics, heart failure management",3.87,583,"heart failure management, echocardiography, cath lab basics",3,Fresher
2020,Pediatrician,"child health, growth monitoring, vaccination",21.44,819,"vaccination, growth monitoring, adolescent medicine",3,Senior
2023,Psychiatrist,"psychotherapy, psychopharmacology, crisis intervention",20.14,777,"psychopharmacology, psychotherapy",2,Senior
2022,Pediatrician,"vaccination, adolescent medicine, neonatal care, child health, growth monitoring",17.28,684,"growth monitoring, neonatal care",2,Senior
2024,General Physician,"preventive medicine, patient care, clinical examination, diagnosis, emr",13.37,782,"clinical examination, emr, preventive medicine, patient care, diagnosis",5,Mid
2024,Surgeon,"postoperative care, anatomy, laparoscopy",21.75,646,"laparoscopy, postoperative care, anatomy",3,Mid
2016,Pediatrician,"neonatal care, growth monitoring, child health",8.24,761,"neonatal care, growth monitoring, child health",3,Fresher
2019,Psychiatrist,"dsm assessment, psychotherapy, psychopharmacology",5.95,1120,"dsm assessment, psychotherapy, psychopharmacology, mental health assessment",4,Fresher
2023,Cardiologist,"heart failure management, ecg interpretation, cath lab basics",7.33,764,"ecg interpretation, heart failure management, cath lab basics",3,Mid
2020,Psychiatrist,"crisis intervention, mental health assessment, psychotherapy, psychopharmacology, dsm assessment",15.03,643,"psychotherapy, mental health assessment, dsm assessment, psychopharmacology",4,Fresher
2021,General Physician,"patient care, preventive medicine, clinical examination, diagnosis",8.71,1003,"diagnosis, clinical examination, preventive medicine, patient care",4,Mid
2020,Pathologist,"biopsy analysis, microscopy, laboratory medicine",21.18,460,"biopsy analysis, microscopy, laboratory medicine, histopathology",4,Fresher
2025,Pediatrician,"child health, neonatal care, growth monitoring, vaccination, adolescent medicine",15.6,590,"neonatal care, vaccination, child health",3,Senior
2024,Pediatrician,"neonatal care, growth monitoring, adolescent medicine, child health",17.96,832,"growth monitoring, neonatal care",2,Fresher
2024,Pathologist,"microscopy, immunohistochemistry, biopsy analysis",14.2,647,"biopsy analysis, immunohistochemistry, microscopy",3,Fresher
2020,Radiologist,"mri interpretation, pacs, radiation safety, reporting, ct interpretation",18.12,848,"reporting, mri interpretation",2,Senior
2023,Psychiatrist,"psychotherapy, psychopharmacology, crisis intervention",6.24,1080,"crisis intervention, psychotherapy, psychopharmacology, dsm assessment",4,Senior
2021,Psychiatrist,"psychopharmacology, psychotherapy, dsm assessment, crisis intervention",7.14,852,"psychopharmacology, psychotherapy, dsm assessment, crisis intervention",4,Senior
2018,Radiologist,"pacs, ct interpretation, reporting, mri interpretation",4.47,577,"pacs, reporting, ct interpretation, mri interpretation, radiation safety",5,Senior
2025,Surgeon,"laparoscopy, sterile technique, postoperative care, anatomy, operative skills",6.99,919,"laparoscopy, anatomy, sterile technique, operative skills",4,Fresher
2019,Psychiatrist,"dsm assessment, psychopharmacology, psychotherapy, crisis intervention, mental health assessment",7.59,623,"dsm assessment, psychotherapy, crisis intervention, psychopharmacology, mental health assessment",5,Senior
2022,Cardiologist,"heart failure management, echocardiography, lipid management",17.42,676,"echocardiography, lipid management, heart failure management, ecg interpretation",4,Fresher
2016,Psychiatrist,"psychotherapy, dsm assessment, mental health assessment",16.88,634,"dsm assessment, mental health assessment, psychotherapy",3,Fresher
2019,Pediatrician,"vaccination, child health, growth monitoring",12.58,615,"child health, vaccination, growth monitoring",3,Mid
2021,Pathologist,"laboratory medicine, microscopy, histopathology, biopsy analysis, immunohistochemistry",15.43,805,"microscopy, immunohistochemistry, histopathology",3,Fresher
2022,Surgeon,"postoperative care, anatomy, operative skills, laparoscopy, sterile technique",11.51,716,"laparoscopy, postoperative care, operative skills",3,Mid
2015,Cardiologist,"ecg interpretation, heart failure management, echocardiography, cath lab basics, lipid management",9.06,544,"cath lab basics, heart failure management, lipid management",3,Fresher
2016,Cardiologist,"lipid management, ecg interpretation, heart failure management, cath lab basics",13.96,1030,"heart failure management, ecg interpretation, lipid management",3,Fresher
2022,Pathologist,"microscopy, biopsy analysis, laboratory medicine, histopathology, immunohistochemistry",11.8,708,"immunohistochemistry, histopathology, biopsy analysis, microscopy, laboratory medicine",5,Fresher
2018,Pathologist,"immunohistochemistry, laboratory medicine, histopathology, microscopy",19.26,479,"histopathology, immunohistochemistry, microscopy",3,Mid
2023,Radiologist,"mri interpretation, ct interpretation, radiation safety, pacs, reporting",8.51,791,"ct interpretation, pacs, radiation safety, reporting, mri interpretation",5,Senior
2018,Cardiologist,"ecg interpretation, cath lab basics, echocardiography",18.01,439,"ecg interpretation, echocardiography, cath lab basics",3,Mid
2025,Pathologist,"laboratory medicine, microscopy, biopsy analysis",7.83,681,"microscopy, laboratory medicine, biopsy analysis",3,Senior
2018,Cardiologist,"heart failure management, cath lab basics, echocardiography, ecg interpretation, lipid management",17.23,577,"cath lab basics, lipid management, ecg interpretation, echocardiography",4,Senior
2024,Emergency Medicine Doctor,"acute management, emergency procedures, acls, triage",21.79,380,"emergency procedures, acls, acute management, trauma care",4,Mid
2020,Pediatrician,"growth monitoring, neonatal care, adolescent medicine, vaccination, child health",21.7,735,"vaccination, child health",2,Senior
2020,Pathologist,"histopathology, microscopy, biopsy analysis, laboratory medicine",14.24,961,"microscopy, biopsy analysis, laboratory medicine",3,Senior
2024,Radiologist,"radiation safety, reporting, mri interpretation, pacs, ct interpretation",6.69,449,"mri interpretation, radiation safety, pacs",3,Mid
2015,Psychiatrist,"dsm assessment, psychopharmacology, mental health assessment, psychotherapy, crisis intervention",19.9,426,"psychotherapy, dsm assessment, psychopharmacology, mental health assessment",4,Senior
2018,Emergency Medicine Doctor,"triage, acute management, emergency procedures, acls",21.6,747,"triage, emergency procedures, acute management, acls, trauma care",5,Fresher
2015,Radiologist,"mri interpretation, reporting, ct interpretation",7.05,744,"reporting, mri interpretation, ct interpretation",3,Senior
2015,Pediatrician,"child health, growth monitoring, neonatal care, vaccination, adolescent medicine",19.45,847,"child health, neonatal care, adolescent medicine, growth monitoring",4,Mid
2025,Psychiatrist,"psychotherapy, crisis intervention, mental health assessment, dsm assessment, psychopharmacology",9.52,798,"dsm assessment, crisis intervention, psychopharmacology",3,Mid
2023,Pediatrician,"child health, growth monitoring, neonatal care, vaccination",10.39,846,"vaccination, growth monitoring, child health, neonatal care, adolescent medicine",5,Fresher
2024,Pathologist,"microscopy, histopathology, biopsy analysis, laboratory medicine, immunohistochemistry",8.61,454,"histopathology, microscopy, immunohistochemistry",3,Senior
2017,General Physician,"clinical examination, emr, diagnosis",9.69,459,"diagnosis, emr, clinical examination",3,Senior
2025,Emergency Medicine Doctor,"trauma care, acls, acute management",4.45,770,"trauma care, acls",2,Senior
2021,Psychiatrist,"psychopharmacology, crisis intervention, dsm assessment",8.79,699,"crisis intervention, psychopharmacology, dsm assessment",3,Fresher
2017,Psychiatrist,"mental health assessment, psychotherapy, psychopharmacology",21.15,753,"psychopharmacology, mental health assessment, psychotherapy",3,Senior
2025,Pediatrician,"vaccination, growth monitoring, child health, neonatal care, adolescent medicine",20.39,744,"vaccination, adolescent medicine",2,Senior
2016,Radiologist,"reporting, radiation safety, ct interpretation, pacs, mri interpretation",7.65,614,"mri interpretation, pacs, ct interpretation, radiation safety, reporting",5,Mid
2022,Psychiatrist,"psychopharmacology, crisis intervention, mental health assessment, dsm assessment",14.88,882,"mental health assessment, psychopharmacology, crisis intervention",3,Fresher
2025,Pathologist,"microscopy, laboratory medicine, biopsy analysis",11.38,1163,"laboratory medicine, biopsy analysis, microscopy",3,Senior
2018,General Physician,"patient care, emr, clinical examination, preventive medicine, diagnosis",7.4,1036,"patient care, diagnosis",2,Senior
2015,General Physician,"clinical examination, emr, preventive medicine",9.13,939,"clinical examination, emr, preventive medicine, patient care",4,Senior
2019,General Physician,"emr, preventive medicine, diagnosis",16.58,462,"emr, preventive medicine, diagnosis, patient care",4,Mid
2018,Radiologist,"reporting, mri interpretation, pacs",11.46,726,"pacs, mri interpretation, reporting",3,Senior
