Year,Job_Name,Required_Skills,Avg_Salary_LPA,Job_Postings,User_Learned_Skills,Skill_Count,Experience_Level
2018,Geotechnical Engineer,"bore log interpretation, foundation design, soil mechanics",15.38,853,"soil mechanics, bore log interpretation, foundation design, slope stability",4,Senior
2019,Urban Planner,"sustainability, land use planning, transportation planning",4.66,569,"transportation planning, sustainability, land use planning",3,Senior
2019,Geotechnical Engineer,"plaxis, soil mechanics, bore log interpretation, slope stability, foundation design",3.97,691,"plaxis, slope stability, bore log interpretation, foundation design, soil mechanics",5,Senior
2021,Urban Planner,"gis, land use planning, sustainability, zoning regulations",15.08,1182,"sustainability, land use planning, gis, zoning regulations",4,Fresher
2016,Urban Planner,"transportation planning, sustainability, gis, land use planning, zoning regulations",13.35,811,"zoning regulations, gis, transportation planning, sustainability",4,Mid
2022,Quantity Surveyor,"cost control, boq, contracts",11.37,415,"contracts, cost control, boq",3,Mid
2024,BIM Civil Engineer,"civil 3d, ifc, navisworks",3.64,933,"civil 3d, ifc, revit",3,Mid
2025,Structural Engineer,"steel design, staad pro, seismic design, reinforced concrete, etabs",19.05,721,"etabs, reinforced concrete",2,Senior
2019,Urban Planner,"zoning regulations, gis, sustainability, transportation planning, land use planning",11.88,871,"gis, sustainability",2,Mid
2018,Urban Planner,"land use planning, sustainability, zoning regulations",9.26,910,"sustainability, zoning regulations, land use planning, transportation planning",4,Senior
2023,BIM Civil Engineer,"revit, navisworks, civil 3d, clash detection, ifc",17.35,574,"civil 3d, revit, clash detection, navisworks, ifc",5,Mid
2023,BIM Civil Engineer,"ifc, clash detection, civil 3d, revit, navisworks",21.2,750,"ifc, civil 3d, navisworks",3,Fresher
2018,Highway Engineer,"irc codes, geometric design, pavement design",12.47,748,"pavement design, geometric design, irc codes",3,Fresher
2023,Highway Engineer,"traffic engineering, autocad civil 3d, geometric design",21.49,572,"geometric design, autocad civil 3d, traffic engineering",3,Senior
2023,Urban Planner,"gis, zoning regulations, sustainability, land use planning",8.08,668,"sustainability, zoning regulations, gis",3,Mid
2017,Highway Engineer,"geometric design, traffic engineering, irc codes, pavement design",11.72,300,"traffic engineering, pavement design, geometric design, irc codes",4,Fresher
2023,Urban Planner,"sustainability, zoning regulations, land use planning, transportation planning",21.94,732,"land use planning, transportation planning, zoning regulations, sustainability",4,Mid
2024,Project Manager Civil,"pmp, primavera, risk management",10.02,592,"pmp, primavera",2,Fresher
2021,Geotechnical Engineer,"bore log interpretation, soil mechanics, slope stability",9.81,1042,"soil mechanics, bore log interpretation, slope stability",3,Senior
2022,Highway Engineer,"pavement design, geometric design, autocad civil 3d, irc codes, traffic engineering",13.96,738,"traffic engineering, geometric design, autocad civil 3d, irc codes, pavement design",5,Senior
2015,Site Engineer,"safety management, surveying, quality checks",9.41,383,"surveying, safety management, site supervision",3,Senior
2024,Quantity Surveyor,"cost control, boq, estimation, primavera",9.58,912,"cost control, primavera, estimation, boq",4,Senior
2025,Quantity Surveyor,"contracts, boq, cost control",4.9,542,"boq, cost control",2,Fresher
2015,BIM Civil Engineer,"navisworks, ifc, civil 3d, revit",13.89,677,"civil 3d, revit, ifc",3,Mid
2015,BIM Civil Engineer,"clash detection, navisworks, revit",15.4,630,"clash detection, revit, navisworks",3,Mid
2020,BIM Civil Engineer,"revit, clash detection, navisworks, civil 3d",14.37,552,"revit, civil 3d, navisworks, clash detection",4,Mid
2020,BIM Civil Engineer,"navisworks, ifc, revit",9.77,408,"revit, navisworks, ifc, clash detection",4,Fresher
2024,Urban Planner,"transportation planning, gis, land use planning",16.83,705,"transportation planning, land use planning, gis",3,Mid
2017,Urban Planner,"zoning regulations, transportation planning, gis, land use planning, sustainability",10.2,576,"sustainability, gis, transportation planning, land use planning, zoning regulations",5,Senior
2015,Site Engineer,"surveying, safety management, method statement, site supervision",11.39,1008,"surveying, safety management, method statement",3,Senior
2025,Highway Engineer,"geometric design, autocad civil 3d, traffic engineering",17.65,823,"traffic engineering, autocad civil 3d, geometric design",3,Senior
2025,Site Engineer,"method statement, quality checks, site supervision",16.68,1165,"quality checks, method statement, site supervision, surveying",4,Mid
2018,Highway Engineer,"traffic engineering, geometric design, irc codes, pavement design",8.35,632,"geometric design, irc codes, traffic engineering, pavement design",4,Fresher
2021,Geotechnical Engineer,"plaxis, slope stability, foundation design, soil mechanics, bore log interpretation",15.87,755,"foundation design, soil mechanics, bore log interpretation, slope stability, plaxis",5,Senior
2015,Quantity Surveyor,"primavera, cost control, boq, contracts",21.77,954,"contracts, boq, primavera, cost control",4,Senior
2021,Urban Planner,"zoning regulations, sustainability, land use planning, gis",21.95,947,"sustainability, gis, zoning regulations, transportation planning",4,Mid
2016,BIM Civil Engineer,"revit, navisworks, clash detection, civil 3d",11.02,484,"revit, clash detection, navisworks",3,Mid
2025,BIM Civil Engineer,"navisworks, ifc, civil 3d, revit, clash detection",14.82,508,"revit, ifc, navisworks, civil 3d",4,Mid
2015,Urban Planner,"sustainability, gis, zoning regulations, land use planning",17.58,878,"zoning regulations, land use planning",2,Mid
2024,Highway Engineer,"traffic engineering, autocad civil 3d, pavement design",6.82,748,"pavement design, traffic engineering, autocad civil 3d, geometric design",4,Mid
2017,Highway Engineer,"autocad civil 3d, traffic engineering, geometric design",18.77,781,"traffic engineering, geometric design, autocad civil 3d",3,Mid
2016,Structural Engineer,"seismic design, staad pro, steel design",20.22,929,"staad pro, seismic design, steel design",3,Senior
2015,Structural Engineer,"etabs, seismic design, reinforced concrete, steel design, staad pro",9.99,859,"seismic design, staad pro, steel design, reinforced concrete",4,Fresher
2024,Structural Engineer,"seismic design, staad pro, etabs, steel design",5.95,676,"seismic design, steel design",2,Senior
2025,BIM Civil Engineer,"civil 3d, clash detection, ifc",18.71,1149,"ifc, clash detection, civil 3d",3,Fresher
2016,Quantity Surveyor,"estimation, primavera, contracts, boq",10.53,796,"primavera, estimation, contracts, boq",4,Mid
2020,Urban Planner,"land use planning, sustainability, gis, zoning regulations, transportation planning",12.77,883,"land use planning, zoning regulations",2,Fresher
2023,Highway Engineer,"pavement design, geometric design, autocad civil 3d, traffic engineering",20.51,1286,"traffic engineering, autocad civil 3d, pavement design, geometric design, irc codes",5,Senior
2023,Urban Planner,"land use planning, transportation planning, gis, zoning regulations",11.27,748,"transportation planning, land use planning, gis, zoning regulations",4,Senior
2020,BIM Civil Engineer,"revit, ifc, clash detection",20.29,691,"ifc, clash detection",2,Fresher
2021,Project Manager Civil,"pmp, risk management, contract administration",8.09,402,"pmp, risk management, contract administration, primavera",4,Senior
2021,Project Manager Civil,"risk management, primavera, pmp, tendering",11.16,728,"tendering, primavera",2,Fresher
2020,Urban Planner,"gis, land use planning, transportation planning",18.72,818,"gis, transportation planning, land use planning, sustainability",4,Senior
2025,Geotechnical Engineer,"slope stability, plaxis, foundation design, bore log interpretation",10.84,887,"foundation design, plaxis, slope stability, bore log interpretation, soil mechanics",5,Senior
2021,Site Engineer,"method statement, quality checks, safety management, site supervision",11.63,638,"safety management, quality checks, site supervision, method statement",4,Fresher
2018,Structural Engineer,"reinforced concrete, steel design, staad pro",17.04,1110,"staad pro, reinforced concrete, steel design",3,Mid
2022,Site Engineer,"quality checks, method statement, safety management, surveying, site supervision",6.47,791,"quality checks, site supervision, surveying, method statement, safety management",5,Senior
2020,Highway Engineer,"irc codes, traffic engineering, pavement design, autocad civil 3d",20.65,965,"pavement design, autocad civil 3d, irc codes",3,Mid
2022,Quantity Surveyor,"boq, primavera, estimation, contracts",17.25,448,"contracts, boq",2,Senior
2022,Structural Engineer,"steel design, etabs, reinforced concrete, seismic design, staad pro",20.12,508,"reinforced concrete, etabs, steel design, staad pro",4,Fresher
2018,Structural Engineer,"steel design, reinforced concrete, staad pro, etabs",5.11,639,"steel design, reinforced concrete, staad pro, etabs",4,Senior
2017,Highway Engineer,"irc codes, pavement design, autocad civil 3d, traffic engineering, geometric design",19.48,1397,"pavement design, geometric design, traffic engineering, irc codes",4,Mid
2021,Highway Engineer,"geometric design, pavement design, autocad civil 3d",16.59,520,"geometric design, pavement design, autocad civil 3d, traffic engineering",4,Senior
2025,Highway Engineer,"geometric design, autocad civil 3d, irc codes, traffic engineering",21.03,1012,"irc codes, geometric design",2,Senior
2017,BIM Civil Engineer,"revit, civil 3d, ifc, clash detection, navisworks",15.32,416,"civil 3d, clash detection, navisworks",3,Mid
2024,Structural Engineer,"seismic design, reinforced concrete, staad pro",16.48,306,"staad pro, seismic design, reinforced concrete, etabs",4,Senior
2020,Highway Engineer,"geometric design, autocad civil 3d, traffic engineering",9.63,682,"geometric design, autocad civil 3d",2,Mid
2023,Project Manager Civil,"contract administration, pmp, primavera, risk management",4.65,120,"contract administration, primavera, pmp, risk management",4,Mid
2016,Project Manager Civil,"risk management, primavera, pmp, contract administration",20.21,826,"primavera, pmp, risk management, contract administration",4,Senior
2023,Highway Engineer,"geometric design, irc codes, pavement design, autocad civil 3d, traffic engineering",19.34,674,"traffic engineering, pavement design",2,Mid
2017,Highway Engineer,"irc codes, autocad civil 3d, geometric design",15.13,753,"geometric design, autocad civil 3d, irc codes, traffic engineering",4,Senior
2017,Site Engineer,"method statement, surveying, safety management, quality checks",11.31,526,"quality checks, safety management, method statement, site supervision",4,Senior
2016,Highway Engineer,"pavement design, irc codes, autocad civil 3d, geometric design",9.07,578,"geometric design, irc codes",2,Fresher
2016,Site Engineer,"quality checks, surveying, site supervision, safety management, method statement",20.82,698,"quality checks, method statement, safety management, site supervision",4,Senior
2016,Structural Engineer,"etabs, steel design, reinforced concrete",5.37,976,"etabs, reinforced concrete, steel design",3,Fresher
2015,Highway Engineer,"geometric design, irc codes, autocad civil 3d, traffic engineering, pavement design",21.69,681,"pavement design, irc codes, geometric design, autocad civil 3d, traffic engineering",5,Mid
2015,Structural Engineer,"seismic design, etabs, staad pro",7.8,754,"seismic design, etabs, staad pro",3,Mid
2019,Quantity Surveyor,"primavera, contracts, estimation",9.3,684,"estimation, primavera, contracts",3,Mid
2018,Project Manager Civil,"tendering, primavera, pmp",11.51,681,"pmp, primavera, tendering, contract administration",4,Mid
2023,Urban Planner,"transportation planning, sustainability, zoning regulations, gis",6.05,822,"transportation planning, sustainability, land use planning",3,Senior
2019,Site Engineer,"safety management, quality checks, site supervision, method statement",10.3,707,"site supervision, method statement, safety management, quality checks",4,Mid
2015,Urban Planner,"land use planning, zoning regulations, transportation planning",5.33,541,"transportation planning, zoning regulations",2,Senior
2018,Quantity Surveyor,"primavera, cost control, contracts",17.1,885,"primavera, contracts, cost control",3,Mid
2016,Quantity Surveyor,"contracts, cost control, primavera, boq, estimation",12.85,961,"cost control, boq, primavera, contracts, estimation",5,Mid
2025,Structural Engineer,"seismic design, staad pro, reinforced concrete",12.49,881,"reinforced concrete, staad pro, steel design",3,Mid
2025,Structural Engineer,"etabs, steel design, staad pro, reinforced concrete, seismic design",12.75,467,"reinforced concrete, etabs",2,Fresher
2022,Structural Engineer,"steel design, staad pro, seismic design, etabs, reinforced concrete",14.57,905,"staad pro, seismic design, steel design, reinforced concrete, etabs",5,Senior
2016,Structural Engineer,"staad pro, steel design, seismic design, etabs",18.23,690,"seismic design, etabs",2,Senior
2021,Project Manager Civil,"risk management, tendering, primavera, pmp, contract administration",13.49,626,"risk management, pmp, contract administration, primavera",4,Senior
2016,Geotechnical Engineer,"foundation design, bore log interpretation, slope stability",6.04,632,"slope stability, foundation design, bore log interpretation, soil mechanics",4,Fresher
2019,Urban Planner,"zoning regulations, gis, transportation planning, sustainability, land use planning",17.23,594,"land use planning, transportation planning, sustainability, gis, zoning regulations",5,Fresher
2023,Site Engineer,"method statement, surveying, safety management, site supervision",20.77,879,"method statement, safety management, surveying, site supervision",4,Senior
2015,Project Manager Civil,"contract administration, tendering, primavera, pmp",12.01,480,"pmp, primavera, contract administration, tendering",4,Mid
2023,Quantity Surveyor,"contracts, primavera, estimation, cost control, boq",14.32,642,"estimation, boq",2,Senior
2018,Site Engineer,"surveying, quality checks, safety management, site supervision",11.77,548,"quality checks, site supervision",2,Mid
2019,Geotechnical Engineer,"bore log interpretation, foundation design, plaxis, soil mechanics, slope stability",11.36,1202,"bore log interpretation, slope stability, plaxis, soil mechanics",4,Senior
2015,BIM Civil Engineer,"navisworks, ifc, revit, clash detection, civil 3d",15.88,1012,"ifc, navisworks, revit, clash detection",4,Mid
2015,Highway Engineer,"irc codes, geometric design, traffic engineering",17.79,517,"traffic engineering, irc codes, geometric design, autocad civil 3d",4,Mid
2016,Site Engineer,"site supervision, safety management, surveying, quality checks, method statement",19.71,392,"method statement, site supervision, surveying",3,Senior
2016,Site Engineer,"surveying, site supervision, safety management, method statement, quality checks",8.68,920,"surveying, method statement, safety management, site supervision, quality checks",5,Mid
2024,BIM Civil Engineer,"navisworks, civil 3d, clash detection, ifc",9.37,814,"civil 3d, navisworks, clash detection, ifc",4,Mid
2020,Geotechnical Engineer,"foundation design, bore log interpretation, soil mechanics, plaxis, slope stability",21.88,438,"soil mechanics, foundation design",2,Mid
2015,Quantity Surveyor,"primavera, contracts, cost control, estimation",13.56,647,"contracts, estimation, cost control",3,Mid
2025,Project Manager Civil,"tendering, risk management, primavera, pmp, contract administration",17.28,885,"risk management, tendering, primavera, contract administration",4,Mid
2024,Geotechnical Engineer,"slope stability, foundation design, bore log interpretation, soil mechanics, plaxis",7.05,920,"foundation design, bore log interpretation, plaxis",3,Mid
2017,Structural Engineer,"reinforced concrete, seismic design, etabs",12.94,1007,"reinforced concrete, etabs, seismic design",3,Mid
2016,BIM Civil Engineer,"civil 3d, navisworks, ifc, revit",17.33,893,"revit, navisworks, ifc",3,Senior
2023,Geotechnical Engineer,"slope stability, soil mechanics, bore log interpretation, foundation design, plaxis",7.35,445,"soil mechanics, plaxis, slope stability, bore log interpretation, foundation design",5,Senior
2019,Site Engineer,"safety management, quality checks, site supervision",14.84,301,"safety management, quality checks, site supervision",3,Senior
2020,Structural Engineer,"steel design, staad pro, reinforced concrete, etabs, seismic design",19.96,655,"steel design, staad pro, etabs, reinforced concrete, seismic design",5,Mid
2018,Structural Engineer,"etabs, steel design, staad pro, reinforced concrete, seismic design",14.05,844,"staad pro, etabs, reinforced concrete, seismic design",4,Fresher
2023,Site Engineer,"site supervision, method statement, quality checks, surveying, safety management",6.01,946,"safety management, quality checks",2,Mid
2016,BIM Civil Engineer,"navisworks, civil 3d, ifc, clash detection",20.9,588,"ifc, civil 3d",2,Mid
2017,Project Manager Civil,"primavera, contract administration, tendering, pmp",19.17,568,"contract administration, primavera, pmp, risk management",4,Mid
2024,Project Manager Civil,"risk management, pmp, contract administration, tendering, primavera",11.72,646,"tendering, pmp, contract administration, risk management, primavera",5,Fresher
2024,BIM Civil Engineer,"civil 3d, navisworks, ifc, revit",14.62,742,"ifc, navisworks, revit, civil 3d",4,Fresher
2023,Quantity Surveyor,"cost control, contracts, primavera, estimation",20.44,829,"contracts, cost control",2,Mid
2022,BIM Civil Engineer,"civil 3d, navisworks, ifc, clash detection",14.47,691,"navisworks, civil 3d",2,Mid
2021,Project Manager Civil,"pmp, primavera, tendering",15.34,643,"primavera, tendering, pmp",3,Senior
2022,Structural Engineer,"reinforced concrete, staad pro, seismic design",9.19,685,"staad pro, seismic design",2,Senior
2022,Urban Planner,"gis, transportation planning, sustainability",5.06,1109,"sustainability, transportation planning, gis, land use planning",4,Senior
2021,Structural Engineer,"reinforced concrete, staad pro, etabs",7.51,546,"etabs, staad pro, reinforced concrete",3,Senior
2021,Highway Engineer,"traffic engineering, geometric design, pavement design, irc codes, autocad civil 3d",15.49,572,"autocad civil 3d, traffic engineering, pavement design, irc codes",4,Senior
2019,BIM Civil Engineer,"clash detection, civil 3d, navisworks, ifc",4.08,628,"clash detection, navisworks, ifc",3,Senior
2017,Quantity Surveyor,"primavera, boq, estimation, cost control",10.38,489,"estimation, cost control, boq, primavera, contracts",5,Mid
2020,Geotechnical Engineer,"bore log interpretation, plaxis, foundation design, soil mechanics",10.97,933,"plaxis, soil mechanics, bore log interpretation",3,Mid
2024,Project Manager Civil,"contract administration, primavera, risk management, tendering",5.53,481,"tendering, contract administration",2,Senior
2016,Highway Engineer,"pavement design, irc codes, autocad civil 3d",17.28,984,"autocad civil 3d, pavement design, irc codes",3,Fresher
2022,Project Manager Civil,"contract administration, primavera, pmp, tendering",5.98,518,"pmp, contract administration, primavera, tendering",4,Mid
2020,Urban Planner,"transportation planning, zoning regulations, land use planning, gis, sustainability",18.0,829,"zoning regulations, gis, transportation planning",3,Mid
2017,Site Engineer,"method statement, surveying, quality checks, safety management",9.82,695,"quality checks, method statement, safety management, surveying, site supervision",5,Senior
2015,Highway Engineer,"autocad civil 3d, traffic engineering, pavement design",19.06,659,"autocad civil 3d, traffic engineering, pavement design",3,Mid
2019,Structural Engineer,"steel design, seismic design, staad pro, etabs",17.34,427,"seismic design, etabs, staad pro, steel design, reinforced concrete",5,Fresher
2015,Geotechnical Engineer,"foundation design, bore log interpretation, plaxis, slope stability, soil mechanics",7.5,442,"soil mechanics, bore log interpretation, plaxis, slope stability, foundation design",5,Fresher
2015,Structural Engineer,"reinforced concrete, seismic design, etabs, steel design, staad pro",15.13,649,"steel design, reinforced concrete",2,Senior
2016,Quantity Surveyor,"primavera, estimation, contracts",8.05,571,"primavera, contracts",2,Senior
2025,Urban Planner,"gis, land use planning, transportation planning, zoning regulations",6.4,621,"zoning regulations, gis, transportation planning, land use planning",4,Fresher
2015,BIM Civil Engineer,"civil 3d, clash detection, revit",17.67,674,"revit, civil 3d",2,Mid
2025,Site Engineer,"method statement, safety management, surveying, quality checks",6.46,1039,"surveying, method statement, safety management, quality checks",4,Fresher
2023,Project Manager Civil,"primavera, tendering, risk management",21.43,781,"primavera, tendering, risk management",3,Fresher
2021,Geotechnical Engineer,"soil mechanics, bore log interpretation, foundation design, plaxis, slope stability",6.43,675,"slope stability, soil mechanics, plaxis",3,Mid
2025,Geotechnical Engineer,"plaxis, foundation design, soil mechanics, slope stability",18.34,863,"foundation design, slope stability, soil mechanics",3,Mid
2018,Highway Engineer,"autocad civil 3d, traffic engineering, pavement design, geometric design, irc codes",12.97,591,"pavement design, geometric design",2,Senior
2024,Project Manager Civil,"risk management, pmp, primavera, tendering, contract administration",17.57,587,"pmp, risk management",2,Fresher
2020,Project Manager Civil,"primavera, tendering, risk management, pmp, contract administration",12.35,903,"primavera, contract administration, risk management, pmp, tendering",5,Fresher
2022,Quantity Surveyor,"contracts, estimation, cost control, boq",18.86,574,"contracts, estimation, cost control, boq",4,Mid
2024,Highway Engineer,"autocad civil 3d, traffic engineering, geometric design",4.16,461,"traffic engineering, geometric design, autocad civil 3d",3,Mid
2024,Geotechnical Engineer,"bore log interpretation, soil mechanics, slope stability, plaxis",18.41,721,"slope stability, soil mechanics, plaxis, bore log interpretation",4,Fresher
2019,Site Engineer,"site supervision, quality checks, method statement",4.75,770,"method statement, site supervision, quality checks, safety management",4,Senior
2015,Geotechnical Engineer,"plaxis, bore log interpretation, foundation design",4.55,675,"bore log interpretation, foundation design, plaxis",3,Senior
2016,Highway Engineer,"traffic engineering, autocad civil 3d, irc codes",14.85,336,"irc codes, autocad civil 3d, traffic engineering",3,Mid
2018,Structural Engineer,"reinforced concrete, seismic design, steel design",6.65,1023,"steel design, seismic design, reinforced concrete, staad pro",4,Fresher
2015,Geotechnical Engineer,"foundation design, plaxis, soil mechanics, slope stability",11.88,360,"plaxis, soil mechanics, slope stability, foundation design",4,Fresher
2023,BIM Civil Engineer,"clash detection, civil 3d, ifc, navisworks",21.51,452,"navisworks, clash detection, civil 3d, ifc",4,Mid
2023,Quantity Surveyor,"cost control, boq, estimation, contracts",12.83,794,"estimation, boq, contracts, cost control, primavera",5,Mid
2019,Urban Planner,"land use planning, gis, zoning regulations, sustainability",21.43,486,"gis, land use planning, sustainability, zoning regulations",4,Senior
2016,Urban Planner,"transportation planning, gis, land use planning, sustainability, zoning regulations",6.75,453,"gis, transportation planning, zoning regulations",3,Mid
2015,Quantity Surveyor,"cost control, boq, estimation, primavera, contracts",11.61,424,"contracts, estimation, cost control, primavera, boq",5,Mid
2023,Quantity Surveyor,"primavera, boq, estimation",4.38,928,"primavera, boq, estimation, contracts",4,Senior
2024,Highway Engineer,"irc codes, pavement design, geometric design, autocad civil 3d, traffic engineering",15.18,720,"traffic engineering, irc codes, autocad civil 3d, pavement design, geometric design",5,Fresher
2017,Structural Engineer,"seismic design, reinforced concrete, steel design, etabs",18.33,720,"etabs, reinforced concrete, seismic design, staad pro",4,Senior
2023,Quantity Surveyor,"estimation, primavera, contracts",21.24,735,"estimation, primavera, contracts",3,Mid
2019,Urban Planner,"land use planning, gis, transportation planning",11.9,822,"gis, land use planning, transportation planning",3,Mid
2017,Quantity Surveyor,"primavera, estimation, cost control",17.46,619,"primavera, cost control, estimation",3,Mid
2022,Structural Engineer,"etabs, reinforced concrete, staad pro",5.86,991,"etabs, staad pro",2,Fresher
2018,BIM Civil Engineer,"civil 3d, ifc, clash detection",11.27,877,"civil 3d, clash detection, ifc",3,Senior
2015,Project Manager Civil,"pmp, contract administration, primavera",6.25,768,"primavera, pmp",2,Fresher
2019,Highway Engineer,"geometric design, pavement design, autocad civil 3d",17.94,1055,"pavement design, autocad civil 3d",2,Senior
2017,Highway Engineer,"pavement design, traffic engineering, irc codes, geometric design, autocad civil 3d",9.01,758,"pavement design, irc codes",2,Mid
2022,Site Engineer,"method statement, safety management, surveying",13.29,796,"surveying, safety management, method statement, site supervision",4,Fresher
2019,Structural Engineer,"reinforced concrete, steel design, staad pro, seismic design, etabs",21.78,524,"reinforced concrete, staad pro",2,Mid
2019,Highway Engineer,"traffic engineering, autocad civil 3d, geometric design, pavement design",20.74,615,"pavement design, autocad civil 3d, geometric design",3,Fresher
2024,BIM Civil Engineer,"revit, clash detection, civil 3d, ifc, navisworks",20.26,635,"civil 3d, ifc, revit",3,Fresher
2018,Quantity Surveyor,"primavera, boq, estimation",7.97,847,"primavera, estimation, boq, contracts",4,Fresher
2025,Quantity Surveyor,"cost control, boq, estimation, contracts, primavera",20.52,636,"contracts, estimation, boq, primavera, cost control",5,Fresher
2015,Structural Engineer,"reinforced concrete, staad pro, steel design, etabs, seismic design",20.78,705,"seismic design, reinforced concrete, staad pro, steel design",4,Senior
2025,Geotechnical Engineer,"plaxis, slope stability, bore log interpretation",16.55,1055,"slope stability, bore log interpretation, plaxis, foundation design",4,Senior
2025,BIM Civil Engineer,"civil 3d, ifc, clash detection, revit, navisworks",18.02,492,"navisworks, civil 3d, clash detection",3,Fresher
2024,Geotechnical Engineer,"foundation design, plaxis, bore log interpretation, soil mechanics, slope stability",20.31,450,"slope stability, bore log interpretation, foundation design, soil mechanics",4,Fresher
2025,Quantity Surveyor,"boq, contracts, estimation",8.76,782,"estimation, boq, contracts",3,Fresher
2022,Highway Engineer,"pavement design, irc codes, autocad civil 3d, geometric design, traffic engineering",13.66,507,"pavement design, geometric design, traffic engineering, irc codes, autocad civil 3d",5,Senior
2019,Quantity Surveyor,"boq, primavera, cost control, contracts",14.07,735,"cost control, boq, estimation",3,Mid
2023,Quantity Surveyor,"contracts, boq, estimation, cost control",13.2,846,"cost control, estimation",2,Mid
2024,BIM Civil Engineer,"navisworks, clash detection, civil 3d, revit",8.73,754,"clash detection, civil 3d, navisworks, revit, ifc",5,Mid
2022,Highway Engineer,"geometric design, autocad civil 3d, irc codes, pavement design, traffic engineering",6.25,585,"irc codes, pavement design, geometric design, traffic engineering, autocad civil 3d",5,Fresher
2025,Highway Engineer,"traffic engineering, geometric design, irc codes, pavement design, autocad civil 3d",5.23,418,"pavement design, irc codes",2,Fresher
2017,Project Manager Civil,"risk management, tendering, pmp",15.59,635,"pmp, tendering, risk management",3,Fresher
2025,BIM Civil Engineer,"ifc, clash detection, civil 3d, revit",7.82,276,"ifc, civil 3d, clash detection, revit, navisworks",5,Fresher
2025,Geotechnical Engineer,"soil mechanics, plaxis, bore log interpretation",21.03,752,"soil mechanics, plaxis, bore log interpretation",3,Fresher
2025,BIM Civil Engineer,"revit, navisworks, civil 3d, clash detection",18.09,739,"civil 3d, navisworks, clash detection",3,Mid
2023,Urban Planner,"zoning regulations, transportation planning, land use planning",13.19,700,"transportation planning, land use planning, zoning regulations, gis",4,Mid
2016,Geotechnical Engineer,"slope stability, bore log interpretation, plaxis, soil mechanics, foundation design",18.89,696,"foundation design, soil mechanics, bore log interpretation, plaxis, slope stability",5,Senior
2024,Highway Engineer,"traffic engineering, geometric design, pavement design, irc codes",17.03,799,"pavement design, traffic engineering, irc codes, geometric design",4,Mid
2022,Urban Planner,"sustainability, land use planning, transportation planning",7.07,891,"transportation planning, sustainability, land use planning",3,Mid
2020,Site Engineer,"method statement, site supervision, surveying, quality checks, safety management",20.11,768,"site supervision, safety management, quality checks, method statement, surveying",5,Mid
2020,Urban Planner,"zoning regulations, transportation planning, land use planning, sustainability, gis",8.16,554,"sustainability, zoning regulations, gis, transportation planning, land use planning",5,Mid
2015,Geotechnical Engineer,"slope stability, plaxis, bore log interpretation",20.39,699,"slope stability, plaxis, bore log interpretation",3,Senior
2023,Highway Engineer,"pavement design, traffic engineering, geometric design",9.37,341,"pavement design, geometric design, irc codes",3,Fresher
2024,Urban Planner,"sustainability, zoning regulations, transportation planning, gis",7.19,671,"gis, sustainability, zoning regulations, transportation planning",4,Mid
2023,Highway Engineer,"traffic engineering, autocad civil 3d, pavement design, irc codes",9.34,685,"autocad civil 3d, pavement design",2,Mid
2022,Structural Engineer,"etabs, staad pro, reinforced concrete, seismic design, steel design",12.95,921,"etabs, reinforced concrete",2,Mid
2023,Project Manager Civil,"contract administration, risk management, tendering",19.01,472,"tendering, contract administration, risk management, primavera",4,Mid
2018,Highway Engineer,"autocad civil 3d, geometric design, pavement design",4.62,599,"geometric design, autocad civil 3d, pavement design",3,Fresher
2023,Project Manager Civil,"pmp, risk management, tendering, contract administration",13.18,1009,"contract administration, risk management, tendering, pmp",4,Fresher
2024,BIM Civil Engineer,"revit, navisworks, ifc, civil 3d, clash detection",8.34,627,"ifc, clash detection, revit, navisworks",4,Senior
2017,Structural Engineer,"seismic design, reinforced concrete, etabs, staad pro",5.55,731,"staad pro, reinforced concrete, etabs, seismic design",4,Senior
2020,Project Manager Civil,"contract administration, tendering, risk management",20.84,713,"tendering, risk management, primavera",3,Mid
2025,Project Manager Civil,"pmp, tendering, risk management",20.96,717,"pmp, risk management, tendering, contract administration",4,Fresher
2020,Urban Planner,"land use planning, transportation planning, sustainability",9.52,1193,"sustainability, transportation planning, land use planning",3,Mid
2016,Highway Engineer,"geometric design, pavement design, traffic engineering, autocad civil 3d",12.5,719,"autocad civil 3d, pavement design, geometric design",3,Mid
2016,Quantity Surveyor,"contracts, primavera, estimation, boq",20.89,1117,"estimation, primavera, boq, contracts",4,Senior
2020,Highway Engineer,"geometric design, traffic engineering, pavement design, irc codes",11.78,481,"geometric design, pavement design, traffic engineering",3,Senior
2017,BIM Civil Engineer,"navisworks, clash detection, civil 3d, revit, ifc",16.38,563,"ifc, civil 3d, navisworks",3,Fresher
2025,Highway Engineer,"traffic engineering, pavement design, irc codes, geometric design, autocad civil 3d",13.37,777,"autocad civil 3d, irc codes, traffic engineering, geometric design",4,Mid
2024,BIM Civil Engineer,"civil 3d, clash detection, revit, ifc",13.09,684,"ifc, revit, civil 3d, clash detection, navisworks",5,Mid
2019,BIM Civil Engineer,"ifc, revit, navisworks, clash detection, civil 3d",20.95,743,"revit, navisworks, civil 3d, ifc",4,Mid
2019,BIM Civil Engineer,"civil 3d, ifc, navisworks, revit",3.5,706,"revit, civil 3d, navisworks, ifc",4,Mid
2016,Project Manager Civil,"primavera, tendering, contract administration, risk management, pmp",5.68,634,"contract administration, tendering, pmp, risk management, primavera",5,Fresher
