Year,Job_Name,Required_Skills,Avg_Salary_LPA,Job_Postings,User_Learned_Skills,Skill_Count,Experience_Level
2024,RF Engineer,"rf chain, antenna design, impedance matching",6.28,611,"antenna design, rf chain, impedance matching",3,Mid
2023,VLSI Design Engineer,"verilog, synthesis, vhdl",5.72,583,"vhdl, synthesis, verilog",3,Mid
2020,VLSI Design Engineer,"verilog, synthesis, rtl design, vhdl",15.44,732,"vhdl, verilog, timing closure",3,Fresher
2018,Embedded Systems Engineer,"arm cortex, firmware, microcontroller",5.29,579,"firmware, arm cortex, microcontroller",3,Mid
2017,VLSI Design Engineer,"verilog, timing closure, rtl design",15.94,582,"rtl design, timing closure",2,Fresher
2021,Telecom Network Engineer,"ran planning, wireless protocols, link budget",7.16,399,"ran planning, link budget, wireless protocols",3,Fresher
2020,PCB Design Engineer,"altium designer, stackup design, signal integrity, high speed pcb, emi emc",21.05,695,"stackup design, signal integrity, altium designer",3,Mid
2019,RF Engineer,"rf chain, impedance matching, network analyzer",4.21,951,"network analyzer, rf chain, impedance matching, antenna design",4,Mid
2025,PCB Design Engineer,"high speed pcb, signal integrity, stackup design, altium designer",11.18,358,"stackup design, high speed pcb, signal integrity, altium designer",4,Senior
2022,RF Engineer,"antenna design, network analyzer, impedance matching",7.25,643,"impedance matching, network analyzer, antenna design",3,Senior
2023,VLSI Design Engineer,"timing closure, rtl design, synthesis, verilog",19.61,651,"timing closure, verilog, rtl design, synthesis",4,Senior
2016,Embedded Systems Engineer,"arm cortex, spi protocol, rtos",11.86,1030,"spi protocol, rtos, arm cortex",3,Senior
2024,Embedded Systems Engineer,"microcontroller, rtos, spi protocol",21.89,730,"microcontroller, rtos, arm cortex",3,Mid
2019,VLSI Design Engineer,"verilog, synthesis, timing closure",21.11,803,"synthesis, timing closure, verilog, vhdl",4,Mid
2018,Embedded Systems Engineer,"spi protocol, arm cortex, microcontroller, firmware",6.17,501,"spi protocol, microcontroller",2,Senior
2019,DSP Engineer,"digital filters, matlab, communications algorithms",10.18,1021,"communications algorithms, digital filters",2,Senior
2018,Embedded Systems Engineer,"rtos, arm cortex, microcontroller",18.58,670,"arm cortex, rtos, spi protocol",3,Fresher
2015,PCB Design Engineer,"altium designer, stackup design, emi emc",15.07,703,"emi emc, altium designer, stackup design",3,Fresher
2021,DSP Engineer,"communications algorithms, matlab, fft",18.71,565,"communications algorithms, fft",2,Fresher
2024,PCB Design Engineer,"altium designer, stackup design, signal integrity, high speed pcb",15.94,763,"signal integrity, altium designer, stackup design, high speed pcb, emi emc",5,Fresher
2025,Analog Design Engineer,"bandgap reference, layout, spice simulation",20.69,991,"spice simulation, bandgap reference, layout, op amp design",4,Mid
2018,PCB Design Engineer,"altium designer, signal integrity, emi emc, stackup design, high speed pcb",5.87,1217,"signal integrity, emi emc, stackup design",3,Fresher
2020,VLSI Design Engineer,"timing closure, rtl design, synthesis",3.79,340,"synthesis, rtl design, timing closure",3,Mid
2017,PCB Design Engineer,"emi emc, altium designer, stackup design",10.17,543,"altium designer, stackup design, emi emc, high speed pcb",4,Senior
2023,Hardware Test Engineer,"boundary scan, dft, ate testing, test patterns",15.39,654,"ate testing, dft",2,Mid
2015,Analog Design Engineer,"layout, bandgap reference, adc design",19.65,487,"adc design, layout, bandgap reference, op amp design",4,Mid
2016,RF Engineer,"smith chart, network analyzer, antenna design, impedance matching",6.58,668,"impedance matching, antenna design, smith chart",3,Senior
2025,DSP Engineer,"digital filters, matlab, fixed point arithmetic, communications algorithms, fft",12.24,990,"digital filters, fixed point arithmetic",2,Fresher
2017,VLSI Design Engineer,"vhdl, timing closure, rtl design",7.71,458,"rtl design, vhdl",2,Fresher
2023,DSP Engineer,"digital filters, fixed point arithmetic, fft, matlab",16.52,774,"fft, digital filters, fixed point arithmetic, matlab",4,Fresher
2015,PCB Design Engineer,"altium designer, signal integrity, emi emc, high speed pcb",20.11,230,"altium designer, signal integrity, emi emc, high speed pcb",4,Mid
2023,Hardware Test Engineer,"dft, boundary scan, ate testing, yield analysis",5.78,465,"ate testing, yield analysis, boundary scan, dft",4,Fresher
2022,DSP Engineer,"matlab, fixed point arithmetic, digital filters, communications algorithms",17.79,1047,"communications algorithms, digital filters",2,Fresher
2022,PCB Design Engineer,"altium designer, stackup design, signal integrity",5.51,1087,"altium designer, stackup design",2,Mid
2024,RF Engineer,"antenna design, impedance matching, smith chart, rf chain",11.35,394,"impedance matching, smith chart, rf chain, antenna design",4,Fresher
2025,RF Engineer,"smith chart, impedance matching, rf chain, network analyzer, antenna design",8.99,718,"antenna design, impedance matching, smith chart, rf chain",4,Senior
2016,DSP Engineer,"fft, fixed point arithmetic, matlab, digital filters, communications algorithms",21.52,763,"communications algorithms, matlab",2,Mid
2020,PCB Design Engineer,"emi emc, stackup design, high speed pcb",12.36,433,"stackup design, emi emc, high speed pcb, signal integrity",4,Senior
2015,Embedded Systems Engineer,"spi protocol, rtos, arm cortex",5.82,346,"arm cortex, rtos, spi protocol",3,Mid
2015,DSP Engineer,"communications algorithms, fixed point arithmetic, fft, digital filters, matlab",8.21,607,"digital filters, matlab, fixed point arithmetic",3,Mid
2023,DSP Engineer,"communications algorithms, fixed point arithmetic, digital filters, matlab, fft",17.63,842,"fft, fixed point arithmetic, digital filters",3,Senior
2020,Embedded Systems Engineer,"arm cortex, rtos, firmware, microcontroller",5.49,761,"arm cortex, microcontroller, rtos",3,Mid
2019,VLSI Design Engineer,"synthesis, rtl design, timing closure, vhdl",8.0,852,"synthesis, timing closure",2,Fresher
2021,DSP Engineer,"digital filters, fft, communications algorithms, fixed point arithmetic",21.84,543,"communications algorithms, fft",2,Fresher
2022,RF Engineer,"antenna design, rf chain, smith chart, impedance matching",7.2,874,"impedance matching, smith chart, rf chain, antenna design",4,Fresher
2022,Telecom Network Engineer,"link budget, wireless protocols, fiber optics",17.96,933,"fiber optics, link budget, wireless protocols",3,Mid
2019,DSP Engineer,"matlab, fixed point arithmetic, communications algorithms",20.89,630,"fixed point arithmetic, communications algorithms",2,Mid
2018,VLSI Design Engineer,"timing closure, rtl design, verilog, synthesis, vhdl",8.64,724,"verilog, rtl design, timing closure, vhdl",4,Senior
2020,Embedded Systems Engineer,"spi protocol, rtos, arm cortex, firmware, microcontroller",7.08,695,"firmware, spi protocol, arm cortex, rtos, microcontroller",5,Fresher
2020,DSP Engineer,"matlab, digital filters, fixed point arithmetic, communications algorithms",13.58,537,"matlab, communications algorithms, fixed point arithmetic",3,Fresher
2022,PCB Design Engineer,"emi emc, high speed pcb, stackup design, altium designer, signal integrity",13.64,643,"high speed pcb, signal integrity, emi emc, altium designer",4,Senior
2022,Analog Design Engineer,"layout, bandgap reference, op amp design",18.46,698,"bandgap reference, layout, adc design",3,Fresher
2018,Embedded Systems Engineer,"firmware, arm cortex, microcontroller, spi protocol, rtos",9.48,345,"spi protocol, microcontroller, rtos, firmware, arm cortex",5,Senior
2019,DSP Engineer,"matlab, fixed point arithmetic, communications algorithms, fft",20.93,817,"fixed point arithmetic, matlab, fft, communications algorithms",4,Fresher
2015,VLSI Design Engineer,"synthesis, verilog, rtl design, timing closure, vhdl",9.01,1076,"rtl design, vhdl, timing closure, verilog, synthesis",5,Fresher
2016,Hardware Test Engineer,"test patterns, yield analysis, dft, ate testing",10.91,951,"ate testing, test patterns, yield analysis, dft",4,Senior
2021,Telecom Network Engineer,"lte, ran planning, wireless protocols",5.93,706,"lte, wireless protocols, ran planning, link budget",4,Senior
2025,Embedded Systems Engineer,"rtos, arm cortex, microcontroller, spi protocol, firmware",15.78,749,"firmware, arm cortex, rtos, spi protocol, microcontroller",5,Fresher
2016,Telecom Network Engineer,"ran planning, fiber optics, lte, wireless protocols",4.66,594,"ran planning, lte, fiber optics, wireless protocols",4,Senior
2019,PCB Design Engineer,"stackup design, emi emc, signal integrity, high speed pcb",19.07,1077,"signal integrity, emi emc, high speed pcb, stackup design, altium designer",5,Fresher
2021,Telecom Network Engineer,"lte, wireless protocols, fiber optics, link budget, ran planning",17.92,552,"fiber optics, link budget, lte, ran planning, wireless protocols",5,Senior
2024,VLSI Design Engineer,"synthesis, timing closure, rtl design",14.93,971,"timing closure, rtl design, synthesis",3,Mid
2020,Hardware Test Engineer,"boundary scan, yield analysis, dft, ate testing",5.09,632,"yield analysis, boundary scan",2,Senior
2020,Embedded Systems Engineer,"spi protocol, microcontroller, arm cortex, firmware, rtos",11.37,620,"spi protocol, rtos, firmware",3,Mid
2024,DSP Engineer,"digital filters, fft, matlab, communications algorithms, fixed point arithmetic",7.5,624,"fft, communications algorithms, matlab, digital filters, fixed point arithmetic",5,Senior
2015,VLSI Design Engineer,"synthesis, vhdl, rtl design, timing closure",7.64,611,"rtl design, vhdl, synthesis, timing closure, verilog",5,Senior
2024,DSP Engineer,"matlab, fft, fixed point arithmetic, communications algorithms",15.39,1066,"fft, communications algorithms, fixed point arithmetic, matlab",4,Senior
2019,Embedded Systems Engineer,"microcontroller, arm cortex, rtos, firmware, spi protocol",13.96,957,"arm cortex, microcontroller, rtos",3,Mid
2024,Hardware Test Engineer,"yield analysis, dft, ate testing",12.58,726,"ate testing, dft, yield analysis",3,Fresher
2018,DSP Engineer,"digital filters, fixed point arithmetic, matlab, fft",14.56,999,"digital filters, fixed point arithmetic",2,Mid
2017,Embedded Systems Engineer,"arm cortex, spi protocol, firmware, rtos",9.9,687,"arm cortex, rtos, firmware",3,Senior
2019,Telecom Network Engineer,"fiber optics, ran planning, link budget, wireless protocols, lte",20.31,470,"ran planning, wireless protocols, link budget",3,Senior
2022,PCB Design Engineer,"altium designer, signal integrity, stackup design",9.84,658,"stackup design, signal integrity, altium designer",3,Mid
2018,Telecom Network Engineer,"link budget, wireless protocols, lte",5.34,805,"wireless protocols, link budget, lte",3,Mid
2020,Analog Design Engineer,"bandgap reference, spice simulation, adc design",17.6,406,"adc design, spice simulation, bandgap reference",3,Senior
2025,PCB Design Engineer,"stackup design, signal integrity, emi emc, high speed pcb, altium designer",21.94,617,"signal integrity, altium designer, high speed pcb",3,Mid
2017,Embedded Systems Engineer,"microcontroller, rtos, spi protocol, arm cortex, firmware",9.7,819,"arm cortex, firmware",2,Fresher
2018,VLSI Design Engineer,"vhdl, verilog, synthesis, rtl design, timing closure",21.26,743,"synthesis, vhdl",2,Fresher
2018,Analog Design Engineer,"bandgap reference, adc design, op amp design",18.53,1032,"bandgap reference, op amp design, adc design",3,Mid
2025,DSP Engineer,"communications algorithms, matlab, fft, fixed point arithmetic, digital filters",5.31,800,"communications algorithms, fixed point arithmetic, matlab, fft",4,Fresher
2019,DSP Engineer,"digital filters, communications algorithms, fft, matlab, fixed point arithmetic",13.77,655,"fft, matlab, digital filters, communications algorithms, fixed point arithmetic",5,Fresher
2015,PCB Design Engineer,"stackup design, signal integrity, emi emc",19.76,995,"stackup design, emi emc, signal integrity",3,Mid
2017,DSP Engineer,"fft, digital filters, fixed point arithmetic",18.27,738,"fft, digital filters, fixed point arithmetic, communications algorithms",4,Senior
2023,VLSI Design Engineer,"timing closure, rtl design, verilog",5.46,1074,"timing closure, verilog, rtl design",3,Senior
2022,PCB Design Engineer,"stackup design, emi emc, signal integrity, high speed pcb",9.11,315,"stackup design, high speed pcb, signal integrity, emi emc",4,Fresher
2022,DSP Engineer,"fixed point arithmetic, communications algorithms, fft, digital filters, matlab",18.87,803,"matlab, fft",2,Senior
2021,Hardware Test Engineer,"dft, test patterns, ate testing, yield analysis",5.54,715,"yield analysis, ate testing, test patterns",3,Senior
2020,Telecom Network Engineer,"wireless protocols, fiber optics, ran planning",17.82,648,"fiber optics, wireless protocols, ran planning, lte",4,Fresher
2025,Telecom Network Engineer,"wireless protocols, lte, fiber optics, link budget",16.17,984,"lte, link budget, fiber optics",3,Fresher
2018,Hardware Test Engineer,"ate testing, yield analysis, test patterns",18.68,804,"test patterns, ate testing",2,Senior
2017,Analog Design Engineer,"adc design, layout, op amp design, spice simulation, bandgap reference",5.39,813,"bandgap reference, layout, adc design, spice simulation",4,Senior
2016,DSP Engineer,"fft, communications algorithms, fixed point arithmetic, digital filters, matlab",17.32,1070,"communications algorithms, fft, digital filters",3,Mid
2025,DSP Engineer,"matlab, communications algorithms, fixed point arithmetic, digital filters",13.99,495,"communications algorithms, fixed point arithmetic, matlab, digital filters",4,Mid
2023,Analog Design Engineer,"spice simulation, adc design, layout, bandgap reference",17.8,799,"adc design, bandgap reference",2,Senior
2016,DSP Engineer,"communications algorithms, matlab, digital filters, fft",5.93,502,"fft, digital filters, matlab, communications algorithms",4,Mid
2022,Hardware Test Engineer,"ate testing, test patterns, yield analysis, dft, boundary scan",10.26,811,"ate testing, boundary scan",2,Mid
2018,PCB Design Engineer,"stackup design, emi emc, altium designer, signal integrity, high speed pcb",13.05,813,"high speed pcb, emi emc, altium designer, signal integrity",4,Fresher
2020,VLSI Design Engineer,"vhdl, timing closure, synthesis, verilog",12.97,771,"timing closure, synthesis, vhdl, verilog",4,Mid
2024,RF Engineer,"impedance matching, network analyzer, antenna design",10.71,643,"antenna design, impedance matching, network analyzer",3,Senior
2025,Analog Design Engineer,"spice simulation, bandgap reference, op amp design, layout, adc design",6.99,284,"layout, adc design, bandgap reference",3,Mid
2016,Hardware Test Engineer,"ate testing, boundary scan, test patterns, dft",3.52,782,"dft, test patterns, ate testing",3,Mid
2020,RF Engineer,"smith chart, network analyzer, rf chain, impedance matching, antenna design",5.33,532,"antenna design, rf chain, impedance matching, smith chart, network analyzer",5,Mid
2023,Embedded Systems Engineer,"microcontroller, firmware, spi protocol, arm cortex",12.71,452,"firmware, microcontroller, arm cortex, spi protocol",4,Mid
2020,Analog Design Engineer,"bandgap reference, op amp design, adc design",15.09,405,"bandgap reference, op amp design, layout",3,Senior
2023,Telecom Network Engineer,"fiber optics, link budget, ran planning",11.46,765,"link budget, ran planning, fiber optics",3,Mid
2018,Embedded Systems Engineer,"firmware, rtos, microcontroller",18.9,475,"firmware, rtos",2,Mid
2019,Embedded Systems Engineer,"arm cortex, microcontroller, spi protocol, rtos",16.74,763,"spi protocol, microcontroller, arm cortex, rtos",4,Fresher
2018,VLSI Design Engineer,"vhdl, verilog, timing closure, synthesis, rtl design",15.97,753,"synthesis, timing closure, vhdl, rtl design",4,Mid
2017,VLSI Design Engineer,"synthesis, timing closure, vhdl, verilog, rtl design",4.04,617,"rtl design, verilog, synthesis, vhdl",4,Senior
2021,DSP Engineer,"fixed point arithmetic, digital filters, communications algorithms, matlab",14.11,891,"digital filters, communications algorithms, matlab, fixed point arithmetic",4,Mid
2025,PCB Design Engineer,"stackup design, signal integrity, emi emc",17.7,578,"signal integrity, emi emc, stackup design, altium designer",4,Senior
2019,Embedded Systems Engineer,"microcontroller, firmware, spi protocol, rtos, arm cortex",21.87,891,"rtos, firmware",2,Mid
2017,DSP Engineer,"digital filters, fixed point arithmetic, fft, matlab",4.73,517,"fixed point arithmetic, fft, matlab, digital filters",4,Mid
2021,VLSI Design Engineer,"verilog, rtl design, timing closure, vhdl",6.74,604,"rtl design, vhdl",2,Mid
2022,VLSI Design Engineer,"verilog, rtl design, vhdl, synthesis",9.23,770,"rtl design, synthesis",2,Senior
2016,Hardware Test Engineer,"yield analysis, test patterns, ate testing, dft",5.69,591,"dft, test patterns, ate testing, yield analysis, boundary scan",5,Senior
2019,Embedded Systems Engineer,"arm cortex, rtos, microcontroller, firmware",13.49,1026,"arm cortex, firmware",2,Mid
2024,VLSI Design Engineer,"verilog, rtl design, synthesis, timing closure",19.97,828,"synthesis, verilog, rtl design, timing closure",4,Senior
2024,Embedded Systems Engineer,"rtos, firmware, spi protocol, microcontroller, arm cortex",20.83,826,"firmware, arm cortex, rtos, spi protocol",4,Fresher
2015,Hardware Test Engineer,"ate testing, boundary scan, dft, test patterns, yield analysis",16.11,285,"test patterns, ate testing, yield analysis, dft",4,Senior
2023,PCB Design Engineer,"emi emc, altium designer, high speed pcb, signal integrity, stackup design",20.42,702,"signal integrity, stackup design",2,Fresher
2020,Telecom Network Engineer,"lte, wireless protocols, link budget, fiber optics",14.2,933,"fiber optics, wireless protocols, lte, ran planning",4,Fresher
2024,Embedded Systems Engineer,"microcontroller, spi protocol, rtos, firmware",7.05,546,"rtos, microcontroller",2,Senior
2022,RF Engineer,"network analyzer, antenna design, smith chart, rf chain",13.82,405,"network analyzer, rf chain, smith chart",3,Fresher
2018,DSP Engineer,"matlab, fixed point arithmetic, digital filters, communications algorithms",10.98,852,"digital filters, matlab",2,Mid
2025,Hardware Test Engineer,"test patterns, yield analysis, dft, boundary scan, ate testing",14.17,395,"ate testing, dft, boundary scan",3,Senior
2024,VLSI Design Engineer,"rtl design, synthesis, timing closure, vhdl",18.09,605,"vhdl, timing closure, rtl design, synthesis",4,Fresher
2015,Embedded Systems Engineer,"spi protocol, microcontroller, arm cortex, rtos, firmware",17.48,602,"rtos, firmware",2,Fresher
2017,VLSI Design Engineer,"verilog, vhdl, rtl design",17.12,509,"rtl design, verilog, vhdl",3,Fresher
2023,PCB Design Engineer,"altium designer, signal integrity, high speed pcb, stackup design, emi emc",21.52,846,"altium designer, stackup design",2,Mid
2023,Hardware Test Engineer,"boundary scan, ate testing, dft, test patterns, yield analysis",14.66,921,"dft, yield analysis, ate testing",3,Fresher
2017,Embedded Systems Engineer,"firmware, arm cortex, rtos, spi protocol, microcontroller",20.85,860,"spi protocol, microcontroller, firmware",3,Senior
2024,Hardware Test Engineer,"dft, test patterns, yield analysis, boundary scan, ate testing",4.35,633,"boundary scan, dft, test patterns, ate testing",4,Fresher
2015,Embedded Systems Engineer,"rtos, firmware, microcontroller",6.6,701,"firmware, microcontroller, rtos, spi protocol",4,Fresher
2017,VLSI Design Engineer,"vhdl, verilog, synthesis",12.52,693,"synthesis, verilog, vhdl",3,Fresher
2015,Embedded Systems Engineer,"firmware, microcontroller, rtos, spi protocol, arm cortex",5.88,778,"arm cortex, spi protocol, firmware, rtos, microcontroller",5,Fresher
2019,VLSI Design Engineer,"verilog, rtl design, vhdl, synthesis, timing closure",13.71,1222,"synthesis, verilog, vhdl",3,Fresher
2015,Hardware Test Engineer,"boundary scan, yield analysis, dft, ate testing",5.76,827,"dft, ate testing, yield analysis, boundary scan",4,Mid
2023,VLSI Design Engineer,"vhdl, verilog, rtl design, timing closure, synthesis",5.26,629,"synthesis, timing closure, verilog, vhdl, rtl design",5,Senior
2017,Analog Design Engineer,"bandgap reference, op amp design, spice simulation",6.69,167,"bandgap reference, op amp design, spice simulation",3,Fresher
2015,Embedded Systems Engineer,"rtos, microcontroller, firmware",8.54,924,"firmware, microcontroller, rtos",3,Senior
2017,VLSI Design Engineer,"timing closure, rtl design, vhdl, verilog, synthesis",13.78,649,"verilog, timing closure, vhdl, synthesis",4,Mid
2015,RF Engineer,"smith chart, network analyzer, antenna design",8.28,778,"antenna design, network analyzer, smith chart",3,Fresher
2025,RF Engineer,"smith chart, rf chain, antenna design, impedance matching",9.89,677,"smith chart, impedance matching, rf chain, antenna design",4,Mid
2016,RF Engineer,"network analyzer, impedance matching, antenna design, smith chart, rf chain",12.44,962,"smith chart, rf chain, impedance matching, antenna design, network analyzer",5,Mid
2015,RF Engineer,"impedance matching, rf chain, antenna design, smith chart",18.0,512,"smith chart, rf chain, impedance matching, antenna design",4,Mid
2016,Telecom Network Engineer,"wireless protocols, fiber optics, lte",9.08,882,"fiber optics, lte, wireless protocols, ran planning",4,Fresher
2018,VLSI Design Engineer,"synthesis, rtl design, verilog, timing closure, vhdl",15.88,940,"synthesis, verilog",2,Mid
2025,Telecom Network Engineer,"wireless protocols, fiber optics, ran planning, link budget, lte",18.64,902,"link budget, wireless protocols, ran planning, fiber optics",4,Fresher
2023,PCB Design Engineer,"stackup design, emi emc, high speed pcb, signal integrity",10.86,834,"emi emc, stackup design",2,Senior
2017,DSP Engineer,"fixed point arithmetic, fft, digital filters, communications algorithms, matlab",19.37,739,"communications algorithms, matlab, fft, digital filters, fixed point arithmetic",5,Fresher
2016,DSP Engineer,"fft, communications algorithms, digital filters, matlab",17.47,634,"fft, digital filters, matlab, communications algorithms",4,Senior
2016,RF Engineer,"impedance matching, antenna design, network analyzer, rf chain, smith chart",18.33,147,"smith chart, network analyzer",2,Fresher
2020,RF Engineer,"impedance matching, rf chain, smith chart",7.87,772,"impedance matching, smith chart",2,Senior
2019,Hardware Test Engineer,"boundary scan, dft, yield analysis",11.62,460,"yield analysis, boundary scan, dft, ate testing",4,Fresher
2024,Hardware Test Engineer,"dft, test patterns, ate testing, yield analysis, boundary scan",8.47,512,"ate testing, dft, yield analysis, test patterns",4,Mid
2018,DSP Engineer,"digital filters, fft, fixed point arithmetic, communications algorithms",3.92,947,"fixed point arithmetic, communications algorithms, digital filters, fft",4,Fresher
2021,PCB Design Engineer,"stackup design, signal integrity, emi emc, high speed pcb, altium designer",21.64,857,"high speed pcb, emi emc, stackup design, signal integrity, altium designer",5,Senior
2023,Analog Design Engineer,"layout, bandgap reference, adc design, op amp design, spice simulation",5.8,640,"bandgap reference, layout, adc design, spice simulation",4,Mid
2015,PCB Design Engineer,"signal integrity, altium designer, high speed pcb, stackup design",9.73,678,"altium designer, high speed pcb, stackup design, signal integrity",4,Fresher
2018,Analog Design Engineer,"spice simulation, op amp design, adc design",17.19,602,"op amp design, adc design, spice simulation",3,Senior
2019,Hardware Test Engineer,"test patterns, ate testing, dft, yield analysis",20.79,647,"dft, ate testing, test patterns, yield analysis",4,Senior
2019,VLSI Design Engineer,"rtl design, timing closure, vhdl",12.48,724,"rtl design, vhdl, timing closure, verilog",4,Mid
2024,Telecom Network Engineer,"ran planning, fiber optics, lte",15.77,788,"fiber optics, lte, ran planning",3,Mid
2015,RF Engineer,"impedance matching, smith chart, antenna design, network analyzer",7.68,203,"smith chart, network analyzer",2,Senior
2024,PCB Design Engineer,"stackup design, signal integrity, altium designer",18.83,728,"altium designer, signal integrity, stackup design, emi emc",4,Senior
2019,RF Engineer,"network analyzer, antenna design, impedance matching",5.55,570,"antenna design, network analyzer, impedance matching, rf chain",4,Fresher
2017,DSP Engineer,"matlab, communications algorithms, fixed point arithmetic, fft, digital filters",14.38,455,"matlab, communications algorithms, fixed point arithmetic, digital filters, fft",5,Mid
2020,Analog Design Engineer,"op amp design, layout, spice simulation",14.66,456,"layout, spice simulation",2,Fresher
2023,PCB Design Engineer,"stackup design, emi emc, high speed pcb",17.58,686,"high speed pcb, emi emc, stackup design, signal integrity",4,Mid
2024,Telecom Network Engineer,"ran planning, lte, fiber optics",3.6,1056,"ran planning, lte, fiber optics, wireless protocols",4,Senior
2024,Hardware Test Engineer,"test patterns, yield analysis, boundary scan",18.36,894,"test patterns, boundary scan, yield analysis, dft",4,Senior
2021,DSP Engineer,"matlab, fixed point arithmetic, digital filters, fft, communications algorithms",21.62,781,"matlab, communications algorithms, digital filters",3,Mid
2021,DSP Engineer,"fixed point arithmetic, communications algorithms, digital filters",14.11,537,"communications algorithms, digital filters",2,Mid
2016,VLSI Design Engineer,"synthesis, vhdl, rtl design",4.96,1014,"synthesis, vhdl, rtl design, timing closure",4,Senior
2017,DSP Engineer,"fft, fixed point arithmetic, matlab, digital filters, communications algorithms",14.51,452,"fixed point arithmetic, matlab, communications algorithms, digital filters",4,Mid
2015,DSP Engineer,"matlab, fixed point arithmetic, fft",4.35,720,"fixed point arithmetic, matlab",2,Mid
2015,Hardware Test Engineer,"boundary scan, dft, yield analysis, test patterns, ate testing",20.11,981,"yield analysis, test patterns, dft, boundary scan, ate testing",5,Senior
2019,Embedded Systems Engineer,"microcontroller, rtos, spi protocol",6.41,663,"microcontroller, spi protocol, rtos, firmware",4,Fresher
2015,VLSI Design Engineer,"vhdl, verilog, timing closure, rtl design",12.12,427,"vhdl, verilog",2,Senior
2023,Telecom Network Engineer,"fiber optics, link budget, wireless protocols, ran planning, lte",12.92,746,"fiber optics, lte",2,Fresher
2016,Hardware Test Engineer,"test patterns, boundary scan, dft",5.89,909,"test patterns, boundary scan, dft, ate testing",4,Senior
2020,Hardware Test Engineer,"boundary scan, dft, test patterns, ate testing, yield analysis",15.83,699,"ate testing, boundary scan, yield analysis, dft, test patterns",5,Senior
2024,PCB Design Engineer,"altium designer, signal integrity, emi emc",4.42,593,"signal integrity, altium designer, emi emc",3,Mid
2019,RF Engineer,"network analyzer, rf chain, antenna design, impedance matching, smith chart",14.36,552,"network analyzer, impedance matching",2,Mid
2016,DSP Engineer,"matlab, digital filters, fixed point arithmetic",8.99,789,"matlab, digital filters, fixed point arithmetic",3,Fresher
2016,Telecom Network Engineer,"ran planning, link budget, wireless protocols, fiber optics",8.32,903,"ran planning, link budget, wireless protocols, lte",4,Mid
2016,DSP Engineer,"fft, communications algorithms, digital filters, matlab, fixed point arithmetic",12.31,576,"fixed point arithmetic, digital filters, fft, matlab, communications algorithms",5,Fresher
2015,Hardware Test Engineer,"dft, test patterns, boundary scan, yield analysis",7.6,774,"test patterns, boundary scan, yield analysis",3,Senior
2021,Embedded Systems Engineer,"spi protocol, firmware, arm cortex, microcontroller, rtos",19.73,501,"firmware, rtos, arm cortex",3,Fresher
2024,PCB Design Engineer,"signal integrity, high speed pcb, stackup design, altium designer, emi emc",14.26,793,"emi emc, stackup design, signal integrity",3,Fresher
2023,PCB Design Engineer,"altium designer, stackup design, emi emc, high speed pcb",8.7,812,"emi emc, high speed pcb, altium designer, stackup design",4,Mid
2024,PCB Design Engineer,"emi emc, signal integrity, stackup design",19.16,613,"stackup design, emi emc, signal integrity",3,Senior
2023,Analog Design Engineer,"bandgap reference, op amp design, adc design, layout",13.52,509,"adc design, layout, op amp design, bandgap reference",4,Fresher
2022,Hardware Test Engineer,"dft, boundary scan, test patterns",3.8,607,"boundary scan, dft",2,Senior
2024,PCB Design Engineer,"signal integrity, high speed pcb, emi emc, stackup design, altium designer",20.0,620,"high speed pcb, altium designer, signal integrity, emi emc",4,Fresher
2024,RF Engineer,"rf chain, smith chart, antenna design, impedance matching, network analyzer",16.05,1139,"smith chart, impedance matching",2,Senior
2023,Hardware Test Engineer,"test patterns, dft, yield analysis",11.89,894,"yield analysis, dft",2,Mid
2023,Telecom Network Engineer,"ran planning, wireless protocols, link budget, fiber optics",17.81,514,"ran planning, fiber optics, link budget, wireless protocols, lte",5,Senior
2017,Analog Design Engineer,"spice simulation, layout, op amp design, bandgap reference, adc design",3.82,1002,"op amp design, spice simulation, bandgap reference",3,Fresher
2021,DSP Engineer,"fixed point arithmetic, digital filters, fft, matlab, communications algorithms",13.36,282,"digital filters, fixed point arithmetic, fft, matlab",4,Fresher
2019,Analog Design Engineer,"spice simulation, bandgap reference, layout, op amp design",8.69,638,"layout, spice simulation, bandgap reference, op amp design, adc design",5,Fresher
2016,Analog Design Engineer,"layout, bandgap reference, spice simulation, adc design, op amp design",5.22,951,"layout, bandgap reference, spice simulation, op amp design",4,Fresher
2015,Telecom Network Engineer,"link budget, wireless protocols, lte, fiber optics",10.27,401,"lte, fiber optics",2,Fresher
2018,VLSI Design Engineer,"timing closure, verilog, rtl design, vhdl, synthesis",7.0,1009,"timing closure, verilog, vhdl, rtl design",4,Senior
2017,Telecom Network Engineer,"wireless protocols, lte, link budget",21.14,636,"link budget, wireless protocols, fiber optics",3,Mid
2020,RF Engineer,"smith chart, impedance matching, rf chain, network analyzer",6.62,805,"impedance matching, rf chain, smith chart, network analyzer",4,Mid
2015,Embedded Systems Engineer,"spi protocol, rtos, microcontroller, firmware, arm cortex",10.05,970,"spi protocol, microcontroller, firmware",3,Senior
2015,RF Engineer,"antenna design, rf chain, network analyzer, impedance matching",3.58,632,"rf chain, impedance matching, network analyzer",3,Fresher
2025,RF Engineer,"antenna design, network analyzer, rf chain, smith chart",18.28,705,"antenna design, rf chain, smith chart, network analyzer, impedance matching",5,Fresher
