Year,Job_Name,Required_Skills,Avg_Salary_LPA,Job_Postings,User_Learned_Skills,Skill_Count,Experience_Level
2025,AI Engineer,"tensorflow, nlp, transformers, huggingface",16.97,455,"python, transformers, nlp, deep learning",4,Mid
2018,DevOps Engineer,"kubernetes, ci/cd, terraform",12.42,333,"kubernetes, aws, ansible, ci/cd",3,Mid
2015,Data Scientist,"numpy, python, statistics, sql",12.64,585,"statistics, python, pandas",4,Mid
2016,ML Engineer,"docker, scikit-learn, machine learning",8.04,217,"docker, scikit-learn, tensorflow, deep learning",3,Fresher
2018,DevOps Engineer,"linux, terraform, kubernetes, git",6.22,363,"ci/cd, ansible, terraform, linux",4,Fresher
2025,Backend Developer,"nodejs, python, rest api, postgresql",14.59,770,"rest api, postgresql, nodejs",4,Senior
2019,Data Analyst,"sql, excel, tableau, statistics",6.84,804,"tableau, sql, excel, power bi",4,Mid
2023,Frontend Developer,"nextjs, javascript, react",7.75,536,"react, nextjs, javascript, redux",3,Mid
2018,DevOps Engineer,"kubernetes, docker, terraform",5.86,364,"docker, ci/cd, linux, kubernetes",3,Fresher
2020,Data Scientist,"matplotlib, statistics, pandas, scikit-learn",7.15,381,"sql, scikit-learn, machine learning, pandas",4,Fresher
2019,Data Analyst,"statistics, python, tableau, excel",7.0,1056,"pandas, excel, statistics, sql",4,Mid
2017,DevOps Engineer,"git, ci/cd, ansible, linux",12.28,553,"linux, git, ci/cd, terraform",4,Mid
2019,ML Engineer,"scikit-learn, deep learning, python",14.97,535,"deep learning, scikit-learn, tensorflow, python",3,Mid
2015,Data Scientist,"pandas, numpy, python",22.41,477,"scikit-learn, python, pandas, numpy",3,Senior
2015,ML Engineer,"deep learning, python, scikit-learn, tensorflow",8.18,325,"mlops, python, docker",4,Fresher
2021,Data Analyst,"pandas, tableau, data visualization",6.71,497,"statistics, pandas, data visualization, tableau",3,Mid
2018,Full Stack Developer,"mongodb, docker, python",5.98,1001,"nodejs, python, react, docker",3,Fresher
2023,Backend Developer,"python, nodejs, rest api",4.88,1082,"docker, python, java",3,Fresher
2016,Backend Developer,"nodejs, postgresql, docker, rest api",4.96,1085,"sql, postgresql, python",4,Fresher
2015,Full Stack Developer,"react, rest api, javascript",11.33,592,"javascript, react, mongodb, rest api",3,Mid
2018,Data Scientist,"machine learning, sql, matplotlib, python",12.84,371,"numpy, machine learning, python, sql",4,Mid
2018,Data Scientist,"machine learning, pandas, scikit-learn",13.45,867,"scikit-learn, pandas, machine learning, python",3,Mid
2022,AI Engineer,"pytorch, tensorflow, python, huggingface",28.2,380,"tensorflow, pytorch, huggingface, computer vision",4,Senior
2015,Data Scientist,"sql, statistics, matplotlib, numpy",13.38,328,"python, matplotlib, numpy, statistics",4,Mid
2020,AI Engineer,"deep learning, pytorch, computer vision",9.44,472,"pytorch, nlp, transformers",3,Fresher
2023,DevOps Engineer,"linux, ci/cd, aws, terraform",12.43,632,"docker, aws, linux, git",4,Mid
2018,ML Engineer,"mlops, machine learning, deep learning, docker",14.65,374,"mlops, python, deep learning, docker",4,Mid
2017,AI Engineer,"pytorch, transformers, nlp",17.04,321,"pytorch, python, transformers",3,Mid
2024,Backend Developer,"nodejs, java, rest api, python",9.42,625,"nodejs, postgresql, python",4,Mid
2018,Frontend Developer,"javascript, react, css",4.06,760,"nextjs, typescript, javascript",3,Fresher
2021,Frontend Developer,"nextjs, react, redux",13.11,942,"nextjs, css, react, redux",3,Senior
2018,Frontend Developer,"css, nextjs, typescript",4.48,433,"redux, javascript, nextjs",3,Fresher
2018,ML Engineer,"deep learning, python, machine learning, tensorflow",14.83,593,"tensorflow, docker, machine learning",4,Mid
2019,Backend Developer,"python, redis, postgresql",5.19,458,"redis, java, sql",3,Fresher
2020,DevOps Engineer,"git, terraform, ansible",11.87,521,"linux, git, ansible, terraform",3,Mid
2023,Frontend Developer,"webpack, nextjs, html",4.36,758,"css, html, javascript",3,Fresher
2019,Frontend Developer,"redux, nextjs, typescript, html",8.45,971,"typescript, redux, nextjs, javascript",4,Mid
2021,Full Stack Developer,"react, javascript, nodejs",6.27,620,"rest api, react, python",3,Fresher
2019,DevOps Engineer,"ansible, linux, kubernetes, docker",6.24,355,"docker, ci/cd, aws",4,Fresher
2025,ML Engineer,"deep learning, mlops, tensorflow",7.78,668,"machine learning, docker, tensorflow, deep learning",3,Fresher
2018,Full Stack Developer,"python, react, javascript",11.11,916,"python, react, docker, nodejs",3,Mid
2017,DevOps Engineer,"aws, git, kubernetes, terraform",12.38,726,"terraform, git, ansible",4,Mid
2019,ML Engineer,"scikit-learn, deep learning, python",7.9,544,"deep learning, mlops, python",3,Fresher
2019,Data Analyst,"excel, python, power bi, statistics",6.84,419,"tableau, excel, python, statistics",4,Mid
2021,ML Engineer,"tensorflow, scikit-learn, docker, python",24.99,342,"docker, python, tensorflow, scikit-learn",4,Senior
2021,Frontend Developer,"typescript, react, javascript, webpack",12.95,653,"webpack, typescript, react",4,Senior
2018,DevOps Engineer,"ansible, terraform, ci/cd",11.83,626,"terraform, ansible, linux, ci/cd",3,Mid
2020,ML Engineer,"mlops, python, scikit-learn, deep learning",24.56,424,"deep learning, python, mlops",4,Senior
2017,Data Analyst,"tableau, statistics, excel",12.21,829,"excel, statistics, tableau",3,Senior
2025,DevOps Engineer,"aws, kubernetes, linux, ci/cd",12.12,500,"kubernetes, ansible, ci/cd, linux",4,Mid
2017,ML Engineer,"machine learning, pytorch, deep learning",8.2,450,"mlops, python, pytorch",3,Fresher
2019,Frontend Developer,"redux, javascript, html, react",8.37,583,"javascript, nextjs, react, redux",4,Mid
2015,DevOps Engineer,"git, ci/cd, aws, linux",5.88,652,"kubernetes, git, ci/cd, terraform",4,Fresher
2021,AI Engineer,"pytorch, nlp, transformers, computer vision",27.91,180,"nlp, pytorch, transformers, computer vision",4,Senior
2017,AI Engineer,"deep learning, transformers, huggingface, tensorflow",17.21,519,"pytorch, transformers, deep learning, tensorflow",4,Mid
2016,Frontend Developer,"javascript, css, webpack, typescript",8.35,621,"typescript, react, redux, webpack",4,Mid
2016,Backend Developer,"docker, postgresql, rest api, python",14.82,642,"docker, python, rest api, redis",4,Senior
2015,Full Stack Developer,"rest api, javascript, python",10.97,1388,"javascript, sql, python",3,Mid
2025,DevOps Engineer,"terraform, linux, kubernetes",12.44,342,"aws, terraform, kubernetes, ci/cd",3,Mid
2019,Frontend Developer,"html, webpack, redux, css",8.37,723,"typescript, redux, css, nextjs",4,Mid
2015,ML Engineer,"scikit-learn, docker, python, mlops",14.85,516,"pytorch, python, mlops, scikit-learn",4,Mid
2018,ML Engineer,"tensorflow, pytorch, machine learning, docker",15.0,313,"docker, mlops, machine learning, deep learning",4,Mid
2017,Frontend Developer,"typescript, nextjs, css, javascript",13.45,895,"typescript, javascript, nextjs, css",4,Senior
2016,Data Analyst,"sql, python, excel, data visualization",6.6,953,"python, tableau, sql, excel",4,Mid
2019,Full Stack Developer,"nodejs, python, docker",18.0,1334,"python, docker, nodejs",3,Senior
2022,Backend Developer,"rest api, nodejs, redis",9.2,771,"rest api, redis, java, docker",3,Mid
2018,DevOps Engineer,"docker, linux, ansible",12.1,251,"linux, ansible, aws",3,Mid
2020,DevOps Engineer,"linux, kubernetes, terraform, git",12.08,687,"git, kubernetes, terraform, aws",4,Mid
2016,Data Scientist,"pandas, scikit-learn, sql, matplotlib",7.31,856,"numpy, sql, statistics, pandas",4,Fresher
2017,Frontend Developer,"typescript, nextjs, redux, javascript",7.7,384,"nextjs, webpack, redux, javascript",4,Mid
2023,Data Scientist,"python, scikit-learn, sql, pandas",13.21,804,"python, sql, statistics",4,Mid
2025,Backend Developer,"java, postgresql, rest api, docker",8.97,628,"redis, java, postgresql, rest api",4,Mid
2015,Backend Developer,"redis, rest api, nodejs",8.69,779,"postgresql, redis, nodejs, sql",3,Mid
2022,Frontend Developer,"react, typescript, webpack",7.73,421,"react, javascript, webpack",3,Mid
2025,Data Scientist,"python, statistics, matplotlib",6.75,754,"sql, statistics, numpy, python",3,Fresher
2022,Backend Developer,"postgresql, docker, nodejs",9.24,1039,"java, rest api, nodejs, postgresql",3,Mid
2019,ML Engineer,"machine learning, mlops, scikit-learn, pytorch",24.97,264,"mlops, pytorch, machine learning",4,Senior
2018,Frontend Developer,"redux, javascript, nextjs",3.76,764,"redux, nextjs, react, typescript",3,Fresher
2015,Frontend Developer,"react, nextjs, typescript, webpack",7.87,993,"react, typescript, webpack, html",4,Mid
2025,Data Analyst,"python, sql, power bi, data visualization",12.21,997,"data visualization, power bi, python, sql",4,Senior
2024,AI Engineer,"deep learning, nlp, python",16.95,425,"computer vision, python, nlp",3,Mid
2022,Backend Developer,"sql, python, rest api, docker",8.64,758,"sql, nodejs, python",4,Mid
2025,Full Stack Developer,"react, sql, docker, javascript",5.95,595,"python, rest api, sql",4,Fresher
2019,AI Engineer,"huggingface, computer vision, pytorch",9.4,209,"nlp, deep learning, huggingface",3,Fresher
2023,ML Engineer,"python, mlops, machine learning, tensorflow",14.62,306,"machine learning, tensorflow, mlops, docker",4,Mid
2017,Frontend Developer,"html, react, redux",7.53,788,"react, javascript, redux, nextjs",3,Mid
2021,DevOps Engineer,"aws, ansible, ci/cd, linux",6.03,440,"aws, terraform, linux",4,Fresher
2020,Backend Developer,"docker, sql, java",15.18,1167,"python, docker, sql, java",3,Senior
2018,DevOps Engineer,"docker, ci/cd, ansible, linux",5.51,647,"ci/cd, ansible, aws",4,Fresher
2018,Backend Developer,"python, sql, postgresql",9.43,766,"postgresql, python, nodejs, redis",3,Mid
2025,Data Scientist,"pandas, matplotlib, statistics",22.01,496,"pandas, matplotlib, statistics",3,Senior
2016,DevOps Engineer,"terraform, aws, linux",6.4,796,"terraform, ansible, ci/cd",3,Fresher
2018,AI Engineer,"computer vision, deep learning, tensorflow, huggingface",17.37,189,"python, computer vision, tensorflow",4,Mid
2020,Frontend Developer,"nextjs, redux, typescript, html",3.81,773,"redux, javascript, css",4,Fresher
2023,Full Stack Developer,"rest api, nodejs, javascript",10.88,1136,"nodejs, rest api, docker, react",3,Mid
2024,DevOps Engineer,"ci/cd, docker, aws, git",5.67,301,"terraform, docker, ci/cd, ansible",4,Fresher
2023,Data Scientist,"matplotlib, machine learning, numpy, python",7.49,454,"statistics, python, machine learning",4,Fresher
2022,Data Analyst,"data visualization, excel, pandas",6.71,424,"data visualization, statistics, excel",3,Mid
2022,Full Stack Developer,"docker, javascript, react",11.42,695,"docker, nodejs, javascript",3,Mid
2021,Data Analyst,"data visualization, statistics, power bi",3.6,513,"power bi, sql, pandas",3,Fresher
2016,Full Stack Developer,"python, nodejs, docker, sql",10.95,1143,"python, docker, react, sql",4,Mid
2019,ML Engineer,"pytorch, python, deep learning, machine learning",25.18,697,"python, pytorch, deep learning",4,Senior
2016,Backend Developer,"rest api, sql, java, redis",15.41,687,"redis, postgresql, java, sql",4,Senior
2019,AI Engineer,"tensorflow, huggingface, transformers, deep learning",17.02,447,"huggingface, python, deep learning, transformers",4,Mid
2021,Full Stack Developer,"sql, docker, rest api",10.53,761,"sql, react, rest api, javascript",3,Mid
2020,Frontend Developer,"nextjs, redux, javascript",3.68,850,"nextjs, react, redux, css",3,Fresher
2022,Backend Developer,"sql, docker, java",5.46,871,"sql, python, postgresql",3,Fresher
2025,ML Engineer,"docker, machine learning, deep learning",8.3,664,"docker, pytorch, machine learning, python",3,Fresher
2025,Backend Developer,"postgresql, redis, java",14.57,1135,"sql, redis, postgresql, java",3,Senior
2020,Full Stack Developer,"mongodb, sql, docker",11.36,516,"javascript, sql, mongodb, docker",3,Mid
2025,DevOps Engineer,"kubernetes, git, terraform",5.85,759,"ansible, docker, terraform, kubernetes",3,Fresher
2019,Data Analyst,"power bi, excel, pandas",6.65,1019,"excel, tableau, power bi",3,Mid
2015,Data Scientist,"python, numpy, scikit-learn, pandas",7.4,516,"pandas, statistics, python",4,Fresher
2016,Data Analyst,"power bi, tableau, pandas, excel",6.6,1015,"python, power bi, excel, data visualization",4,Mid
2020,Frontend Developer,"typescript, webpack, javascript, react",7.53,432,"html, typescript, webpack",4,Mid
2020,Backend Developer,"java, postgresql, nodejs",14.57,745,"nodejs, postgresql, java",3,Senior
2020,Data Analyst,"statistics, python, excel, pandas",4.18,523,"python, data visualization, power bi",4,Fresher
2017,Frontend Developer,"javascript, html, redux, nextjs",13.11,855,"javascript, nextjs, html",4,Senior
2023,AI Engineer,"pytorch, deep learning, nlp, python",8.94,380,"deep learning, computer vision, nlp, transformers",4,Fresher
2018,DevOps Engineer,"kubernetes, git, terraform",11.95,305,"linux, kubernetes, ci/cd, terraform",3,Mid
2016,Backend Developer,"docker, nodejs, rest api, python",4.72,747,"rest api, python, sql",4,Fresher
2019,Backend Developer,"java, sql, redis",4.63,545,"nodejs, java, docker",3,Fresher
2019,Data Scientist,"python, numpy, statistics",21.71,312,"numpy, statistics, python",3,Senior
2022,Backend Developer,"sql, postgresql, java",15.16,858,"sql, java, python, postgresql",3,Senior
2023,ML Engineer,"python, deep learning, mlops, scikit-learn",15.32,532,"mlops, tensorflow, deep learning",4,Mid
2018,ML Engineer,"deep learning, mlops, machine learning",15.02,644,"deep learning, tensorflow, mlops",3,Mid
2018,Full Stack Developer,"nodejs, rest api, javascript",17.85,895,"sql, nodejs, javascript, rest api",3,Senior
2015,Backend Developer,"redis, java, docker, python",8.68,571,"java, docker, nodejs",4,Mid
2024,DevOps Engineer,"docker, git, ansible",6.15,331,"linux, ansible, aws",3,Fresher
2022,AI Engineer,"huggingface, python, deep learning",28.31,590,"deep learning, huggingface, python, tensorflow",3,Senior
2020,Backend Developer,"postgresql, sql, docker",9.38,501,"rest api, docker, postgresql",3,Mid
2020,Backend Developer,"java, sql, redis",8.81,677,"java, sql, nodejs, python",3,Mid
2018,DevOps Engineer,"kubernetes, ci/cd, docker, ansible",6.35,677,"ansible, aws, linux",4,Fresher
2025,Frontend Developer,"typescript, nextjs, css",13.18,598,"css, typescript, javascript, nextjs",3,Senior
2017,Data Scientist,"statistics, sql, numpy",13.05,876,"scikit-learn, python, statistics, sql",3,Mid
2024,Frontend Developer,"redux, typescript, nextjs",13.3,788,"typescript, redux, nextjs",3,Senior
2020,Data Analyst,"power bi, python, excel",7.39,1031,"data visualization, pandas, excel, python",3,Mid
2022,Data Scientist,"sql, scikit-learn, numpy, matplotlib",12.72,779,"machine learning, pandas, scikit-learn, sql",4,Mid
2018,Full Stack Developer,"react, rest api, nodejs, mongodb",17.69,615,"nodejs, rest api, react",4,Senior
2018,Frontend Developer,"redux, typescript, css, html",12.65,433,"typescript, redux, css, html",4,Senior
2025,Full Stack Developer,"python, mongodb, javascript, docker",10.6,1317,"javascript, react, mongodb",4,Mid
2025,Full Stack Developer,"rest api, docker, react, mongodb",18.29,1266,"mongodb, docker, rest api",4,Senior
2018,ML Engineer,"deep learning, mlops, python",7.91,580,"tensorflow, python, mlops",3,Fresher
2015,ML Engineer,"machine learning, deep learning, tensorflow, docker",25.23,558,"tensorflow, docker, machine learning, pytorch",4,Senior
2018,Frontend Developer,"css, webpack, html",4.05,517,"redux, nextjs, html",3,Fresher
2020,ML Engineer,"scikit-learn, python, docker, pytorch",7.71,299,"pytorch, docker, tensorflow, deep learning",4,Fresher
2019,Data Analyst,"python, sql, tableau, power bi",11.65,608,"python, power bi, sql, statistics",4,Senior
2024,Data Scientist,"python, pandas, machine learning, sql",7.22,577,"numpy, statistics, python",4,Fresher
2021,Data Scientist,"python, scikit-learn, pandas, machine learning",13.11,751,"numpy, scikit-learn, matplotlib, machine learning",4,Mid
2024,Full Stack Developer,"mongodb, docker, javascript",11.17,1326,"nodejs, sql, mongodb, docker",3,Mid
2019,DevOps Engineer,"git, docker, terraform",12.38,738,"ansible, terraform, ci/cd, docker",3,Mid
2022,ML Engineer,"tensorflow, python, docker, machine learning",14.56,605,"tensorflow, docker, python, scikit-learn",4,Mid
2017,Full Stack Developer,"nodejs, mongodb, sql, rest api",11.19,1331,"rest api, docker, mongodb, javascript",4,Mid
2020,AI Engineer,"deep learning, transformers, computer vision",16.52,334,"huggingface, tensorflow, transformers, deep learning",3,Mid
2017,Data Analyst,"statistics, python, excel, tableau",7.08,888,"python, sql, pandas, excel",4,Mid
2022,ML Engineer,"docker, scikit-learn, mlops",24.62,387,"docker, mlops, scikit-learn",3,Senior
2021,DevOps Engineer,"ci/cd, ansible, docker",12.28,729,"ansible, kubernetes, docker, ci/cd",3,Mid
2023,DevOps Engineer,"aws, git, ansible",19.67,364,"ci/cd, git, ansible, aws",3,Senior
2017,Data Scientist,"python, statistics, pandas",13.49,327,"scikit-learn, python, pandas, statistics",3,Mid
2017,Backend Developer,"rest api, sql, java",5.39,827,"python, rest api, sql",3,Fresher
2023,Backend Developer,"nodejs, postgresql, java",9.18,692,"java, postgresql, redis",3,Mid
2020,Data Analyst,"tableau, python, power bi, excel",4.2,519,"pandas, tableau, sql",4,Fresher
2015,Frontend Developer,"typescript, css, nextjs",13.02,885,"nextjs, css, typescript",3,Senior
2023,Full Stack Developer,"nodejs, rest api, docker",18.14,783,"nodejs, docker, rest api",3,Senior
2024,Frontend Developer,"javascript, webpack, css, html",7.64,826,"redux, html, javascript, css",4,Mid
2023,ML Engineer,"mlops, tensorflow, docker, python",15.05,558,"tensorflow, scikit-learn, mlops",4,Mid
2015,DevOps Engineer,"docker, aws, git, ci/cd",11.96,284,"docker, ci/cd, terraform, aws",4,Mid
2024,Data Analyst,"data visualization, python, tableau",4.11,955,"data visualization, statistics, tableau, sql",3,Fresher
2025,Data Analyst,"pandas, excel, python",11.73,833,"excel, pandas, sql, python",3,Senior
2016,ML Engineer,"pytorch, machine learning, scikit-learn, python",7.82,489,"machine learning, deep learning, scikit-learn",4,Fresher
2023,Data Analyst,"python, pandas, sql, excel",4.19,1085,"tableau, pandas, sql",4,Fresher
2022,ML Engineer,"machine learning, tensorflow, python, mlops",14.95,219,"machine learning, docker, pytorch, python",4,Mid
2019,Backend Developer,"docker, java, nodejs, rest api",9.48,717,"java, python, nodejs, redis",4,Mid
2019,AI Engineer,"transformers, nlp, deep learning, tensorflow",9.41,559,"computer vision, nlp, transformers",4,Fresher
2019,ML Engineer,"scikit-learn, docker, machine learning",14.64,411,"tensorflow, docker, machine learning",3,Mid
2024,Full Stack Developer,"docker, python, rest api",18.25,553,"docker, javascript, rest api, python",3,Senior
2015,Backend Developer,"redis, rest api, nodejs, sql",15.35,1102,"redis, rest api, nodejs",4,Senior
2017,Full Stack Developer,"docker, nodejs, mongodb",18.24,1328,"nodejs, mongodb, docker, rest api",3,Senior
2024,Backend Developer,"nodejs, python, postgresql",15.42,771,"python, nodejs, postgresql, redis",3,Senior
2015,ML Engineer,"tensorflow, deep learning, pytorch, scikit-learn",15.05,408,"deep learning, python, docker, scikit-learn",4,Mid
2020,AI Engineer,"python, pytorch, huggingface",16.71,292,"transformers, huggingface, python, nlp",3,Mid
2016,ML Engineer,"mlops, docker, python",8.46,440,"pytorch, mlops, deep learning",3,Fresher
2024,Full Stack Developer,"mongodb, sql, javascript",11.09,1308,"docker, javascript, nodejs, mongodb",3,Mid
2024,AI Engineer,"python, huggingface, pytorch",16.64,267,"huggingface, pytorch, computer vision",3,Mid
2017,DevOps Engineer,"docker, ci/cd, kubernetes, linux",11.9,293,"docker, ci/cd, aws",4,Mid
2025,Backend Developer,"postgresql, python, sql",4.76,629,"python, postgresql, docker",3,Fresher
2024,DevOps Engineer,"terraform, ci/cd, ansible, git",20.36,538,"git, ci/cd, terraform, ansible",4,Senior
2020,Data Analyst,"statistics, pandas, python, excel",4.01,636,"sql, python, power bi",4,Fresher
2018,Data Analyst,"power bi, excel, statistics, pandas",3.64,907,"data visualization, excel, tableau",4,Fresher
2023,ML Engineer,"deep learning, machine learning, python",24.56,522,"deep learning, machine learning, python",3,Senior
2018,AI Engineer,"computer vision, python, pytorch",17.24,295,"huggingface, nlp, python, pytorch",3,Mid
2019,DevOps Engineer,"git, docker, ansible",19.82,507,"ansible, docker, git",3,Senior
2025,DevOps Engineer,"kubernetes, ansible, terraform",12.03,642,"kubernetes, linux, aws, ansible",3,Mid
2016,DevOps Engineer,"aws, ci/cd, linux, ansible",5.51,645,"aws, ci/cd, kubernetes",4,Fresher
2025,Full Stack Developer,"javascript, python, nodejs, mongodb",10.87,555,"mongodb, python, docker, sql",4,Mid
2015,AI Engineer,"pytorch, huggingface, deep learning",16.87,367,"nlp, deep learning, transformers, pytorch",3,Mid
2024,Data Analyst,"pandas, data visualization, statistics",6.58,587,"sql, pandas, python, data visualization",3,Mid
2019,DevOps Engineer,"kubernetes, docker, ci/cd, linux",19.69,435,"docker, kubernetes, linux, ci/cd",4,Senior
2024,Frontend Developer,"typescript, css, redux, webpack",12.78,787,"redux, css, typescript, javascript",4,Senior
2017,Frontend Developer,"css, react, typescript, webpack",3.65,584,"redux, webpack, typescript",4,Fresher
2019,Backend Developer,"sql, nodejs, rest api, python",4.77,1180,"redis, python, rest api, java",4,Fresher
2023,Backend Developer,"java, redis, python",9.32,605,"java, docker, python",3,Mid
2022,Data Analyst,"statistics, pandas, python, power bi",6.51,1059,"python, statistics, excel, pandas",4,Mid
2020,ML Engineer,"docker, python, mlops, tensorflow",8.09,654,"machine learning, mlops, deep learning",4,Fresher
2021,ML Engineer,"python, deep learning, machine learning, mlops",7.54,305,"scikit-learn, machine learning, mlops",4,Fresher
2024,Full Stack Developer,"javascript, python, mongodb",5.71,1460,"react, sql, javascript, mongodb",3,Fresher
2023,Backend Developer,"rest api, postgresql, docker, nodejs",9.07,448,"python, sql, nodejs, rest api",4,Mid
2020,Full Stack Developer,"sql, docker, rest api, nodejs",11.32,1119,"docker, sql, mongodb, rest api",4,Mid
2016,Data Scientist,"scikit-learn, matplotlib, statistics, sql",7.31,812,"sql, python, matplotlib, numpy",4,Fresher
2024,AI Engineer,"transformers, pytorch, huggingface",17.05,368,"deep learning, python, huggingface, transformers",3,Mid
2019,DevOps Engineer,"docker, ansible, ci/cd",6.0,436,"ci/cd, git, ansible",3,Fresher
2022,Data Analyst,"excel, tableau, data visualization, pandas",7.41,965,"python, pandas, tableau, sql",4,Mid
2023,Data Analyst,"data visualization, power bi, python, pandas",6.67,1084,"tableau, pandas, python, power bi",4,Mid
2020,AI Engineer,"nlp, transformers, pytorch, deep learning",27.82,229,"deep learning, huggingface, nlp, transformers",4,Senior
2016,Backend Developer,"postgresql, rest api, sql, docker",15.07,749,"sql, rest api, docker, python",4,Senior
2022,DevOps Engineer,"terraform, aws, ci/cd, docker",19.97,679,"terraform, aws, docker",4,Senior
2017,AI Engineer,"computer vision, nlp, tensorflow, pytorch",27.62,463,"nlp, pytorch, computer vision, python",4,Senior
2018,Backend Developer,"redis, sql, docker, rest api",9.37,439,"docker, sql, rest api, nodejs",4,Mid
2017,Data Scientist,"numpy, statistics, scikit-learn, machine learning",6.58,330,"matplotlib, machine learning, statistics",4,Fresher
2024,Data Analyst,"data visualization, pandas, excel, statistics",7.21,936,"power bi, pandas, excel",4,Mid
2022,AI Engineer,"python, computer vision, deep learning, huggingface",17.42,527,"deep learning, python, pytorch, nlp",4,Mid
2022,Data Analyst,"statistics, sql, excel",6.85,573,"excel, statistics, sql, power bi",3,Mid
2020,DevOps Engineer,"linux, aws, git",11.81,706,"aws, linux, ansible",3,Mid
2024,DevOps Engineer,"kubernetes, linux, aws, git",12.2,661,"aws, ansible, linux, git",4,Mid
2018,DevOps Engineer,"ci/cd, aws, git",5.58,410,"docker, git, ansible",3,Fresher
2023,Backend Developer,"rest api, python, postgresql, redis",5.02,947,"python, java, postgresql, nodejs",4,Fresher
2021,DevOps Engineer,"linux, ansible, aws",20.37,479,"ansible, linux, aws",3,Senior
2025,Frontend Developer,"css, javascript, html, react",4.24,493,"typescript, css, webpack",4,Fresher
2016,Frontend Developer,"css, typescript, redux, html",8.25,986,"redux, javascript, html, typescript",4,Mid
2020,Frontend Developer,"html, webpack, nextjs, typescript",13.44,468,"redux, webpack, html, typescript",4,Senior
2023,Full Stack Developer,"sql, docker, python",6.33,628,"docker, python, rest api, mongodb",3,Fresher
2018,ML Engineer,"docker, deep learning, machine learning, scikit-learn",15.32,578,"deep learning, docker, scikit-learn, python",4,Mid
2018,Data Analyst,"tableau, excel, power bi",11.54,866,"tableau, power bi, excel",3,Senior
2016,DevOps Engineer,"kubernetes, aws, git, ansible",19.86,375,"aws, ansible, kubernetes, terraform",4,Senior
2019,Full Stack Developer,"nodejs, docker, python, sql",6.5,1445,"mongodb, javascript, nodejs",4,Fresher
2016,Backend Developer,"sql, rest api, java",15.4,879,"rest api, sql, java",3,Senior
2020,ML Engineer,"docker, mlops, scikit-learn",24.94,312,"machine learning, mlops, docker, scikit-learn",3,Senior
2018,DevOps Engineer,"aws, docker, ansible",12.06,688,"terraform, ansible, aws, docker",3,Mid
2020,ML Engineer,"deep learning, tensorflow, machine learning, pytorch",24.53,578,"mlops, deep learning, machine learning, tensorflow",4,Senior
2021,Full Stack Developer,"nodejs, mongodb, docker",10.88,644,"react, nodejs, mongodb, docker",3,Mid
2023,AI Engineer,"tensorflow, python, deep learning, huggingface",9.12,531,"nlp, pytorch, python",4,Fresher
2022,Backend Developer,"java, redis, postgresql",9.09,646,"rest api, postgresql, redis",3,Mid
2018,ML Engineer,"scikit-learn, pytorch, deep learning, docker",14.76,601,"machine learning, mlops, scikit-learn, docker",4,Mid
2022,AI Engineer,"transformers, tensorflow, python",16.52,486,"tensorflow, transformers, deep learning, python",3,Mid
2015,Full Stack Developer,"react, javascript, sql",10.51,1496,"javascript, react, sql, python",3,Mid
2023,Data Scientist,"machine learning, statistics, sql",7.42,432,"sql, numpy, statistics",3,Fresher
2020,Frontend Developer,"css, react, typescript",13.23,513,"css, webpack, typescript, react",3,Senior
2020,Data Scientist,"python, statistics, matplotlib, sql",22.37,397,"python, numpy, matplotlib, sql",4,Senior
2021,AI Engineer,"tensorflow, computer vision, transformers, deep learning",8.92,174,"deep learning, nlp, python",4,Fresher
2025,Full Stack Developer,"rest api, mongodb, docker",11.2,782,"mongodb, rest api, javascript, docker",3,Mid
2017,Backend Developer,"redis, sql, nodejs, java",8.95,1187,"python, postgresql, sql, nodejs",4,Mid
2025,Full Stack Developer,"nodejs, mongodb, python",6.37,500,"javascript, mongodb, react",3,Fresher
2018,Data Analyst,"statistics, sql, excel, data visualization",6.77,935,"sql, python, data visualization",4,Mid
2024,Backend Developer,"docker, redis, rest api",4.78,944,"redis, python, rest api, nodejs",3,Fresher
2023,ML Engineer,"tensorflow, mlops, deep learning",8.24,280,"scikit-learn, mlops, docker",3,Fresher
2020,ML Engineer,"scikit-learn, pytorch, machine learning",14.57,589,"machine learning, pytorch, docker, deep learning",3,Mid
2016,ML Engineer,"docker, mlops, machine learning",14.96,422,"scikit-learn, machine learning, python, docker",3,Mid
2023,Full Stack Developer,"docker, sql, rest api, javascript",6.43,730,"docker, python, react",4,Fresher
2016,Backend Developer,"python, postgresql, sql",5.46,933,"docker, postgresql, python",3,Fresher
2017,ML Engineer,"pytorch, scikit-learn, tensorflow, deep learning",15.09,458,"machine learning, deep learning, scikit-learn",4,Mid
2017,Data Scientist,"numpy, machine learning, python",22.2,566,"numpy, machine learning, python, sql",3,Senior
2022,Data Analyst,"tableau, python, pandas, power bi",7.15,967,"data visualization, power bi, pandas, python",4,Mid
2015,AI Engineer,"computer vision, pytorch, transformers, deep learning",28.5,442,"deep learning, pytorch, transformers, computer vision",4,Senior
2015,AI Engineer,"computer vision, pytorch, huggingface, transformers",16.65,547,"deep learning, pytorch, huggingface",4,Mid
2023,AI Engineer,"huggingface, nlp, tensorflow",16.95,178,"tensorflow, pytorch, huggingface, nlp",3,Mid
